♣2,♠3,♥A,♠10,♠K | Pair
♠10,♠K,♦8,♦Q,♠8 | Pair
♠10,♠K,♦8,♦Q,♠8 | Pair
♠10,♠K,♦8,♣A,♠8 | Pair
♠10,♠K,♦8,♣A,♠8 | Pair
♠10,♠K,♥7,♥3,♣A | Pair
♠10,♠K,♥7,♥3,♠Q | Pair
♠10,♠K,♥7,♥3,♠K | Pair
♠10,♠K,♥7,♥3,♦Q | Pair
♠10,♠K,♥7,♥3,♣A | Pair
♠10,♠K,♥7,♣A,♠Q | Pair
♠10,♠K,♥7,♣A,♠Q | Three Of A Kind
♠10,♠K,♥7,♣A,♠K | Pair
♠10,♠K,♥7,♣A,♠K | Three Of A Kind
♠10,♠K,♥7,♣A,♦Q | Pair
♠10,♠K,♥7,♣A,♦Q | Three Of A Kind
♠10,♠K,♥7,♣A,♣A | Pair
♠10,♠K,♥7,♣A,♣A | Three Of A Kind
♠10,♠K,♥7,♣A,♠8 | Pair
♠10,♠K,♥7,♠Q,♠K | Pair
♠10,♠K,♥7,♠Q,♠K | Three Of A Kind
♠10,♠K,♥7,♠Q,♦Q | Pair
♠10,♠K,♥7,♠Q,♦Q | Three Of A Kind
♠10,♠K,♥7,♠Q,♣A | Pair
♠10,♠K,♥7,♠Q,♣A | Three Of A Kind
♠10,♠K,♥7,♠Q,♠8 | Pair
♠10,♠K,♥7,♠K,♦Q | Pair
♠10,♠K,♥7,♠K,♦Q | Three Of A Kind
♠10,♠K,♥7,♠K,♣A | Pair
♠10,♠K,♥7,♠K,♣A | Three Of A Kind
♠10,♠K,♥7,♠K,♠8 | Pair
♠10,♠K,♥7,♦Q,♣A | Pair
♠10,♠K,♥7,♦Q,♣A | Three Of A Kind
♠10,♠K,♥7,♦Q,♠8 | Pair
♠10,♠K,♥7,♣A,♠8 | Pair
♠10,♠K,♥3,♣A,♠Q | Pair
♠10,♠K,♥3,♣A,♠Q | Three Of A Kind
♠10,♠K,♥3,♣A,♠K | Pair
♠10,♠K,♥3,♣A,♠K | Three Of A Kind
♠10,♠K,♥3,♣A,♦Q | Pair
♠10,♠K,♥3,♣A,♦Q | Three Of A Kind
♠10,♠K,♥3,♣A,♣A | Pair
♠10,♠K,♥3,♣A,♣A | Three Of A Kind
♠10,♠K,♥3,♣A,♠8 | Pair
♠10,♠K,♥3,♠Q,♠K | Pair
♠10,♠K,♥3,♠Q,♠K | Three Of A Kind
♠10,♠K,♥3,♠Q,♦Q | Pair
♠10,♠K,♥3,♠Q,♦Q | Three Of A Kind
♠10,♠K,♥3,♠Q,♣A | Pair
♠10,♠K,♥3,♠Q,♣A | Three Of A Kind
♠10,♠K,♥3,♠Q,♠8 | Pair
♠10,♠K,♥3,♠K,♦Q | Pair
♠10,♠K,♥3,♠K,♦Q | Three Of A Kind
♠10,♠K,♥3,♠K,♣A | Pair
♠10,♠K,♥3,♠K,♣A | Three Of A Kind
♠10,♠K,♥3,♠K,♠8 | Pair
♠10,♠K,♥3,♦Q,♣A | Pair
♠10,♠K,♥3,♦Q,♣A | Three Of A Kind
♠10,♠K,♥3,♦Q,♠8 | Pair
♠10,♠K,♥3,♣A,♠8 | Pair
♠10,♠K,♣A,♠Q,♠K | Pair
♠10,♠K,♣A,♠Q,♠K | Three Of A Kind
♠10,♠K,♣A,♠Q,♠K | Four Of A Kind
♠10,♠K,♣A,♠Q,♦Q | Pair
♠10,♠K,♣A,♠Q,♦Q | Three Of A Kind
♠10,♠K,♣A,♠Q,♦Q | Four Of A Kind
♠10,♠K,♣A,♠Q,♣A | Pair
♠10,♠K,♣A,♠Q,♣A | Three Of A Kind
♠10,♠K,♣A,♠Q,♣A | Four Of A Kind
♠10,♠K,♣A,♠Q,♠8 | Pair
♠10,♠K,♣A,♠Q,♠8 | Three Of A Kind
♠10,♠K,♣A,♠K,♦Q | Pair
♠10,♠K,♣A,♠K,♦Q | Three Of A Kind
♠10,♠K,♣A,♠K,♦Q | Four Of A Kind
♠10,♠K,♣A,♠K,♣A | Pair
♠10,♠K,♣A,♠K,♣A | Three Of A Kind
♠10,♠K,♣A,♠K,♣A | Four Of A Kind
♠10,♠K,♣A,♠K,♠8 | Pair
♠10,♠K,♣A,♠K,♠8 | Three Of A Kind
♠10,♠K,♣A,♦Q,♣A | Pair
♠10,♠K,♣A,♦Q,♣A | Three Of A Kind
♠10,♠K,♣A,♦Q,♣A | Four Of A Kind
♠10,♠K,♣A,♦Q,♠8 | Pair
♠10,♠K,♣A,♦Q,♠8 | Three Of A Kind
♠10,♠K,♣A,♣A,♠8 | Pair
♠10,♠K,♣A,♣A,♠8 | Three Of A Kind
♠10,♠K,♠Q,♠K,♦Q | Pair
♠10,♠K,♠Q,♠K,♦Q | Three Of A Kind
♠10,♠K,♠Q,♠K,♦Q | Four Of A Kind
♠10,♠K,♠Q,♠K,♣A | Pair
♠10,♠K,♠Q,♠K,♣A | Three Of A Kind
♠10,♠K,♠Q,♠K,♣A | Four Of A Kind
♠10,♠K,♠Q,♠K,♠8 | Pair
♠10,♠K,♠Q,♠K,♠8 | Three Of A Kind
♠10,♠K,♠Q,♦Q,♣A | Pair
♠10,♠K,♠Q,♦Q,♣A | Three Of A Kind
♠10,♠K,♠Q,♦Q,♣A | Four Of A Kind
♠10,♠K,♠Q,♦Q,♠8 | Pair
♠10,♠K,♠Q,♦Q,♠8 | Three Of A Kind
♠10,♠K,♠Q,♣A,♠8 | Pair
♠10,♠K,♠Q,♣A,♠8 | Three Of A Kind
♠10,♠K,♠K,♦Q,♣A | Pair
♠10,♠K,♠K,♦Q,♣A | Three Of A Kind
♠10,♠K,♠K,♦Q,♣A | Four Of A Kind
♠10,♠K,♠K,♦Q,♠8 | Pair
♠10,♠K,♠K,♦Q,♠8 | Three Of A Kind
♠10,♠K,♠K,♣A,♠8 | Pair
♠10,♠K,♠K,♣A,♠8 | Three Of A Kind
♠10,♠K,♦Q,♣A,♠8 | Pair
♠10,♠K,♦Q,♣A,♠8 | Three Of A Kind
♠10,♦8,♥7,♥3,♠8 | Pair
♠10,♦8,♥7,♣A,♠Q | Pair
♠10,♦8,♥7,♣A,♠K | Pair
♠10,♦8,♥7,♣A,♦Q | Pair
♠10,♦8,♥7,♣A,♣A | Pair
♠10,♦8,♥7,♣A,♠8 | Pair
♠10,♦8,♥7,♠Q,♠K | Pair
♠10,♦8,♥7,♠Q,♦Q | Pair
♠10,♦8,♥7,♠Q,♣A | Pair
♠10,♦8,♥7,♠Q,♠8 | Pair
♠10,♦8,♥7,♠K,♦Q | Pair
♠10,♦8,♥7,♠K,♣A | Pair
♠10,♦8,♥7,♠K,♠8 | Pair
♠10,♦8,♥7,♦Q,♣A | Pair
♠10,♦8,♥7,♦Q,♠8 | Pair
♠10,♦8,♥7,♣A,♠8 | Pair
♠10,♦8,♥3,♣A,♠Q | Pair
♠10,♦8,♥3,♣A,♠K | Pair
♠10,♦8,♥3,♣A,♦Q | Pair
♠10,♦8,♥3,♣A,♣A | Pair
♠10,♦8,♥3,♣A,♠8 | Pair
♠10,♦8,♥3,♠Q,♠K | Pair
♠10,♦8,♥3,♠Q,♦Q | Pair
♠10,♦8,♥3,♠Q,♣A | Pair
♠10,♦8,♥3,♠Q,♠8 | Pair
♠10,♦8,♥3,♠K,♦Q | Pair
♠10,♦8,♥3,♠K,♣A | Pair
♠10,♦8,♥3,♠K,♠8 | Pair
♠10,♦8,♥3,♦Q,♣A | Pair
♠10,♦8,♥3,♦Q,♠8 | Pair
♠10,♦8,♥3,♣A,♠8 | Pair
♠10,♦8,♣A,♠Q,♠K | Pair
♠10,♦8,♣A,♠Q,♠K | Three Of A Kind
♠10,♦8,♣A,♠Q,♦Q | Pair
♠10,♦8,♣A,♠Q,♦Q | Three Of A Kind
♠10,♦8,♣A,♠Q,♣A | Pair
♠10,♦8,♣A,♠Q,♣A | Three Of A Kind
♠10,♦8,♣A,♠Q,♠8 | Pair
♠10,♦8,♣A,♠Q,♠8 | Pair
♠10,♦8,♣A,♠K,♦Q | Pair
♠10,♦8,♣A,♠K,♦Q | Three Of A Kind
♠10,♦8,♣A,♠K,♣A | Pair
♠10,♦8,♣A,♠K,♣A | Three Of A Kind
♠10,♦8,♣A,♠K,♠8 | Pair
♠10,♦8,♣A,♠K,♠8 | Pair
♠10,♦8,♣A,♦Q,♣A | Pair
♠10,♦8,♣A,♦Q,♣A | Three Of A Kind
♠10,♦8,♣A,♦Q,♠8 | Pair
♠10,♦8,♣A,♦Q,♠8 | Pair
♠10,♦8,♣A,♣A,♠8 | Pair
♠10,♦8,♣A,♣A,♠8 | Pair
♠10,♦8,♠Q,♠K,♦Q | Pair
♠10,♦8,♠Q,♠K,♦Q | Three Of A Kind
♠10,♦8,♠Q,♠K,♣A | Pair
♠10,♦8,♠Q,♠K,♣A | Three Of A Kind
♠10,♦8,♠Q,♠K,♠8 | Pair
♠10,♦8,♠Q,♠K,♠8 | Pair
♠10,♦8,♠Q,♦Q,♣A | Pair
♠10,♦8,♠Q,♦Q,♣A | Three Of A Kind
♠10,♦8,♠Q,♦Q,♠8 | Pair
♠10,♦8,♠Q,♦Q,♠8 | Pair
♠10,♦8,♠Q,♣A,♠8 | Pair
♠10,♦8,♠Q,♣A,♠8 | Pair
♠10,♦8,♠K,♦Q,♣A | Pair
♠10,♦8,♠K,♦Q,♣A | Three Of A Kind
♠10,♦8,♠K,♦Q,♠8 | Pair
♠10,♦8,♠K,♦Q,♠8 | Pair
♠10,♦8,♠K,♣A,♠8 | Pair
♠10,♦8,♠K,♣A,♠8 | Pair
♠10,♦8,♦Q,♣A,♠8 | Pair
♠10,♦8,♦Q,♣A,♠8 | Pair
♠10,♥7,♥3,♣A,♠Q | Pair
♠10,♥7,♥3,♣A,♠K | Pair
♠10,♥7,♥3,♣A,♦Q | Pair
♠10,♥7,♥3,♣A,♣A | Pair
♠10,♥7,♥3,♠Q,♠K | Pair
♠10,♥7,♥3,♠Q,♦Q | Pair
♠10,♥7,♥3,♠Q,♣A | Pair
♠10,♥7,♥3,♠K,♦Q | Pair
♠10,♥7,♥3,♠K,♣A | Pair
♠10,♥7,♥3,♦Q,♣A | Pair
♠10,♥7,♣A,♠Q,♠K | Pair
♠10,♥7,♣A,♠Q,♠K | Three Of A Kind
♠10,♥7,♣A,♠Q,♦Q | Pair
♠10,♥7,♣A,♠Q,♦Q | Three Of A Kind
♠10,♥7,♣A,♠Q,♣A | Pair
♠10,♥7,♣A,♠Q,♣A | Three Of A Kind
♠10,♥7,♣A,♠Q,♠8 | Pair
♠10,♥7,♣A,♠K,♦Q | Pair
♠10,♥7,♣A,♠K,♦Q | Three Of A Kind
♠10,♥7,♣A,♠K,♣A | Pair
♠10,♥7,♣A,♠K,♣A | Three Of A Kind
♠10,♥7,♣A,♠K,♠8 | Pair
♠10,♥7,♣A,♦Q,♣A | Pair
♠10,♥7,♣A,♦Q,♣A | Three Of A Kind
♠10,♥7,♣A,♦Q,♠8 | Pair
♠10,♥7,♣A,♣A,♠8 | Pair
♠10,♥7,♠Q,♠K,♦Q | Pair
♠10,♥7,♠Q,♠K,♦Q | Three Of A Kind
♠10,♥7,♠Q,♠K,♣A | Pair
♠10,♥7,♠Q,♠K,♣A | Three Of A Kind
♠10,♥7,♠Q,♠K,♠8 | Pair
♠10,♥7,♠Q,♦Q,♣A | Pair
♠10,♥7,♠Q,♦Q,♣A | Three Of A Kind
♠10,♥7,♠Q,♦Q,♠8 | Pair
♠10,♥7,♠Q,♣A,♠8 | Pair
♠10,♥7,♠K,♦Q,♣A | Pair
♠10,♥7,♠K,♦Q,♣A | Three Of A Kind
♠10,♥7,♠K,♦Q,♠8 | Pair
♠10,♥7,♠K,♣A,♠8 | Pair
♠10,♥7,♦Q,♣A,♠8 | Pair
♠10,♥3,♣A,♠Q,♠K | Pair
♠10,♥3,♣A,♠Q,♠K | Three Of A Kind
♠10,♥3,♣A,♠Q,♦Q | Pair
♠10,♥3,♣A,♠Q,♦Q | Three Of A Kind
♠10,♥3,♣A,♠Q,♣A | Pair
♠10,♥3,♣A,♠Q,♣A | Three Of A Kind
♠10,♥3,♣A,♠Q,♠8 | Pair
♠10,♥3,♣A,♠K,♦Q | Pair
♠10,♥3,♣A,♠K,♦Q | Three Of A Kind
♠10,♥3,♣A,♠K,♣A | Pair
♠10,♥3,♣A,♠K,♣A | Three Of A Kind
♠10,♥3,♣A,♠K,♠8 | Pair
♠10,♥3,♣A,♦Q,♣A | Pair
♠10,♥3,♣A,♦Q,♣A | Three Of A Kind
♠10,♥3,♣A,♦Q,♠8 | Pair
♠10,♥3,♣A,♣A,♠8 | Pair
♠10,♥3,♠Q,♠K,♦Q | Pair
♠10,♥3,♠Q,♠K,♦Q | Three Of A Kind
♠10,♥3,♠Q,♠K,♣A | Pair
♠10,♥3,♠Q,♠K,♣A | Three Of A Kind
♠10,♥3,♠Q,♠K,♠8 | Pair
♠10,♥3,♠Q,♦Q,♣A | Pair
♠10,♥3,♠Q,♦Q,♣A | Three Of A Kind
♠10,♥3,♠Q,♦Q,♠8 | Pair
♠10,♥3,♠Q,♣A,♠8 | Pair
♠10,♥3,♠K,♦Q,♣A | Pair
♠10,♥3,♠K,♦Q,♣A | Three Of A Kind
♠10,♥3,♠K,♦Q,♠8 | Pair
♠10,♥3,♠K,♣A,♠8 | Pair
♠10,♥3,♦Q,♣A,♠8 | Pair
♠10,♣A,♠Q,♠K,♦Q | Pair
♠10,♣A,♠Q,♠K,♦Q | Three Of A Kind
♠10,♣A,♠Q,♠K,♦Q | Four Of A Kind
♠10,♣A,♠Q,♠K,♣A | Pair
♠10,♣A,♠Q,♠K,♣A | Three Of A Kind
♠10,♣A,♠Q,♠K,♣A | Four Of A Kind
♠10,♣A,♠Q,♠K,♠8 | Pair
♠10,♣A,♠Q,♠K,♠8 | Three Of A Kind
♠10,♣A,♠Q,♦Q,♣A | Pair
♠10,♣A,♠Q,♦Q,♣A | Three Of A Kind
♠10,♣A,♠Q,♦Q,♣A | Four Of A Kind
♠10,♣A,♠Q,♦Q,♠8 | Pair
♠10,♣A,♠Q,♦Q,♠8 | Three Of A Kind
♠10,♣A,♠Q,♣A,♠8 | Pair
♠10,♣A,♠Q,♣A,♠8 | Three Of A Kind
♠10,♣A,♠K,♦Q,♣A | Pair
♠10,♣A,♠K,♦Q,♣A | Three Of A Kind
♠10,♣A,♠K,♦Q,♣A | Four Of A Kind
♠10,♣A,♠K,♦Q,♠8 | Pair
♠10,♣A,♠K,♦Q,♠8 | Three Of A Kind
♠10,♣A,♠K,♣A,♠8 | Pair
♠10,♣A,♠K,♣A,♠8 | Three Of A Kind
♠10,♣A,♦Q,♣A,♠8 | Pair
♠10,♣A,♦Q,♣A,♠8 | Three Of A Kind
♠10,♠Q,♠K,♦Q,♣A | Pair
♠10,♠Q,♠K,♦Q,♣A | Three Of A Kind
♠10,♠Q,♠K,♦Q,♣A | Four Of A Kind
♠10,♠Q,♠K,♦Q,♠8 | Pair
♠10,♠Q,♠K,♦Q,♠8 | Three Of A Kind
♠10,♠Q,♠K,♣A,♠8 | Pair
♠10,♠Q,♠K,♣A,♠8 | Three Of A Kind
♠10,♠Q,♦Q,♣A,♠8 | Pair
♠10,♠Q,♦Q,♣A,♠8 | Three Of A Kind
♠10,♠K,♦Q,♣A,♠8 | Pair
♠10,♠K,♦Q,♣A,♠8 | Three Of A Kind
♠K,♦8,♥7,♥3,♣A | Pair
♠K,♦8,♥7,♥3,♠Q | Pair
♠K,♦8,♥7,♥3,♠K | Pair
♠K,♦8,♥7,♥3,♦Q | Pair
♠K,♦8,♥7,♥3,♣A | Pair
♠K,♦8,♥7,♥3,♠8 | Pair
♠K,♦8,♥7,♣A,♠Q | Pair
♠K,♦8,♥7,♣A,♠Q | Three Of A Kind
♠K,♦8,♥7,♣A,♠K | Pair
♠K,♦8,♥7,♣A,♠K | Three Of A Kind
♠K,♦8,♥7,♣A,♦Q | Pair
♠K,♦8,♥7,♣A,♦Q | Three Of A Kind
♠K,♦8,♥7,♣A,♣A | Pair
♠K,♦8,♥7,♣A,♣A | Three Of A Kind
♠K,♦8,♥7,♣A,♠8 | Pair
♠K,♦8,♥7,♣A,♠8 | Pair
♠K,♦8,♥7,♠Q,♠K | Pair
♠K,♦8,♥7,♠Q,♠K | Three Of A Kind
♠K,♦8,♥7,♠Q,♦Q | Pair
♠K,♦8,♥7,♠Q,♦Q | Three Of A Kind
♠K,♦8,♥7,♠Q,♣A | Pair
♠K,♦8,♥7,♠Q,♣A | Three Of A Kind
♠K,♦8,♥7,♠Q,♠8 | Pair
♠K,♦8,♥7,♠Q,♠8 | Pair
♠K,♦8,♥7,♠K,♦Q | Pair
♠K,♦8,♥7,♠K,♦Q | Three Of A Kind
♠K,♦8,♥7,♠K,♣A | Pair
♠K,♦8,♥7,♠K,♣A | Three Of A Kind
♠K,♦8,♥7,♠K,♠8 | Pair
♠K,♦8,♥7,♠K,♠8 | Pair
♠K,♦8,♥7,♦Q,♣A | Pair
♠K,♦8,♥7,♦Q,♣A | Three Of A Kind
♠K,♦8,♥7,♦Q,♠8 | Pair
♠K,♦8,♥7,♦Q,♠8 | Pair
♠K,♦8,♥7,♣A,♠8 | Pair
♠K,♦8,♥7,♣A,♠8 | Pair
♠K,♦8,♥3,♣A,♠Q | Pair
♠K,♦8,♥3,♣A,♠Q | Three Of A Kind
♠K,♦8,♥3,♣A,♠K | Pair
♠K,♦8,♥3,♣A,♠K | Three Of A Kind
♠K,♦8,♥3,♣A,♦Q | Pair
♠K,♦8,♥3,♣A,♦Q | Three Of A Kind
♠K,♦8,♥3,♣A,♣A | Pair
♠K,♦8,♥3,♣A,♣A | Three Of A Kind
♠K,♦8,♥3,♣A,♠8 | Pair
♠K,♦8,♥3,♣A,♠8 | Pair
♠K,♦8,♥3,♠Q,♠K | Pair
♠K,♦8,♥3,♠Q,♠K | Three Of A Kind
♠K,♦8,♥3,♠Q,♦Q | Pair
♠K,♦8,♥3,♠Q,♦Q | Three Of A Kind
♠K,♦8,♥3,♠Q,♣A | Pair
♠K,♦8,♥3,♠Q,♣A | Three Of A Kind
♠K,♦8,♥3,♠Q,♠8 | Pair
♠K,♦8,♥3,♠Q,♠8 | Pair
♠K,♦8,♥3,♠K,♦Q | Pair
♠K,♦8,♥3,♠K,♦Q | Three Of A Kind
♠K,♦8,♥3,♠K,♣A | Pair
♠K,♦8,♥3,♠K,♣A | Three Of A Kind
♠K,♦8,♥3,♠K,♠8 | Pair
♠K,♦8,♥3,♠K,♠8 | Pair
♠K,♦8,♥3,♦Q,♣A | Pair
♠K,♦8,♥3,♦Q,♣A | Three Of A Kind
♠K,♦8,♥3,♦Q,♠8 | Pair
♠K,♦8,♥3,♦Q,♠8 | Pair
♠K,♦8,♥3,♣A,♠8 | Pair
♠K,♦8,♥3,♣A,♠8 | Pair
♠K,♦8,♣A,♠Q,♠K | Pair
♠K,♦8,♣A,♠Q,♠K | Three Of A Kind
♠K,♦8,♣A,♠Q,♠K | Four Of A Kind
♠K,♦8,♣A,♠Q,♦Q | Pair
♠K,♦8,♣A,♠Q,♦Q | Three Of A Kind
♠K,♦8,♣A,♠Q,♦Q | Four Of A Kind
♠K,♦8,♣A,♠Q,♣A | Pair
♠K,♦8,♣A,♠Q,♣A | Three Of A Kind
♠K,♦8,♣A,♠Q,♣A | Four Of A Kind
♠K,♦8,♣A,♠Q,♠8 | Pair
♠K,♦8,♣A,♠Q,♠8 | Pair
♠K,♦8,♣A,♠Q,♠8 | Three Of A Kind
♠K,♦8,♣A,♠K,♦Q | Pair
♠K,♦8,♣A,♠K,♦Q | Three Of A Kind
♠K,♦8,♣A,♠K,♦Q | Four Of A Kind
♠K,♦8,♣A,♠K,♣A | Pair
♠K,♦8,♣A,♠K,♣A | Three Of A Kind
♠K,♦8,♣A,♠K,♣A | Four Of A Kind
♠K,♦8,♣A,♠K,♠8 | Pair
♠K,♦8,♣A,♠K,♠8 | Three Of A Kind
♠K,♦8,♣A,♠K,♠8 | Pair
♠K,♦8,♣A,♦Q,♣A | Pair
♠K,♦8,♣A,♦Q,♣A | Three Of A Kind
♠K,♦8,♣A,♦Q,♣A | Four Of A Kind
♠K,♦8,♣A,♦Q,♠8 | Pair
♠K,♦8,♣A,♦Q,♠8 | Three Of A Kind
♠K,♦8,♣A,♦Q,♠8 | Pair
♠K,♦8,♣A,♣A,♠8 | Pair
♠K,♦8,♣A,♣A,♠8 | Three Of A Kind
♠K,♦8,♣A,♣A,♠8 | Pair
♠K,♦8,♠Q,♠K,♦Q | Pair
♠K,♦8,♠Q,♠K,♦Q | Three Of A Kind
♠K,♦8,♠Q,♠K,♦Q | Four Of A Kind
♠K,♦8,♠Q,♠K,♣A | Pair
♠K,♦8,♠Q,♠K,♣A | Three Of A Kind
♠K,♦8,♠Q,♠K,♣A | Four Of A Kind
♠K,♦8,♠Q,♠K,♠8 | Pair
♠K,♦8,♠Q,♠K,♠8 | Three Of A Kind
♠K,♦8,♠Q,♠K,♠8 | Pair
♠K,♦8,♠Q,♦Q,♣A | Pair
♠K,♦8,♠Q,♦Q,♣A | Three Of A Kind
♠K,♦8,♠Q,♦Q,♣A | Four Of A Kind
♠K,♦8,♠Q,♦Q,♠8 | Pair
♠K,♦8,♠Q,♦Q,♠8 | Three Of A Kind
♠K,♦8,♠Q,♦Q,♠8 | Pair
♠K,♦8,♠Q,♣A,♠8 | Pair
♠K,♦8,♠Q,♣A,♠8 | Three Of A Kind
♠K,♦8,♠Q,♣A,♠8 | Pair
♠K,♦8,♠K,♦Q,♣A | Pair
♠K,♦8,♠K,♦Q,♣A | Three Of A Kind
♠K,♦8,♠K,♦Q,♣A | Four Of A Kind
♠K,♦8,♠K,♦Q,♠8 | Pair
♠K,♦8,♠K,♦Q,♠8 | Pair
♠K,♦8,♠K,♦Q,♠8 | Three Of A Kind
♠K,♦8,♠K,♣A,♠8 | Pair
♠K,♦8,♠K,♣A,♠8 | Pair
♠K,♦8,♠K,♣A,♠8 | Three Of A Kind
♠K,♦8,♦Q,♣A,♠8 | Pair
♠K,♦8,♦Q,♣A,♠8 | Three Of A Kind
♠K,♦8,♦Q,♣A,♠8 | Pair
♠K,♥7,♥3,♣A,♠Q | Pair
♠K,♥7,♥3,♣A,♠Q | Three Of A Kind
♠K,♥7,♥3,♣A,♠K | Pair
♠K,♥7,♥3,♣A,♠K | Three Of A Kind
♠K,♥7,♥3,♣A,♦Q | Pair
♠K,♥7,♥3,♣A,♦Q | Three Of A Kind
♠K,♥7,♥3,♣A,♣A | Pair
♠K,♥7,♥3,♣A,♣A | Three Of A Kind
♠K,♥7,♥3,♣A,♠8 | Pair
♠K,♥7,♥3,♠Q,♠K | Pair
♠K,♥7,♥3,♠Q,♠K | Three Of A Kind
♠K,♥7,♥3,♠Q,♦Q | Pair
♠K,♥7,♥3,♠Q,♦Q | Three Of A Kind
♠K,♥7,♥3,♠Q,♣A | Pair
♠K,♥7,♥3,♠Q,♣A | Three Of A Kind
♠K,♥7,♥3,♠Q,♠8 | Pair
♠K,♥7,♥3,♠K,♦Q | Pair
♠K,♥7,♥3,♠K,♦Q | Three Of A Kind
♠K,♥7,♥3,♠K,♣A | Pair
♠K,♥7,♥3,♠K,♣A | Three Of A Kind
♠K,♥7,♥3,♠K,♠8 | Pair
♠K,♥7,♥3,♦Q,♣A | Pair
♠K,♥7,♥3,♦Q,♣A | Three Of A Kind
♠K,♥7,♥3,♦Q,♠8 | Pair
♠K,♥7,♥3,♣A,♠8 | Pair
♠K,♥7,♣A,♠Q,♠K | Pair
♠K,♥7,♣A,♠Q,♠K | Three Of A Kind
♠K,♥7,♣A,♠Q,♠K | Four Of A Kind
♠K,♥7,♣A,♠Q,♦Q | Pair
♠K,♥7,♣A,♠Q,♦Q | Three Of A Kind
♠K,♥7,♣A,♠Q,♦Q | Four Of A Kind
♠K,♥7,♣A,♠Q,♣A | Pair
♠K,♥7,♣A,♠Q,♣A | Three Of A Kind
♠K,♥7,♣A,♠Q,♣A | Four Of A Kind
♠K,♥7,♣A,♠Q,♠8 | Pair
♠K,♥7,♣A,♠Q,♠8 | Three Of A Kind
♠K,♥7,♣A,♠K,♦Q | Pair
♠K,♥7,♣A,♠K,♦Q | Three Of A Kind
♠K,♥7,♣A,♠K,♦Q | Four Of A Kind
♠K,♥7,♣A,♠K,♣A | Pair
♠K,♥7,♣A,♠K,♣A | Three Of A Kind
♠K,♥7,♣A,♠K,♣A | Four Of A Kind
♠K,♥7,♣A,♠K,♠8 | Pair
♠K,♥7,♣A,♠K,♠8 | Three Of A Kind
♠K,♥7,♣A,♦Q,♣A | Pair
♠K,♥7,♣A,♦Q,♣A | Three Of A Kind
♠K,♥7,♣A,♦Q,♣A | Four Of A Kind
♠K,♥7,♣A,♦Q,♠8 | Pair
♠K,♥7,♣A,♦Q,♠8 | Three Of A Kind
♠K,♥7,♣A,♣A,♠8 | Pair
♠K,♥7,♣A,♣A,♠8 | Three Of A Kind
♠K,♥7,♠Q,♠K,♦Q | Pair
♠K,♥7,♠Q,♠K,♦Q | Three Of A Kind
♠K,♥7,♠Q,♠K,♦Q | Four Of A Kind
♠K,♥7,♠Q,♠K,♣A | Pair
♠K,♥7,♠Q,♠K,♣A | Three Of A Kind
♠K,♥7,♠Q,♠K,♣A | Four Of A Kind
♠K,♥7,♠Q,♠K,♠8 | Pair
♠K,♥7,♠Q,♠K,♠8 | Three Of A Kind
♠K,♥7,♠Q,♦Q,♣A | Pair
♠K,♥7,♠Q,♦Q,♣A | Three Of A Kind
♠K,♥7,♠Q,♦Q,♣A | Four Of A Kind
♠K,♥7,♠Q,♦Q,♠8 | Pair
♠K,♥7,♠Q,♦Q,♠8 | Three Of A Kind
♠K,♥7,♠Q,♣A,♠8 | Pair
♠K,♥7,♠Q,♣A,♠8 | Three Of A Kind
♠K,♥7,♠K,♦Q,♣A | Pair
♠K,♥7,♠K,♦Q,♣A | Three Of A Kind
♠K,♥7,♠K,♦Q,♣A | Four Of A Kind
♠K,♥7,♠K,♦Q,♠8 | Pair
♠K,♥7,♠K,♦Q,♠8 | Three Of A Kind
♠K,♥7,♠K,♣A,♠8 | Pair
♠K,♥7,♠K,♣A,♠8 | Three Of A Kind
♠K,♥7,♦Q,♣A,♠8 | Pair
♠K,♥7,♦Q,♣A,♠8 | Three Of A Kind
♠K,♥3,♣A,♠Q,♠K | Pair
♠K,♥3,♣A,♠Q,♠K | Three Of A Kind
♠K,♥3,♣A,♠Q,♠K | Four Of A Kind
♠K,♥3,♣A,♠Q,♦Q | Pair
♠K,♥3,♣A,♠Q,♦Q | Three Of A Kind
♠K,♥3,♣A,♠Q,♦Q | Four Of A Kind
♠K,♥3,♣A,♠Q,♣A | Pair
♠K,♥3,♣A,♠Q,♣A | Three Of A Kind
♠K,♥3,♣A,♠Q,♣A | Four Of A Kind
♠K,♥3,♣A,♠Q,♠8 | Pair
♠K,♥3,♣A,♠Q,♠8 | Three Of A Kind
♠K,♥3,♣A,♠K,♦Q | Pair
♠K,♥3,♣A,♠K,♦Q | Three Of A Kind
♠K,♥3,♣A,♠K,♦Q | Four Of A Kind
♠K,♥3,♣A,♠K,♣A | Pair
♠K,♥3,♣A,♠K,♣A | Three Of A Kind
♠K,♥3,♣A,♠K,♣A | Four Of A Kind
♠K,♥3,♣A,♠K,♠8 | Pair
♠K,♥3,♣A,♠K,♠8 | Three Of A Kind
♠K,♥3,♣A,♦Q,♣A | Pair
♠K,♥3,♣A,♦Q,♣A | Three Of A Kind
♠K,♥3,♣A,♦Q,♣A | Four Of A Kind
♠K,♥3,♣A,♦Q,♠8 | Pair
♠K,♥3,♣A,♦Q,♠8 | Three Of A Kind
♠K,♥3,♣A,♣A,♠8 | Pair
♠K,♥3,♣A,♣A,♠8 | Three Of A Kind
