♠4,♦J,♣7,♥10,♥7 | Pair
♦5,♣10,♠10,♣K,♥10 | Pair
♦5,♣10,♠10,♣K,♥10 | Three Of A Kind
♥8,♦2,♥7,♣7,♣10 | Pair
♥8,♦2,♥7,♣7,♠10 | Pair
♥8,♦2,♥7,♣7,♣K | Pair
♥8,♦2,♥7,♣7,♥10 | Pair
♥8,♦2,♥7,♣10,♠10 | Pair
♥8,♦2,♥7,♣10,♥10 | Pair
♥8,♦2,♥7,♠10,♥10 | Pair
♥8,♦2,♣7,♣10,♠10 | Pair
♥8,♦2,♣7,♣10,♥10 | Pair
♥8,♦2,♣7,♠10,♥10 | Pair
♥8,♦2,♣10,♠10,♣K | Pair
♥8,♦2,♣10,♠10,♥10 | Pair
♥8,♦2,♣10,♠10,♥10 | Three Of A Kind
♥8,♦2,♣10,♣K,♥10 | Pair
♥8,♦2,♠10,♣K,♥10 | Pair
♥8,♥7,♣7,♣10,♠10 | Pair
♥8,♥7,♣7,♣10,♠10 | Pair
♥8,♥7,♣7,♣10,♣K | Pair
♥8,♥7,♣7,♣10,♥10 | Pair
♥8,♥7,♣7,♣10,♥10 | Pair
♥8,♥7,♣7,♠10,♣K | Pair
♥8,♥7,♣7,♠10,♥10 | Pair
♥8,♥7,♣7,♠10,♥10 | Pair
♥8,♥7,♣7,♣K,♥10 | Pair
♥8,♥7,♣10,♠10,♣K | Pair
♥8,♥7,♣10,♠10,♥10 | Pair
♥8,♥7,♣10,♠10,♥10 | Three Of A Kind
♥8,♥7,♣10,♣K,♥10 | Pair
♥8,♥7,♠10,♣K,♥10 | Pair
♥8,♣7,♣10,♠10,♣K | Pair
♥8,♣7,♣10,♠10,♥10 | Pair
♥8,♣7,♣10,♠10,♥10 | Three Of A Kind
♥8,♣7,♣10,♣K,♥10 | Pair
♥8,♣7,♠10,♣K,♥10 | Pair
♥8,♣10,♠10,♣K,♥10 | Pair
♥8,♣10,♠10,♣K,♥10 | Three Of A Kind
♦2,♥7,♣7,♣10,♠10 | Pair
♦2,♥7,♣7,♣10,♠10 | Pair
♦2,♥7,♣7,♣10,♣K | Pair
♦2,♥7,♣7,♣10,♥10 | Pair
♦2,♥7,♣7,♣10,♥10 | Pair
♦2,♥7,♣7,♠10,♣K | Pair
♦2,♥7,♣7,♠10,♥10 | Pair
♦2,♥7,♣7,♠10,♥10 | Pair
♦2,♥7,♣7,♣K,♥10 | Pair
♦2,♥7,♣10,♠10,♣K | Pair
♦2,♥7,♣10,♠10,♥10 | Pair
♦2,♥7,♣10,♠10,♥10 | Three Of A Kind
♦2,♥7,♣10,♣K,♥10 | Pair
♦2,♥7,♠10,♣K,♥10 | Pair
♦2,♣7,♣10,♠10,♣K | Pair
♦2,♣7,♣10,♠10,♥10 | Pair
♦2,♣7,♣10,♠10,♥10 | Three Of A Kind
♦2,♣7,♣10,♣K,♥10 | Pair
♦2,♣7,♠10,♣K,♥10 | Pair
♦2,♣10,♠10,♣K,♥10 | Pair
♦2,♣10,♠10,♣K,♥10 | Three Of A Kind
♥7,♣7,♣10,♠10,♣K | Pair
♥7,♣7,♣10,♠10,♣K | Pair
♥7,♣7,♣10,♠10,♥10 | Pair
♥7,♣7,♣10,♠10,♥10 | Pair
♥7,♣7,♣10,♠10,♥10 | Three Of A Kind
♥7,♣7,♣10,♣K,♥10 | Pair
♥7,♣7,♣10,♣K,♥10 | Pair
♥7,♣7,♠10,♣K,♥10 | Pair
♥7,♣7,♠10,♣K,♥10 | Pair
♥7,♣10,♠10,♣K,♥10 | Pair
♥7,♣10,♠10,♣K,♥10 | Three Of A Kind
♣7,♣10,♠10,♣K,♥10 | Pair
♣7,♣10,♠10,♣K,♥10 | Three Of A Kind
