♠3, ♦7, ♥5, ♠J, ♣5 | pair
♣2, ♣2, ♦3, ♥Q, ♦10 | pair
♣2, ♣2, ♦3, ♥Q, ♣Q | two pairs
♣2, ♣2, ♦3, ♦10, ♣Q | pair
♣2, ♣2, ♠J, ♥Q, ♦10 | pair
♣2, ♣2, ♠J, ♥Q, ♣Q | two pairs
♣2, ♣2, ♠J, ♦10, ♣Q | pair
♣2, ♣2, ♥Q, ♦10, ♣Q | two pairs
♣2, ♦3, ♠J, ♥Q, ♣Q | pair
♣2, ♦3, ♥Q, ♦10, ♣Q | pair
♣2, ♠J, ♥Q, ♦10, ♣Q | pair
♦A, ♣5, ♠8, ♥Q, ♣Q | pair
♦A, ♣5, ♣2, ♥Q, ♣Q | pair
♦A, ♣5, ♦3, ♥Q, ♣Q | pair
♦A, ♣5, ♠J, ♥Q, ♣Q | pair
♦A, ♣5, ♥Q, ♦10, ♣Q | pair
♦A, ♠8, ♣2, ♥Q, ♣Q | pair
♦A, ♠8, ♦3, ♥Q, ♣Q | pair
♦A, ♠8, ♠J, ♥Q, ♣Q | pair
♦A, ♠8, ♥Q, ♦10, ♣Q | pair
♦A, ♣2, ♦3, ♥Q, ♣Q | pair
♦A, ♣2, ♠J, ♥Q, ♣Q | pair
♦A, ♣2, ♥Q, ♦10, ♣Q | pair
♦A, ♦3, ♠J, ♥Q, ♣Q | pair
♦A, ♦3, ♥Q, ♦10, ♣Q | pair
♦A, ♠J, ♥Q, ♦10, ♣Q | pair
♣5, ♠8, ♣2, ♥Q, ♣Q | pair
♣5, ♠8, ♦3, ♥Q, ♣Q | pair
♣5, ♠8, ♠J, ♥Q, ♣Q | pair
♣5, ♠8, ♥Q, ♦10, ♣Q | pair
♣5, ♣2, ♦3, ♥Q, ♣Q | pair
♣5, ♣2, ♠J, ♥Q, ♣Q | pair
♣5, ♣2, ♥Q, ♦10, ♣Q | pair
♣5, ♦3, ♠J, ♥Q, ♣Q | pair
♣5, ♦3, ♥Q, ♦10, ♣Q | pair
♣5, ♠J, ♥Q, ♦10, ♣Q | pair
♠8, ♣2, ♦3, ♥Q, ♣Q | pair
♠8, ♣2, ♠J, ♥Q, ♣Q | pair
♠8, ♣2, ♥Q, ♦10, ♣Q | pair
♠8, ♦3, ♠J, ♥Q, ♣Q | pair
♠8, ♦3, ♥Q, ♦10, ♣Q | pair
♠8, ♠J, ♥Q, ♦10, ♣Q | pair
♣2, ♦3, ♠J, ♥Q, ♣Q | pair
♣2, ♦3, ♥Q, ♦10, ♣Q | pair
♣2, ♠J, ♥Q, ♦10, ♣Q | pair
♦3, ♠J, ♥Q, ♦10, ♣Q | pair
