♥K, ♥A, ♣4, ♠K, ♦8 | pair
♣4, ♦A, ♣7, ♦K, ♥A | pair
♣4, ♦A, ♣7, ♦K, ♦A | pair
♣4, ♦A, ♣7, ♠K, ♠7 | pair
♣4, ♦A, ♣7, ♠K, ♥A | pair
♣4, ♦A, ♣7, ♠K, ♦A | pair
♣4, ♦A, ♣7, ♠7, ♥A | two pairs
♣4, ♦A, ♣7, ♠7, ♦8 | pair
♣4, ♦A, ♣7, ♠7, ♦2 | pair
♣4, ♦A, ♣7, ♠7, ♦A | two pairs
♣4, ♦A, ♣7, ♥A, ♦8 | pair
♣4, ♦A, ♣7, ♥A, ♦2 | pair
♣4, ♦A, ♣7, ♥A, ♦A | three of a kind
♣4, ♦A, ♣7, ♦8, ♦A | pair
♣4, ♦A, ♣7, ♦2, ♦A | pair
♣4, ♦A, ♦K, ♠K, ♠7 | pair
♣4, ♦A, ♦K, ♠K, ♥A | two pairs
♣4, ♦A, ♦K, ♠K, ♦8 | pair
♣4, ♦A, ♦K, ♠K, ♦2 | pair
♣4, ♦A, ♦K, ♠K, ♦A | two pairs
♣4, ♦A, ♦K, ♠7, ♥A | pair
♣4, ♦A, ♦K, ♠7, ♦A | pair
♣4, ♦A, ♦K, ♥A, ♦8 | pair
♣4, ♦A, ♦K, ♥A, ♦2 | pair
♣4, ♦A, ♦K, ♥A, ♦A | three of a kind
♣4, ♦A, ♦K, ♦8, ♦A | pair
♣4, ♦A, ♦K, ♦2, ♦A | pair
♣4, ♦A, ♠K, ♠7, ♥A | pair
♣4, ♦A, ♠K, ♠7, ♦A | pair
♣4, ♦A, ♠K, ♥A, ♦8 | pair
♣4, ♦A, ♠K, ♥A, ♦2 | pair
♣4, ♦A, ♠K, ♥A, ♦A | three of a kind
♣4, ♦A, ♠K, ♦8, ♦A | pair
♣4, ♦A, ♠K, ♦2, ♦A | pair
♣4, ♦A, ♠7, ♥A, ♦8 | pair
♣4, ♦A, ♠7, ♥A, ♦2 | pair
♣4, ♦A, ♠7, ♥A, ♦A | three of a kind
♣4, ♦A, ♠7, ♦8, ♦A | pair
♣4, ♦A, ♠7, ♦2, ♦A | pair
♣4, ♦A, ♥A, ♦8, ♦2 | pair
♣4, ♦A, ♥A, ♦8, ♦A | three of a kind
♣4, ♦A, ♥A, ♦2, ♦A | three of a kind
♣4, ♦A, ♦8, ♦2, ♦A | pair
♣4, ♣7, ♦K, ♠K, ♠7 | two pairs
♣4, ♣7, ♦K, ♠K, ♥A | pair
♣4, ♣7, ♦K, ♠K, ♦8 | pair
♣4, ♣7, ♦K, ♠K, ♦2 | pair
♣4, ♣7, ♦K, ♠K, ♦A | pair
♣4, ♣7, ♦K, ♠7, ♥A | pair
♣4, ♣7, ♦K, ♠7, ♦8 | pair
♣4, ♣7, ♦K, ♠7, ♦2 | pair
♣4, ♣7, ♦K, ♠7, ♦A | pair
♣4, ♣7, ♦K, ♥A, ♦A | pair
♣4, ♣7, ♠K, ♠7, ♥A | pair
♣4, ♣7, ♠K, ♠7, ♦8 | pair
♣4, ♣7, ♠K, ♠7, ♦2 | pair
♣4, ♣7, ♠K, ♠7, ♦A | pair
♣4, ♣7, ♠K, ♥A, ♦A | pair
♣4, ♣7, ♠7, ♥A, ♦8 | pair
♣4, ♣7, ♠7, ♥A, ♦2 | pair
♣4, ♣7, ♠7, ♥A, ♦A | two pairs
♣4, ♣7, ♠7, ♦8, ♦2 | pair
♣4, ♣7, ♠7, ♦8, ♦A | pair
♣4, ♣7, ♠7, ♦2, ♦A | pair
♣4, ♣7, ♥A, ♦8, ♦A | pair
♣4, ♣7, ♥A, ♦2, ♦A | pair
♣4, ♦K, ♠K, ♠7, ♥A | pair
♣4, ♦K, ♠K, ♠7, ♦8 | pair
♣4, ♦K, ♠K, ♠7, ♦2 | pair
♣4, ♦K, ♠K, ♠7, ♦A | pair
♣4, ♦K, ♠K, ♥A, ♦8 | pair
♣4, ♦K, ♠K, ♥A, ♦2 | pair
♣4, ♦K, ♠K, ♥A, ♦A | two pairs
♣4, ♦K, ♠K, ♦8, ♦2 | pair
♣4, ♦K, ♠K, ♦8, ♦A | pair
♣4, ♦K, ♠K, ♦2, ♦A | pair
♣4, ♦K, ♠7, ♥A, ♦A | pair
♣4, ♦K, ♥A, ♦8, ♦A | pair
♣4, ♦K, ♥A, ♦2, ♦A | pair
♣4, ♠K, ♠7, ♥A, ♦A | pair
♣4, ♠K, ♥A, ♦8, ♦A | pair
♣4, ♠K, ♥A, ♦2, ♦A | pair
♣4, ♠7, ♥A, ♦8, ♦A | pair
♣4, ♠7, ♥A, ♦2, ♦A | pair
♣4, ♥A, ♦8, ♦2, ♦A | pair
♠K, ♦8, ♥7, ♦10, ♣7 | pair
♠K, ♦8, ♥7, ♦10, ♦K | pair
♠K, ♦8, ♥7, ♦10, ♠K | pair
♠K, ♦8, ♥7, ♦10, ♠7 | pair
♠K, ♦8, ♥7, ♦10, ♦8 | pair
♠K, ♦8, ♥7, ♦A, ♣7 | pair
♠K, ♦8, ♥7, ♦A, ♦K | pair
♠K, ♦8, ♥7, ♦A, ♠K | pair
♠K, ♦8, ♥7, ♦A, ♠7 | pair
♠K, ♦8, ♥7, ♦A, ♥A | pair
♠K, ♦8, ♥7, ♦A, ♦8 | pair
♠K, ♦8, ♥7, ♦A, ♦A | pair
♠K, ♦8, ♥7, ♣7, ♦K | two pairs
♠K, ♦8, ♥7, ♣7, ♠K | two pairs
♠K, ♦8, ♥7, ♣7, ♠7 | three of a kind
♠K, ♦8, ♥7, ♣7, ♥A | pair
♠K, ♦8, ♥7, ♣7, ♦8 | two pairs
♠K, ♦8, ♥7, ♣7, ♦2 | pair
♠K, ♦8, ♥7, ♣7, ♦A | pair
♠K, ♦8, ♥7, ♦K, ♠K | three of a kind
♠K, ♦8, ♥7, ♦K, ♠7 | two pairs
♠K, ♦8, ♥7, ♦K, ♥A | pair
♠K, ♦8, ♥7, ♦K, ♦8 | two pairs
♠K, ♦8, ♥7, ♦K, ♦2 | pair
♠K, ♦8, ♥7, ♦K, ♦A | pair
♠K, ♦8, ♥7, ♠K, ♠7 | two pairs
♠K, ♦8, ♥7, ♠K, ♥A | pair
♠K, ♦8, ♥7, ♠K, ♦8 | two pairs
♠K, ♦8, ♥7, ♠K, ♦2 | pair
♠K, ♦8, ♥7, ♠K, ♦A | pair
♠K, ♦8, ♥7, ♠7, ♥A | pair
♠K, ♦8, ♥7, ♠7, ♦8 | two pairs
♠K, ♦8, ♥7, ♠7, ♦2 | pair
♠K, ♦8, ♥7, ♠7, ♦A | pair
♠K, ♦8, ♥7, ♥A, ♦8 | pair
♠K, ♦8, ♥7, ♥A, ♦A | pair
♠K, ♦8, ♥7, ♦8, ♦2 | pair
♠K, ♦8, ♥7, ♦8, ♦A | pair
♠K, ♦8, ♦10, ♦A, ♦K | pair
♠K, ♦8, ♦10, ♦A, ♠K | pair
♠K, ♦8, ♦10, ♦A, ♥A | pair
♠K, ♦8, ♦10, ♦A, ♦8 | pair
♠K, ♦8, ♦10, ♦A, ♦A | pair
♠K, ♦8, ♦10, ♣7, ♦K | pair
♠K, ♦8, ♦10, ♣7, ♠K | pair
♠K, ♦8, ♦10, ♣7, ♠7 | pair
♠K, ♦8, ♦10, ♣7, ♦8 | pair
♠K, ♦8, ♦10, ♦K, ♠K | three of a kind
♠K, ♦8, ♦10, ♦K, ♠7 | pair
♠K, ♦8, ♦10, ♦K, ♥A | pair
♠K, ♦8, ♦10, ♦K, ♦8 | two pairs
♠K, ♦8, ♦10, ♦K, ♦2 | pair
♠K, ♦8, ♦10, ♦K, ♦A | pair
♠K, ♦8, ♦10, ♠K, ♠7 | pair
♠K, ♦8, ♦10, ♠K, ♥A | pair
♠K, ♦8, ♦10, ♠K, ♦8 | two pairs
♠K, ♦8, ♦10, ♠K, ♦2 | pair
♠K, ♦8, ♦10, ♠K, ♦A | pair
♠K, ♦8, ♦10, ♠7, ♦8 | pair
♠K, ♦8, ♦10, ♥A, ♦8 | pair
♠K, ♦8, ♦10, ♥A, ♦A | pair
♠K, ♦8, ♦10, ♦8, ♦2 | pair
♠K, ♦8, ♦10, ♦8, ♦A | pair
♠K, ♦8, ♦A, ♣7, ♦K | pair
♠K, ♦8, ♦A, ♣7, ♠K | pair
♠K, ♦8, ♦A, ♣7, ♠7 | pair
♠K, ♦8, ♦A, ♣7, ♥A | pair
♠K, ♦8, ♦A, ♣7, ♦8 | pair
♠K, ♦8, ♦A, ♣7, ♦A | pair
♠K, ♦8, ♦A, ♦K, ♠K | three of a kind
♠K, ♦8, ♦A, ♦K, ♠7 | pair
♠K, ♦8, ♦A, ♦K, ♥A | two pairs
♠K, ♦8, ♦A, ♦K, ♦8 | two pairs
♠K, ♦8, ♦A, ♦K, ♦2 | pair
♠K, ♦8, ♦A, ♦K, ♦A | two pairs
♠K, ♦8, ♦A, ♠K, ♠7 | pair
♠K, ♦8, ♦A, ♠K, ♥A | two pairs
♠K, ♦8, ♦A, ♠K, ♦8 | two pairs
♠K, ♦8, ♦A, ♠K, ♦2 | pair
♠K, ♦8, ♦A, ♠K, ♦A | two pairs
♠K, ♦8, ♦A, ♠7, ♥A | pair
♠K, ♦8, ♦A, ♠7, ♦8 | pair
♠K, ♦8, ♦A, ♠7, ♦A | pair
♠K, ♦8, ♦A, ♥A, ♦8 | two pairs
♠K, ♦8, ♦A, ♥A, ♦2 | pair
♠K, ♦8, ♦A, ♥A, ♦A | three of a kind
♠K, ♦8, ♦A, ♦8, ♦2 | pair
♠K, ♦8, ♦A, ♦8, ♦A | two pairs
♠K, ♦8, ♦A, ♦2, ♦A | pair
♠K, ♦8, ♣7, ♦K, ♠K | three of a kind
♠K, ♦8, ♣7, ♦K, ♠7 | two pairs
♠K, ♦8, ♣7, ♦K, ♥A | pair
♠K, ♦8, ♣7, ♦K, ♦8 | two pairs
♠K, ♦8, ♣7, ♦K, ♦2 | pair
♠K, ♦8, ♣7, ♦K, ♦A | pair
♠K, ♦8, ♣7, ♠K, ♠7 | two pairs
♠K, ♦8, ♣7, ♠K, ♥A | pair
♠K, ♦8, ♣7, ♠K, ♦8 | two pairs
♠K, ♦8, ♣7, ♠K, ♦2 | pair
♠K, ♦8, ♣7, ♠K, ♦A | pair
♠K, ♦8, ♣7, ♠7, ♥A | pair
♠K, ♦8, ♣7, ♠7, ♦8 | two pairs
♠K, ♦8, ♣7, ♠7, ♦2 | pair
♠K, ♦8, ♣7, ♠7, ♦A | pair
♠K, ♦8, ♣7, ♥A, ♦8 | pair
♠K, ♦8, ♣7, ♥A, ♦A | pair
♠K, ♦8, ♣7, ♦8, ♦2 | pair
♠K, ♦8, ♣7, ♦8, ♦A | pair
♠K, ♦8, ♦K, ♠K, ♠7 | three of a kind
♠K, ♦8, ♦K, ♠K, ♥A | three of a kind
♠K, ♦8, ♦K, ♠K, ♦8 | fullhouse
♠K, ♦8, ♦K, ♠K, ♦2 | three of a kind
♠K, ♦8, ♦K, ♠K, ♦A | three of a kind
♠K, ♦8, ♦K, ♠7, ♥A | pair
♠K, ♦8, ♦K, ♠7, ♦8 | two pairs
♠K, ♦8, ♦K, ♠7, ♦2 | pair
♠K, ♦8, ♦K, ♠7, ♦A | pair
♠K, ♦8, ♦K, ♥A, ♦8 | two pairs
♠K, ♦8, ♦K, ♥A, ♦2 | pair
♠K, ♦8, ♦K, ♥A, ♦A | two pairs
♠K, ♦8, ♦K, ♦8, ♦2 | two pairs
♠K, ♦8, ♦K, ♦8, ♦A | two pairs
♠K, ♦8, ♦K, ♦2, ♦A | pair
♠K, ♦8, ♠K, ♠7, ♥A | pair
♠K, ♦8, ♠K, ♠7, ♦8 | two pairs
♠K, ♦8, ♠K, ♠7, ♦2 | pair
♠K, ♦8, ♠K, ♠7, ♦A | pair
♠K, ♦8, ♠K, ♥A, ♦8 | two pairs
♠K, ♦8, ♠K, ♥A, ♦2 | pair
♠K, ♦8, ♠K, ♥A, ♦A | two pairs
♠K, ♦8, ♠K, ♦8, ♦2 | two pairs
♠K, ♦8, ♠K, ♦8, ♦A | two pairs
♠K, ♦8, ♠K, ♦2, ♦A | pair
♠K, ♦8, ♠7, ♥A, ♦8 | pair
♠K, ♦8, ♠7, ♥A, ♦A | pair
♠K, ♦8, ♠7, ♦8, ♦2 | pair
♠K, ♦8, ♠7, ♦8, ♦A | pair
♠K, ♦8, ♥A, ♦8, ♦2 | pair
♠K, ♦8, ♥A, ♦8, ♦A | two pairs
♠K, ♦8, ♥A, ♦2, ♦A | pair
♠K, ♦8, ♦8, ♦2, ♦A | pair
♠K, ♥7, ♦10, ♦A, ♣7 | pair
♠K, ♥7, ♦10, ♦A, ♦K | pair
♠K, ♥7, ♦10, ♦A, ♠K | pair
♠K, ♥7, ♦10, ♦A, ♠7 | pair
♠K, ♥7, ♦10, ♦A, ♥A | pair
♠K, ♥7, ♦10, ♦A, ♦A | pair
♠K, ♥7, ♦10, ♣7, ♦K | two pairs
♠K, ♥7, ♦10, ♣7, ♠K | two pairs
♠K, ♥7, ♦10, ♣7, ♠7 | three of a kind
♠K, ♥7, ♦10, ♣7, ♥A | pair
♠K, ♥7, ♦10, ♣7, ♦8 | pair
♠K, ♥7, ♦10, ♣7, ♦2 | pair
♠K, ♥7, ♦10, ♣7, ♦A | pair
♠K, ♥7, ♦10, ♦K, ♠K | three of a kind
♠K, ♥7, ♦10, ♦K, ♠7 | two pairs
♠K, ♥7, ♦10, ♦K, ♥A | pair
♠K, ♥7, ♦10, ♦K, ♦8 | pair
♠K, ♥7, ♦10, ♦K, ♦2 | pair
♠K, ♥7, ♦10, ♦K, ♦A | pair
♠K, ♥7, ♦10, ♠K, ♠7 | two pairs
♠K, ♥7, ♦10, ♠K, ♥A | pair
♠K, ♥7, ♦10, ♠K, ♦8 | pair
♠K, ♥7, ♦10, ♠K, ♦2 | pair
♠K, ♥7, ♦10, ♠K, ♦A | pair
♠K, ♥7, ♦10, ♠7, ♥A | pair
♠K, ♥7, ♦10, ♠7, ♦8 | pair
♠K, ♥7, ♦10, ♠7, ♦2 | pair
♠K, ♥7, ♦10, ♠7, ♦A | pair
♠K, ♥7, ♦10, ♥A, ♦A | pair
♠K, ♥7, ♦A, ♣7, ♦K | two pairs
♠K, ♥7, ♦A, ♣7, ♠K | two pairs
♠K, ♥7, ♦A, ♣7, ♠7 | three of a kind
♠K, ♥7, ♦A, ♣7, ♥A | two pairs
♠K, ♥7, ♦A, ♣7, ♦8 | pair
♠K, ♥7, ♦A, ♣7, ♦2 | pair
♠K, ♥7, ♦A, ♣7, ♦A | two pairs
♠K, ♥7, ♦A, ♦K, ♠K | three of a kind
♠K, ♥7, ♦A, ♦K, ♠7 | two pairs
♠K, ♥7, ♦A, ♦K, ♥A | two pairs
♠K, ♥7, ♦A, ♦K, ♦8 | pair
♠K, ♥7, ♦A, ♦K, ♦2 | pair
♠K, ♥7, ♦A, ♦K, ♦A | two pairs
♠K, ♥7, ♦A, ♠K, ♠7 | two pairs
♠K, ♥7, ♦A, ♠K, ♥A | two pairs
♠K, ♥7, ♦A, ♠K, ♦8 | pair
♠K, ♥7, ♦A, ♠K, ♦2 | pair
♠K, ♥7, ♦A, ♠K, ♦A | two pairs
♠K, ♥7, ♦A, ♠7, ♥A | two pairs
♠K, ♥7, ♦A, ♠7, ♦8 | pair
♠K, ♥7, ♦A, ♠7, ♦2 | pair
♠K, ♥7, ♦A, ♠7, ♦A | two pairs
♠K, ♥7, ♦A, ♥A, ♦8 | pair
♠K, ♥7, ♦A, ♥A, ♦2 | pair
♠K, ♥7, ♦A, ♥A, ♦A | three of a kind
♠K, ♥7, ♦A, ♦8, ♦A | pair
♠K, ♥7, ♦A, ♦2, ♦A | pair
♠K, ♥7, ♣7, ♦K, ♠K | fullhouse
♠K, ♥7, ♣7, ♦K, ♠7 | fullhouse
♠K, ♥7, ♣7, ♦K, ♥A | two pairs
♠K, ♥7, ♣7, ♦K, ♦8 | two pairs
♠K, ♥7, ♣7, ♦K, ♦2 | two pairs
♠K, ♥7, ♣7, ♦K, ♦A | two pairs
♠K, ♥7, ♣7, ♠K, ♠7 | fullhouse
♠K, ♥7, ♣7, ♠K, ♥A | two pairs
♠K, ♥7, ♣7, ♠K, ♦8 | two pairs
♠K, ♥7, ♣7, ♠K, ♦2 | two pairs
♠K, ♥7, ♣7, ♠K, ♦A | two pairs
♠K, ♥7, ♣7, ♠7, ♥A | three of a kind
♠K, ♥7, ♣7, ♠7, ♦8 | three of a kind
♠K, ♥7, ♣7, ♠7, ♦2 | three of a kind
♠K, ♥7, ♣7, ♠7, ♦A | three of a kind
♠K, ♥7, ♣7, ♥A, ♦8 | pair
♠K, ♥7, ♣7, ♥A, ♦2 | pair
♠K, ♥7, ♣7, ♥A, ♦A | two pairs
♠K, ♥7, ♣7, ♦8, ♦2 | pair
♠K, ♥7, ♣7, ♦8, ♦A | pair
♠K, ♥7, ♣7, ♦2, ♦A | pair
♠K, ♥7, ♦K, ♠K, ♠7 | fullhouse
♠K, ♥7, ♦K, ♠K, ♥A | three of a kind
♠K, ♥7, ♦K, ♠K, ♦8 | three of a kind
♠K, ♥7, ♦K, ♠K, ♦2 | three of a kind
♠K, ♥7, ♦K, ♠K, ♦A | three of a kind
♠K, ♥7, ♦K, ♠7, ♥A | two pairs
♠K, ♥7, ♦K, ♠7, ♦8 | two pairs
♠K, ♥7, ♦K, ♠7, ♦2 | two pairs
♠K, ♥7, ♦K, ♠7, ♦A | two pairs
♠K, ♥7, ♦K, ♥A, ♦8 | pair
♠K, ♥7, ♦K, ♥A, ♦2 | pair
♠K, ♥7, ♦K, ♥A, ♦A | two pairs
♠K, ♥7, ♦K, ♦8, ♦2 | pair
♠K, ♥7, ♦K, ♦8, ♦A | pair
♠K, ♥7, ♦K, ♦2, ♦A | pair
♠K, ♥7, ♠K, ♠7, ♥A | two pairs
♠K, ♥7, ♠K, ♠7, ♦8 | two pairs
♠K, ♥7, ♠K, ♠7, ♦2 | two pairs
♠K, ♥7, ♠K, ♠7, ♦A | two pairs
♠K, ♥7, ♠K, ♥A, ♦8 | pair
♠K, ♥7, ♠K, ♥A, ♦2 | pair
♠K, ♥7, ♠K, ♥A, ♦A | two pairs
♠K, ♥7, ♠K, ♦8, ♦2 | pair
♠K, ♥7, ♠K, ♦8, ♦A | pair
♠K, ♥7, ♠K, ♦2, ♦A | pair
♠K, ♥7, ♠7, ♥A, ♦8 | pair
♠K, ♥7, ♠7, ♥A, ♦2 | pair
♠K, ♥7, ♠7, ♥A, ♦A | two pairs
♠K, ♥7, ♠7, ♦8, ♦2 | pair
♠K, ♥7, ♠7, ♦8, ♦A | pair
♠K, ♥7, ♠7, ♦2, ♦A | pair
♠K, ♥7, ♥A, ♦8, ♦A | pair
♠K, ♥7, ♥A, ♦2, ♦A | pair
♠K, ♦10, ♦A, ♣7, ♦K | pair
♠K, ♦10, ♦A, ♣7, ♠K | pair
♠K, ♦10, ♦A, ♣7, ♠7 | pair
♠K, ♦10, ♦A, ♣7, ♥A | pair
♠K, ♦10, ♦A, ♣7, ♦A | pair
♠K, ♦10, ♦A, ♦K, ♠K | three of a kind
♠K, ♦10, ♦A, ♦K, ♠7 | pair
♠K, ♦10, ♦A, ♦K, ♥A | two pairs
♠K, ♦10, ♦A, ♦K, ♦8 | pair
♠K, ♦10, ♦A, ♦K, ♦2 | pair
♠K, ♦10, ♦A, ♦K, ♦A | two pairs
♠K, ♦10, ♦A, ♠K, ♠7 | pair
♠K, ♦10, ♦A, ♠K, ♥A | two pairs
♠K, ♦10, ♦A, ♠K, ♦8 | pair
♠K, ♦10, ♦A, ♠K, ♦2 | pair
♠K, ♦10, ♦A, ♠K, ♦A | two pairs
♠K, ♦10, ♦A, ♠7, ♥A | pair
♠K, ♦10, ♦A, ♠7, ♦A | pair
♠K, ♦10, ♦A, ♥A, ♦8 | pair
♠K, ♦10, ♦A, ♥A, ♦2 | pair
♠K, ♦10, ♦A, ♥A, ♦A | three of a kind
♠K, ♦10, ♦A, ♦8, ♦A | pair
♠K, ♦10, ♦A, ♦2, ♦A | pair
♠K, ♦10, ♣7, ♦K, ♠K | three of a kind
♠K, ♦10, ♣7, ♦K, ♠7 | two pairs
♠K, ♦10, ♣7, ♦K, ♥A | pair
♠K, ♦10, ♣7, ♦K, ♦8 | pair
♠K, ♦10, ♣7, ♦K, ♦2 | pair
♠K, ♦10, ♣7, ♦K, ♦A | pair
♠K, ♦10, ♣7, ♠K, ♠7 | two pairs
♠K, ♦10, ♣7, ♠K, ♥A | pair
♠K, ♦10, ♣7, ♠K, ♦8 | pair
♠K, ♦10, ♣7, ♠K, ♦2 | pair
♠K, ♦10, ♣7, ♠K, ♦A | pair
♠K, ♦10, ♣7, ♠7, ♥A | pair
♠K, ♦10, ♣7, ♠7, ♦8 | pair
♠K, ♦10, ♣7, ♠7, ♦2 | pair
♠K, ♦10, ♣7, ♠7, ♦A | pair
♠K, ♦10, ♣7, ♥A, ♦A | pair
♠K, ♦10, ♦K, ♠K, ♠7 | three of a kind
♠K, ♦10, ♦K, ♠K, ♥A | three of a kind
♠K, ♦10, ♦K, ♠K, ♦8 | three of a kind
♠K, ♦10, ♦K, ♠K, ♦2 | three of a kind
♠K, ♦10, ♦K, ♠K, ♦A | three of a kind
♠K, ♦10, ♦K, ♠7, ♥A | pair
♠K, ♦10, ♦K, ♠7, ♦8 | pair
♠K, ♦10, ♦K, ♠7, ♦2 | pair
♠K, ♦10, ♦K, ♠7, ♦A | pair
♠K, ♦10, ♦K, ♥A, ♦8 | pair
♠K, ♦10, ♦K, ♥A, ♦2 | pair
♠K, ♦10, ♦K, ♥A, ♦A | two pairs
♠K, ♦10, ♦K, ♦8, ♦2 | pair
♠K, ♦10, ♦K, ♦8, ♦A | pair
♠K, ♦10, ♦K, ♦2, ♦A | pair
♠K, ♦10, ♠K, ♠7, ♥A | pair
♠K, ♦10, ♠K, ♠7, ♦8 | pair
♠K, ♦10, ♠K, ♠7, ♦2 | pair
♠K, ♦10, ♠K, ♠7, ♦A | pair
♠K, ♦10, ♠K, ♥A, ♦8 | pair
♠K, ♦10, ♠K, ♥A, ♦2 | pair
♠K, ♦10, ♠K, ♥A, ♦A | two pairs
♠K, ♦10, ♠K, ♦8, ♦2 | pair
♠K, ♦10, ♠K, ♦8, ♦A | pair
♠K, ♦10, ♠K, ♦2, ♦A | pair
♠K, ♦10, ♠7, ♥A, ♦A | pair
♠K, ♦10, ♥A, ♦8, ♦A | pair
♠K, ♦10, ♥A, ♦2, ♦A | pair
♠K, ♦A, ♣7, ♦K, ♠K | three of a kind
♠K, ♦A, ♣7, ♦K, ♠7 | two pairs
♠K, ♦A, ♣7, ♦K, ♥A | two pairs
♠K, ♦A, ♣7, ♦K, ♦8 | pair
♠K, ♦A, ♣7, ♦K, ♦2 | pair
♠K, ♦A, ♣7, ♦K, ♦A | two pairs
♠K, ♦A, ♣7, ♠K, ♠7 | two pairs
♠K, ♦A, ♣7, ♠K, ♥A | two pairs
♠K, ♦A, ♣7, ♠K, ♦8 | pair
♠K, ♦A, ♣7, ♠K, ♦2 | pair
♠K, ♦A, ♣7, ♠K, ♦A | two pairs
♠K, ♦A, ♣7, ♠7, ♥A | two pairs
♠K, ♦A, ♣7, ♠7, ♦8 | pair
♠K, ♦A, ♣7, ♠7, ♦2 | pair
♠K, ♦A, ♣7, ♠7, ♦A | two pairs
♠K, ♦A, ♣7, ♥A, ♦8 | pair
♠K, ♦A, ♣7, ♥A, ♦2 | pair
♠K, ♦A, ♣7, ♥A, ♦A | three of a kind
♠K, ♦A, ♣7, ♦8, ♦A | pair
♠K, ♦A, ♣7, ♦2, ♦A | pair
♠K, ♦A, ♦K, ♠K, ♠7 | three of a kind
♠K, ♦A, ♦K, ♠K, ♥A | fullhouse
♠K, ♦A, ♦K, ♠K, ♦8 | three of a kind
♠K, ♦A, ♦K, ♠K, ♦2 | three of a kind
♠K, ♦A, ♦K, ♠K, ♦A | fullhouse
♠K, ♦A, ♦K, ♠7, ♥A | two pairs
♠K, ♦A, ♦K, ♠7, ♦8 | pair
♠K, ♦A, ♦K, ♠7, ♦2 | pair
♠K, ♦A, ♦K, ♠7, ♦A | two pairs
♠K, ♦A, ♦K, ♥A, ♦8 | two pairs
♠K, ♦A, ♦K, ♥A, ♦2 | two pairs
♠K, ♦A, ♦K, ♥A, ♦A | fullhouse
♠K, ♦A, ♦K, ♦8, ♦2 | pair
♠K, ♦A, ♦K, ♦8, ♦A | two pairs
♠K, ♦A, ♦K, ♦2, ♦A | two pairs
♠K, ♦A, ♠K, ♠7, ♥A | two pairs
♠K, ♦A, ♠K, ♠7, ♦8 | pair
♠K, ♦A, ♠K, ♠7, ♦2 | pair
♠K, ♦A, ♠K, ♠7, ♦A | two pairs
♠K, ♦A, ♠K, ♥A, ♦8 | two pairs
♠K, ♦A, ♠K, ♥A, ♦2 | two pairs
♠K, ♦A, ♠K, ♥A, ♦A | fullhouse
♠K, ♦A, ♠K, ♦8, ♦2 | pair
♠K, ♦A, ♠K, ♦8, ♦A | two pairs
♠K, ♦A, ♠K, ♦2, ♦A | two pairs
♠K, ♦A, ♠7, ♥A, ♦8 | pair
♠K, ♦A, ♠7, ♥A, ♦2 | pair
♠K, ♦A, ♠7, ♥A, ♦A | three of a kind
♠K, ♦A, ♠7, ♦8, ♦A | pair
♠K, ♦A, ♠7, ♦2, ♦A | pair
♠K, ♦A, ♥A, ♦8, ♦2 | pair
♠K, ♦A, ♥A, ♦8, ♦A | three of a kind
♠K, ♦A, ♥A, ♦2, ♦A | three of a kind
♠K, ♦A, ♦8, ♦2, ♦A | pair
♠K, ♣7, ♦K, ♠K, ♠7 | fullhouse
♠K, ♣7, ♦K, ♠K, ♥A | three of a kind
♠K, ♣7, ♦K, ♠K, ♦8 | three of a kind
♠K, ♣7, ♦K, ♠K, ♦2 | three of a kind
♠K, ♣7, ♦K, ♠K, ♦A | three of a kind
♠K, ♣7, ♦K, ♠7, ♥A | two pairs
♠K, ♣7, ♦K, ♠7, ♦8 | two pairs
♠K, ♣7, ♦K, ♠7, ♦2 | two pairs
♠K, ♣7, ♦K, ♠7, ♦A | two pairs
♠K, ♣7, ♦K, ♥A, ♦8 | pair
♠K, ♣7, ♦K, ♥A, ♦2 | pair
♠K, ♣7, ♦K, ♥A, ♦A | two pairs
♠K, ♣7, ♦K, ♦8, ♦2 | pair
♠K, ♣7, ♦K, ♦8, ♦A | pair
♠K, ♣7, ♦K, ♦2, ♦A | pair
♠K, ♣7, ♠K, ♠7, ♥A | two pairs
♠K, ♣7, ♠K, ♠7, ♦8 | two pairs
♠K, ♣7, ♠K, ♠7, ♦2 | two pairs
♠K, ♣7, ♠K, ♠7, ♦A | two pairs
♠K, ♣7, ♠K, ♥A, ♦8 | pair
♠K, ♣7, ♠K, ♥A, ♦2 | pair
♠K, ♣7, ♠K, ♥A, ♦A | two pairs
♠K, ♣7, ♠K, ♦8, ♦2 | pair
♠K, ♣7, ♠K, ♦8, ♦A | pair
♠K, ♣7, ♠K, ♦2, ♦A | pair
♠K, ♣7, ♠7, ♥A, ♦8 | pair
♠K, ♣7, ♠7, ♥A, ♦2 | pair
♠K, ♣7, ♠7, ♥A, ♦A | two pairs
♠K, ♣7, ♠7, ♦8, ♦2 | pair
♠K, ♣7, ♠7, ♦8, ♦A | pair
♠K, ♣7, ♠7, ♦2, ♦A | pair
♠K, ♣7, ♥A, ♦8, ♦A | pair
♠K, ♣7, ♥A, ♦2, ♦A | pair
♠K, ♦K, ♠K, ♠7, ♥A | three of a kind
♠K, ♦K, ♠K, ♠7, ♦8 | three of a kind
♠K, ♦K, ♠K, ♠7, ♦2 | three of a kind
♠K, ♦K, ♠K, ♠7, ♦A | three of a kind
