♦Q, ♥6, ♥3, ♦4, ♦3 | pair
♥6, ♠3, ♠K, ♦7, ♣7 | pair
♥6, ♠3, ♠K, ♥7, ♦6 | pair
♥6, ♠3, ♠K, ♥7, ♣7 | pair
♥6, ♠3, ♠K, ♣2, ♦6 | pair
♥6, ♠3, ♠K, ♦6, ♣8 | pair
♥6, ♠3, ♠K, ♦6, ♣7 | pair
♥6, ♠3, ♦7, ♥7, ♣2 | pair
♥6, ♠3, ♦7, ♥7, ♦6 | two pairs
♥6, ♠3, ♦7, ♥7, ♣8 | pair
♥6, ♠3, ♦7, ♥7, ♣7 | three of a kind
♥6, ♠3, ♦7, ♣2, ♦6 | pair
♥6, ♠3, ♦7, ♣2, ♣7 | pair
♥6, ♠3, ♦7, ♦6, ♣8 | pair
♥6, ♠3, ♦7, ♦6, ♣7 | two pairs
♥6, ♠3, ♦7, ♣8, ♣7 | pair
♥6, ♠3, ♥7, ♣2, ♦6 | pair
♥6, ♠3, ♥7, ♣2, ♣7 | pair
♥6, ♠3, ♥7, ♦6, ♣8 | pair
♥6, ♠3, ♥7, ♦6, ♣7 | two pairs
♥6, ♠3, ♥7, ♣8, ♣7 | pair
♥6, ♠3, ♣2, ♦6, ♣8 | pair
♥6, ♠3, ♣2, ♦6, ♣7 | pair
♥6, ♠3, ♦6, ♣8, ♣7 | pair
♥6, ♠K, ♦7, ♥7, ♣2 | pair
♥6, ♠K, ♦7, ♥7, ♦6 | two pairs
♥6, ♠K, ♦7, ♥7, ♣8 | pair
♥6, ♠K, ♦7, ♥7, ♣7 | three of a kind
♥6, ♠K, ♦7, ♣2, ♦6 | pair
♥6, ♠K, ♦7, ♣2, ♣7 | pair
♥6, ♠K, ♦7, ♦6, ♣8 | pair
♥6, ♠K, ♦7, ♦6, ♣7 | two pairs
♥6, ♠K, ♦7, ♣8, ♣7 | pair
♥6, ♠K, ♥7, ♣2, ♦6 | pair
♥6, ♠K, ♥7, ♣2, ♣7 | pair
♥6, ♠K, ♥7, ♦6, ♣8 | pair
♥6, ♠K, ♥7, ♦6, ♣7 | two pairs
♥6, ♠K, ♥7, ♣8, ♣7 | pair
♥6, ♠K, ♣2, ♦6, ♣8 | pair
♥6, ♠K, ♣2, ♦6, ♣7 | pair
♥6, ♠K, ♦6, ♣8, ♣7 | pair
♥6, ♦7, ♥7, ♣2, ♦6 | two pairs
♥6, ♦7, ♥7, ♣2, ♣8 | pair
♥6, ♦7, ♥7, ♣2, ♣7 | three of a kind
♥6, ♦7, ♥7, ♦6, ♣8 | two pairs
♥6, ♦7, ♥7, ♦6, ♣7 | fullhouse
♥6, ♦7, ♥7, ♣8, ♣7 | three of a kind
♥6, ♦7, ♣2, ♦6, ♣8 | pair
♥6, ♦7, ♣2, ♦6, ♣7 | two pairs
♥6, ♦7, ♣2, ♣8, ♣7 | pair
♥6, ♦7, ♦6, ♣8, ♣7 | two pairs
♥6, ♥7, ♣2, ♦6, ♣8 | pair
♥6, ♥7, ♣2, ♦6, ♣7 | two pairs
♥6, ♥7, ♣2, ♣8, ♣7 | pair
♥6, ♥7, ♦6, ♣8, ♣7 | two pairs
♥6, ♣2, ♦6, ♣8, ♣7 | pair
♠3, ♠K, ♦7, ♥7, ♣2 | pair
♠3, ♠K, ♦7, ♥7, ♦6 | pair
♠3, ♠K, ♦7, ♥7, ♣8 | pair
♠3, ♠K, ♦7, ♥7, ♣7 | three of a kind
♠3, ♠K, ♦7, ♣2, ♣7 | pair
♠3, ♠K, ♦7, ♦6, ♣7 | pair
♠3, ♠K, ♦7, ♣8, ♣7 | pair
♠3, ♠K, ♥7, ♣2, ♣7 | pair
♠3, ♠K, ♥7, ♦6, ♣7 | pair
♠3, ♠K, ♥7, ♣8, ♣7 | pair
♠3, ♦7, ♥7, ♣2, ♦6 | pair
♠3, ♦7, ♥7, ♣2, ♣8 | pair
♠3, ♦7, ♥7, ♣2, ♣7 | three of a kind
♠3, ♦7, ♥7, ♦6, ♣8 | pair
♠3, ♦7, ♥7, ♦6, ♣7 | three of a kind
♠3, ♦7, ♥7, ♣8, ♣7 | three of a kind
♠3, ♦7, ♣2, ♦6, ♣7 | pair
♠3, ♦7, ♣2, ♣8, ♣7 | pair
♠3, ♦7, ♦6, ♣8, ♣7 | pair
♠3, ♥7, ♣2, ♦6, ♣7 | pair
♠3, ♥7, ♣2, ♣8, ♣7 | pair
♠3, ♥7, ♦6, ♣8, ♣7 | pair
♠K, ♦7, ♥7, ♣2, ♦6 | pair
♠K, ♦7, ♥7, ♣2, ♣8 | pair
♠K, ♦7, ♥7, ♣2, ♣7 | three of a kind
♠K, ♦7, ♥7, ♦6, ♣8 | pair
♠K, ♦7, ♥7, ♦6, ♣7 | three of a kind
♠K, ♦7, ♥7, ♣8, ♣7 | three of a kind
♠K, ♦7, ♣2, ♦6, ♣7 | pair
♠K, ♦7, ♣2, ♣8, ♣7 | pair
♠K, ♦7, ♦6, ♣8, ♣7 | pair
♠K, ♥7, ♣2, ♦6, ♣7 | pair
♠K, ♥7, ♣2, ♣8, ♣7 | pair
♠K, ♥7, ♦6, ♣8, ♣7 | pair
♦7, ♥7, ♣2, ♦6, ♣8 | pair
♦7, ♥7, ♣2, ♦6, ♣7 | three of a kind
♦7, ♥7, ♣2, ♣8, ♣7 | three of a kind
♦7, ♥7, ♦6, ♣8, ♣7 | three of a kind
♦7, ♣2, ♦6, ♣8, ♣7 | pair
♥7, ♣2, ♦6, ♣8, ♣7 | pair
