♠Q, ♥A, ♦8, ♣J, ♥8 | pair
♦8, ♣8, ♦K, ♥5, ♦8 | three of a kind
♦8, ♣8, ♦K, ♦8, ♥Q | three of a kind
♦8, ♣8, ♦K, ♦8, ♦8 | four of a kind!
♦8, ♣8, ♦K, ♥Q, ♦8 | three of a kind
♦8, ♣8, ♥2, ♥5, ♦8 | three of a kind
♦8, ♣8, ♥2, ♥5, ♥Q | pair
♦8, ♣8, ♥2, ♥5, ♦8 | three of a kind
♦8, ♣8, ♥2, ♦8, ♥Q | three of a kind
♦8, ♣8, ♥2, ♦8, ♦8 | four of a kind!
♦8, ♣8, ♥2, ♥Q, ♦8 | three of a kind
♦8, ♣8, ♥5, ♦8, ♥Q | three of a kind
♦8, ♣8, ♥5, ♦8, ♦8 | four of a kind!
♦8, ♣8, ♥5, ♥Q, ♦8 | three of a kind
♦8, ♣8, ♦8, ♥Q, ♦8 | four of a kind!
♦8, ♥5, ♥Q, ♥Q, ♠7 | pair
♦8, ♥5, ♥Q, ♥Q, ♦K | pair
♦8, ♥5, ♥Q, ♥Q, ♥2 | pair
♦8, ♥5, ♥Q, ♥Q, ♥5 | two pairs
♦8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♦8, ♥5, ♥Q, ♥Q, ♥Q | three of a kind
♦8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♦8, ♥5, ♥Q, ♠7, ♥5 | pair
♦8, ♥5, ♥Q, ♠7, ♦8 | pair
♦8, ♥5, ♥Q, ♠7, ♥Q | pair
♦8, ♥5, ♥Q, ♠7, ♦8 | pair
♦8, ♥5, ♥Q, ♦K, ♥5 | pair
♦8, ♥5, ♥Q, ♦K, ♦8 | pair
♦8, ♥5, ♥Q, ♦K, ♥Q | pair
♦8, ♥5, ♥Q, ♦K, ♦8 | pair
♦8, ♥5, ♥Q, ♥2, ♥5 | pair
♦8, ♥5, ♥Q, ♥2, ♦8 | pair
♦8, ♥5, ♥Q, ♥2, ♥Q | pair
♦8, ♥5, ♥Q, ♥2, ♦8 | pair
♦8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♦8, ♥5, ♥Q, ♥5, ♥Q | two pairs
♦8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♦8, ♥5, ♥Q, ♦8, ♥Q | two pairs
♦8, ♥5, ♥Q, ♦8, ♦8 | three of a kind
♦8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♦8, ♥5, ♥Q, ♠7, ♥5 | pair
♦8, ♥5, ♥Q, ♠7, ♦8 | pair
♦8, ♥5, ♥Q, ♠7, ♥Q | pair
♦8, ♥5, ♥Q, ♠7, ♦8 | pair
♦8, ♥5, ♥Q, ♦K, ♥5 | pair
♦8, ♥5, ♥Q, ♦K, ♦8 | pair
♦8, ♥5, ♥Q, ♦K, ♥Q | pair
♦8, ♥5, ♥Q, ♦K, ♦8 | pair
♦8, ♥5, ♥Q, ♥2, ♥5 | pair
♦8, ♥5, ♥Q, ♥2, ♦8 | pair
♦8, ♥5, ♥Q, ♥2, ♥Q | pair
♦8, ♥5, ♥Q, ♥2, ♦8 | pair
♦8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♦8, ♥5, ♥Q, ♥5, ♥Q | two pairs
♦8, ♥5, ♥Q, ♥5, ♦8 | two pairs
♦8, ♥5, ♥Q, ♦8, ♥Q | two pairs
♦8, ♥5, ♥Q, ♦8, ♦8 | three of a kind
♦8, ♥5, ♥Q, ♥Q, ♦8 | two pairs
♦8, ♥5, ♠7, ♦K, ♥5 | pair
♦8, ♥5, ♠7, ♦K, ♦8 | pair
♦8, ♥5, ♠7, ♦K, ♦8 | pair
♦8, ♥5, ♠7, ♥2, ♥5 | pair
♦8, ♥5, ♠7, ♥2, ♦8 | pair
♦8, ♥5, ♠7, ♥2, ♦8 | pair
♦8, ♥5, ♠7, ♥5, ♦8 | two pairs
♦8, ♥5, ♠7, ♥5, ♥Q | pair
♦8, ♥5, ♠7, ♥5, ♦8 | two pairs
♦8, ♥5, ♠7, ♦8, ♥Q | pair
♦8, ♥5, ♠7, ♦8, ♦8 | three of a kind
♦8, ♥5, ♠7, ♥Q, ♦8 | pair
♦8, ♥5, ♦K, ♥2, ♥5 | pair
♦8, ♥5, ♦K, ♥2, ♦8 | pair
♦8, ♥5, ♦K, ♥2, ♦8 | pair
♦8, ♥5, ♦K, ♥5, ♦8 | two pairs
♦8, ♥5, ♦K, ♥5, ♥Q | pair
♦8, ♥5, ♦K, ♥5, ♦8 | two pairs
♦8, ♥5, ♦K, ♦8, ♥Q | pair
♦8, ♥5, ♦K, ♦8, ♦8 | three of a kind
♦8, ♥5, ♦K, ♥Q, ♦8 | pair
♦8, ♥5, ♥2, ♥5, ♦8 | two pairs
♦8, ♥5, ♥2, ♥5, ♥Q | pair
♦8, ♥5, ♥2, ♥5, ♦8 | two pairs
♦8, ♥5, ♥2, ♦8, ♥Q | pair
♦8, ♥5, ♥2, ♦8, ♦8 | three of a kind
♦8, ♥5, ♥2, ♥Q, ♦8 | pair
♦8, ♥5, ♥5, ♦8, ♥Q | two pairs
♦8, ♥5, ♥5, ♦8, ♦8 | fullhouse
♦8, ♥5, ♥5, ♥Q, ♦8 | two pairs
♦8, ♥5, ♦8, ♥Q, ♦8 | three of a kind
♦8, ♥Q, ♥Q, ♠7, ♦K | pair
♦8, ♥Q, ♥Q, ♠7, ♥2 | pair
♦8, ♥Q, ♥Q, ♠7, ♥5 | pair
♦8, ♥Q, ♥Q, ♠7, ♦8 | two pairs
♦8, ♥Q, ♥Q, ♠7, ♥Q | three of a kind
♦8, ♥Q, ♥Q, ♠7, ♦8 | two pairs
♦8, ♥Q, ♥Q, ♦K, ♥2 | pair
♦8, ♥Q, ♥Q, ♦K, ♥5 | pair
♦8, ♥Q, ♥Q, ♦K, ♦8 | two pairs
♦8, ♥Q, ♥Q, ♦K, ♥Q | three of a kind
♦8, ♥Q, ♥Q, ♦K, ♦8 | two pairs
♦8, ♥Q, ♥Q, ♥2, ♥5 | pair
♦8, ♥Q, ♥Q, ♥2, ♦8 | two pairs
♦8, ♥Q, ♥Q, ♥2, ♥Q | three of a kind
♦8, ♥Q, ♥Q, ♥2, ♦8 | two pairs
♦8, ♥Q, ♥Q, ♥5, ♦8 | two pairs
♦8, ♥Q, ♥Q, ♥5, ♥Q | three of a kind
♦8, ♥Q, ♥Q, ♥5, ♦8 | two pairs
♦8, ♥Q, ♥Q, ♦8, ♥Q | fullhouse
♦8, ♥Q, ♥Q, ♦8, ♦8 | fullhouse
♦8, ♥Q, ♥Q, ♥Q, ♦8 | fullhouse
♦8, ♥Q, ♠7, ♦K, ♦8 | pair
♦8, ♥Q, ♠7, ♦K, ♥Q | pair
♦8, ♥Q, ♠7, ♦K, ♦8 | pair
♦8, ♥Q, ♠7, ♥2, ♦8 | pair
♦8, ♥Q, ♠7, ♥2, ♥Q | pair
♦8, ♥Q, ♠7, ♥2, ♦8 | pair
♦8, ♥Q, ♠7, ♥5, ♦8 | pair
♦8, ♥Q, ♠7, ♥5, ♥Q | pair
♦8, ♥Q, ♠7, ♥5, ♦8 | pair
♦8, ♥Q, ♠7, ♦8, ♥Q | two pairs
♦8, ♥Q, ♠7, ♦8, ♦8 | three of a kind
♦8, ♥Q, ♠7, ♥Q, ♦8 | two pairs
♦8, ♥Q, ♦K, ♥2, ♦8 | pair
♦8, ♥Q, ♦K, ♥2, ♥Q | pair
♦8, ♥Q, ♦K, ♥2, ♦8 | pair
♦8, ♥Q, ♦K, ♥5, ♦8 | pair
♦8, ♥Q, ♦K, ♥5, ♥Q | pair
♦8, ♥Q, ♦K, ♥5, ♦8 | pair
♦8, ♥Q, ♦K, ♦8, ♥Q | two pairs
♦8, ♥Q, ♦K, ♦8, ♦8 | three of a kind
♦8, ♥Q, ♦K, ♥Q, ♦8 | two pairs
♦8, ♥Q, ♥2, ♥5, ♦8 | pair
♦8, ♥Q, ♥2, ♥5, ♥Q | pair
♦8, ♥Q, ♥2, ♥5, ♦8 | pair
♦8, ♥Q, ♥2, ♦8, ♥Q | two pairs
♦8, ♥Q, ♥2, ♦8, ♦8 | three of a kind
♦8, ♥Q, ♥2, ♥Q, ♦8 | two pairs
♦8, ♥Q, ♥5, ♦8, ♥Q | two pairs
♦8, ♥Q, ♥5, ♦8, ♦8 | three of a kind
♦8, ♥Q, ♥5, ♥Q, ♦8 | two pairs
♦8, ♥Q, ♦8, ♥Q, ♦8 | fullhouse
♦8, ♥Q, ♠7, ♦K, ♦8 | pair
♦8, ♥Q, ♠7, ♦K, ♥Q | pair
♦8, ♥Q, ♠7, ♦K, ♦8 | pair
♦8, ♥Q, ♠7, ♥2, ♦8 | pair
♦8, ♥Q, ♠7, ♥2, ♥Q | pair
♦8, ♥Q, ♠7, ♥2, ♦8 | pair
♦8, ♥Q, ♠7, ♥5, ♦8 | pair
♦8, ♥Q, ♠7, ♥5, ♥Q | pair
♦8, ♥Q, ♠7, ♥5, ♦8 | pair
♦8, ♥Q, ♠7, ♦8, ♥Q | two pairs
♦8, ♥Q, ♠7, ♦8, ♦8 | three of a kind
♦8, ♥Q, ♠7, ♥Q, ♦8 | two pairs
♦8, ♥Q, ♦K, ♥2, ♦8 | pair
♦8, ♥Q, ♦K, ♥2, ♥Q | pair
♦8, ♥Q, ♦K, ♥2, ♦8 | pair
♦8, ♥Q, ♦K, ♥5, ♦8 | pair
♦8, ♥Q, ♦K, ♥5, ♥Q | pair
♦8, ♥Q, ♦K, ♥5, ♦8 | pair
♦8, ♥Q, ♦K, ♦8, ♥Q | two pairs
♦8, ♥Q, ♦K, ♦8, ♦8 | three of a kind
♦8, ♥Q, ♦K, ♥Q, ♦8 | two pairs
♦8, ♥Q, ♥2, ♥5, ♦8 | pair
♦8, ♥Q, ♥2, ♥5, ♥Q | pair
♦8, ♥Q, ♥2, ♥5, ♦8 | pair
♦8, ♥Q, ♥2, ♦8, ♥Q | two pairs
♦8, ♥Q, ♥2, ♦8, ♦8 | three of a kind
♦8, ♥Q, ♥2, ♥Q, ♦8 | two pairs
♦8, ♥Q, ♥5, ♦8, ♥Q | two pairs
♦8, ♥Q, ♥5, ♦8, ♦8 | three of a kind
♦8, ♥Q, ♥5, ♥Q, ♦8 | two pairs
♦8, ♥Q, ♦8, ♥Q, ♦8 | fullhouse
♦8, ♠7, ♦K, ♥2, ♦8 | pair
♦8, ♠7, ♦K, ♥2, ♦8 | pair
♦8, ♠7, ♦K, ♥5, ♦8 | pair
♦8, ♠7, ♦K, ♥5, ♦8 | pair
♦8, ♠7, ♦K, ♦8, ♥Q | pair
♦8, ♠7, ♦K, ♦8, ♦8 | three of a kind
♦8, ♠7, ♦K, ♥Q, ♦8 | pair
♦8, ♠7, ♥2, ♥5, ♦8 | pair
♦8, ♠7, ♥2, ♥5, ♦8 | pair
♦8, ♠7, ♥2, ♦8, ♥Q | pair
♦8, ♠7, ♥2, ♦8, ♦8 | three of a kind
♦8, ♠7, ♥2, ♥Q, ♦8 | pair
♦8, ♠7, ♥5, ♦8, ♥Q | pair
♦8, ♠7, ♥5, ♦8, ♦8 | three of a kind
♦8, ♠7, ♥5, ♥Q, ♦8 | pair
♦8, ♠7, ♦8, ♥Q, ♦8 | three of a kind
♦8, ♦K, ♥2, ♥5, ♦8 | pair
♦8, ♦K, ♥2, ♥5, ♦8 | pair
♦8, ♦K, ♥2, ♦8, ♥Q | pair
♦8, ♦K, ♥2, ♦8, ♦8 | three of a kind
♦8, ♦K, ♥2, ♥Q, ♦8 | pair
♦8, ♦K, ♥5, ♦8, ♥Q | pair
♦8, ♦K, ♥5, ♦8, ♦8 | three of a kind
♦8, ♦K, ♥5, ♥Q, ♦8 | pair
♦8, ♦K, ♦8, ♥Q, ♦8 | three of a kind
♦8, ♥2, ♥5, ♦8, ♥Q | pair
♦8, ♥2, ♥5, ♦8, ♦8 | three of a kind
♦8, ♥2, ♥5, ♥Q, ♦8 | pair
♦8, ♥2, ♦8, ♥Q, ♦8 | three of a kind
♦8, ♥5, ♦8, ♥Q, ♦8 | three of a kind
♣J, ♥8, ♣8, ♥5, ♥Q | pair
♣J, ♥8, ♣8, ♥5, ♥Q | pair
♣J, ♥8, ♣8, ♥5, ♠7 | pair
♣J, ♥8, ♣8, ♥5, ♦K | pair
♣J, ♥8, ♣8, ♥5, ♥2 | pair
♣J, ♥8, ♣8, ♥5, ♥5 | two pairs
♣J, ♥8, ♣8, ♥5, ♦8 | three of a kind
♣J, ♥8, ♣8, ♥5, ♥Q | pair
♣J, ♥8, ♣8, ♥5, ♦8 | three of a kind
♣J, ♥8, ♣8, ♥Q, ♥Q | two pairs
♣J, ♥8, ♣8, ♥Q, ♠7 | pair
♣J, ♥8, ♣8, ♥Q, ♦K | pair
♣J, ♥8, ♣8, ♥Q, ♥2 | pair
♣J, ♥8, ♣8, ♥Q, ♥5 | pair
♣J, ♥8, ♣8, ♥Q, ♦8 | three of a kind
♣J, ♥8, ♣8, ♥Q, ♥Q | two pairs
♣J, ♥8, ♣8, ♥Q, ♦8 | three of a kind
♣J, ♥8, ♣8, ♥Q, ♠7 | pair
♣J, ♥8, ♣8, ♥Q, ♦K | pair
♣J, ♥8, ♣8, ♥Q, ♥2 | pair
♣J, ♥8, ♣8, ♥Q, ♥5 | pair
♣J, ♥8, ♣8, ♥Q, ♦8 | three of a kind
♣J, ♥8, ♣8, ♥Q, ♥Q | two pairs
♣J, ♥8, ♣8, ♥Q, ♦8 | three of a kind
♣J, ♥8, ♣8, ♠7, ♦K | pair
♣J, ♥8, ♣8, ♠7, ♥2 | pair
♣J, ♥8, ♣8, ♠7, ♥5 | pair
♣J, ♥8, ♣8, ♠7, ♦8 | three of a kind
♣J, ♥8, ♣8, ♠7, ♥Q | pair
♣J, ♥8, ♣8, ♠7, ♦8 | three of a kind
♣J, ♥8, ♣8, ♦K, ♥2 | pair
♣J, ♥8, ♣8, ♦K, ♥5 | pair
♣J, ♥8, ♣8, ♦K, ♦8 | three of a kind
♣J, ♥8, ♣8, ♦K, ♥Q | pair
♣J, ♥8, ♣8, ♦K, ♦8 | three of a kind
♣J, ♥8, ♣8, ♥2, ♥5 | pair
♣J, ♥8, ♣8, ♥2, ♦8 | three of a kind
♣J, ♥8, ♣8, ♥2, ♥Q | pair
♣J, ♥8, ♣8, ♥2, ♦8 | three of a kind
♣J, ♥8, ♣8, ♥5, ♦8 | three of a kind
♣J, ♥8, ♣8, ♥5, ♥Q | pair
♣J, ♥8, ♣8, ♥5, ♦8 | three of a kind
♣J, ♥8, ♣8, ♦8, ♥Q | three of a kind
♣J, ♥8, ♣8, ♦8, ♦8 | four of a kind!
♣J, ♥8, ♣8, ♥Q, ♦8 | three of a kind
♣J, ♥8, ♥5, ♥Q, ♥Q | pair
♣J, ♥8, ♥5, ♥Q, ♥5 | pair
♣J, ♥8, ♥5, ♥Q, ♦8 | pair
♣J, ♥8, ♥5, ♥Q, ♥Q | pair
♣J, ♥8, ♥5, ♥Q, ♦8 | pair
♣J, ♥8, ♥5, ♥Q, ♥5 | pair
♣J, ♥8, ♥5, ♥Q, ♦8 | pair
♣J, ♥8, ♥5, ♥Q, ♥Q | pair
♣J, ♥8, ♥5, ♥Q, ♦8 | pair
♣J, ♥8, ♥5, ♠7, ♥5 | pair
♣J, ♥8, ♥5, ♠7, ♦8 | pair
♣J, ♥8, ♥5, ♠7, ♦8 | pair
♣J, ♥8, ♥5, ♦K, ♥5 | pair
♣J, ♥8, ♥5, ♦K, ♦8 | pair
♣J, ♥8, ♥5, ♦K, ♦8 | pair
♣J, ♥8, ♥5, ♥2, ♥5 | pair
♣J, ♥8, ♥5, ♥2, ♦8 | pair
♣J, ♥8, ♥5, ♥2, ♦8 | pair
♣J, ♥8, ♥5, ♥5, ♦8 | two pairs
♣J, ♥8, ♥5, ♥5, ♥Q | pair
♣J, ♥8, ♥5, ♥5, ♦8 | two pairs
♣J, ♥8, ♥5, ♦8, ♥Q | pair
♣J, ♥8, ♥5, ♦8, ♦8 | three of a kind
♣J, ♥8, ♥5, ♥Q, ♦8 | pair
♣J, ♥8, ♥Q, ♥Q, ♠7 | pair
♣J, ♥8, ♥Q, ♥Q, ♦K | pair
♣J, ♥8, ♥Q, ♥Q, ♥2 | pair
♣J, ♥8, ♥Q, ♥Q, ♥5 | pair
♣J, ♥8, ♥Q, ♥Q, ♦8 | two pairs
♣J, ♥8, ♥Q, ♥Q, ♥Q | three of a kind
♣J, ♥8, ♥Q, ♥Q, ♦8 | two pairs
♣J, ♥8, ♥Q, ♠7, ♦8 | pair
♣J, ♥8, ♥Q, ♠7, ♥Q | pair
♣J, ♥8, ♥Q, ♠7, ♦8 | pair
♣J, ♥8, ♥Q, ♦K, ♦8 | pair
♣J, ♥8, ♥Q, ♦K, ♥Q | pair
♣J, ♥8, ♥Q, ♦K, ♦8 | pair
♣J, ♥8, ♥Q, ♥2, ♦8 | pair
♣J, ♥8, ♥Q, ♥2, ♥Q | pair
♣J, ♥8, ♥Q, ♥2, ♦8 | pair
♣J, ♥8, ♥Q, ♥5, ♦8 | pair
♣J, ♥8, ♥Q, ♥5, ♥Q | pair
♣J, ♥8, ♥Q, ♥5, ♦8 | pair
♣J, ♥8, ♥Q, ♦8, ♥Q | two pairs
♣J, ♥8, ♥Q, ♦8, ♦8 | three of a kind
♣J, ♥8, ♥Q, ♥Q, ♦8 | two pairs
♣J, ♥8, ♥Q, ♠7, ♦8 | pair
♣J, ♥8, ♥Q, ♠7, ♥Q | pair
♣J, ♥8, ♥Q, ♠7, ♦8 | pair
♣J, ♥8, ♥Q, ♦K, ♦8 | pair
♣J, ♥8, ♥Q, ♦K, ♥Q | pair
♣J, ♥8, ♥Q, ♦K, ♦8 | pair
♣J, ♥8, ♥Q, ♥2, ♦8 | pair
♣J, ♥8, ♥Q, ♥2, ♥Q | pair
♣J, ♥8, ♥Q, ♥2, ♦8 | pair
♣J, ♥8, ♥Q, ♥5, ♦8 | pair
♣J, ♥8, ♥Q, ♥5, ♥Q | pair
♣J, ♥8, ♥Q, ♥5, ♦8 | pair
♣J, ♥8, ♥Q, ♦8, ♥Q | two pairs
♣J, ♥8, ♥Q, ♦8, ♦8 | three of a kind
♣J, ♥8, ♥Q, ♥Q, ♦8 | two pairs
♣J, ♥8, ♠7, ♦K, ♦8 | pair
♣J, ♥8, ♠7, ♦K, ♦8 | pair
♣J, ♥8, ♠7, ♥2, ♦8 | pair
♣J, ♥8, ♠7, ♥2, ♦8 | pair
♣J, ♥8, ♠7, ♥5, ♦8 | pair
♣J, ♥8, ♠7, ♥5, ♦8 | pair
♣J, ♥8, ♠7, ♦8, ♥Q | pair
♣J, ♥8, ♠7, ♦8, ♦8 | three of a kind
♣J, ♥8, ♠7, ♥Q, ♦8 | pair
♣J, ♥8, ♦K, ♥2, ♦8 | pair
♣J, ♥8, ♦K, ♥2, ♦8 | pair
♣J, ♥8, ♦K, ♥5, ♦8 | pair
♣J, ♥8, ♦K, ♥5, ♦8 | pair
♣J, ♥8, ♦K, ♦8, ♥Q | pair
♣J, ♥8, ♦K, ♦8, ♦8 | three of a kind
♣J, ♥8, ♦K, ♥Q, ♦8 | pair
♣J, ♥8, ♥2, ♥5, ♦8 | pair
♣J, ♥8, ♥2, ♥5, ♦8 | pair
♣J, ♥8, ♥2, ♦8, ♥Q | pair
♣J, ♥8, ♥2, ♦8, ♦8 | three of a kind
♣J, ♥8, ♥2, ♥Q, ♦8 | pair
♣J, ♥8, ♥5, ♦8, ♥Q | pair
♣J, ♥8, ♥5, ♦8, ♦8 | three of a kind
♣J, ♥8, ♥5, ♥Q, ♦8 | pair
♣J, ♥8, ♦8, ♥Q, ♦8 | three of a kind
♣J, ♣8, ♥5, ♥Q, ♥Q | pair
♣J, ♣8, ♥5, ♥Q, ♥5 | pair
♣J, ♣8, ♥5, ♥Q, ♦8 | pair
♣J, ♣8, ♥5, ♥Q, ♥Q | pair
♣J, ♣8, ♥5, ♥Q, ♦8 | pair
♣J, ♣8, ♥5, ♥Q, ♥5 | pair
♣J, ♣8, ♥5, ♥Q, ♦8 | pair
♣J, ♣8, ♥5, ♥Q, ♥Q | pair
♣J, ♣8, ♥5, ♥Q, ♦8 | pair
♣J, ♣8, ♥5, ♠7, ♥5 | pair
♣J, ♣8, ♥5, ♠7, ♦8 | pair
♣J, ♣8, ♥5, ♠7, ♦8 | pair
♣J, ♣8, ♥5, ♦K, ♥5 | pair
♣J, ♣8, ♥5, ♦K, ♦8 | pair
♣J, ♣8, ♥5, ♦K, ♦8 | pair
♣J, ♣8, ♥5, ♥2, ♥5 | pair
♣J, ♣8, ♥5, ♥2, ♦8 | pair
♣J, ♣8, ♥5, ♥2, ♦8 | pair
♣J, ♣8, ♥5, ♥5, ♦8 | two pairs
♣J, ♣8, ♥5, ♥5, ♥Q | pair
♣J, ♣8, ♥5, ♥5, ♦8 | two pairs
♣J, ♣8, ♥5, ♦8, ♥Q | pair
♣J, ♣8, ♥5, ♦8, ♦8 | three of a kind
♣J, ♣8, ♥5, ♥Q, ♦8 | pair
♣J, ♣8, ♥Q, ♥Q, ♠7 | pair
♣J, ♣8, ♥Q, ♥Q, ♦K | pair
♣J, ♣8, ♥Q, ♥Q, ♥2 | pair
♣J, ♣8, ♥Q, ♥Q, ♥5 | pair
♣J, ♣8, ♥Q, ♥Q, ♦8 | two pairs
♣J, ♣8, ♥Q, ♥Q, ♥Q | three of a kind
♣J, ♣8, ♥Q, ♥Q, ♦8 | two pairs
♣J, ♣8, ♥Q, ♠7, ♦8 | pair
♣J, ♣8, ♥Q, ♠7, ♥Q | pair
♣J, ♣8, ♥Q, ♠7, ♦8 | pair
♣J, ♣8, ♥Q, ♦K, ♦8 | pair
♣J, ♣8, ♥Q, ♦K, ♥Q | pair
♣J, ♣8, ♥Q, ♦K, ♦8 | pair
♣J, ♣8, ♥Q, ♥2, ♦8 | pair
♣J, ♣8, ♥Q, ♥2, ♥Q | pair
♣J, ♣8, ♥Q, ♥2, ♦8 | pair
♣J, ♣8, ♥Q, ♥5, ♦8 | pair
♣J, ♣8, ♥Q, ♥5, ♥Q | pair
♣J, ♣8, ♥Q, ♥5, ♦8 | pair
♣J, ♣8, ♥Q, ♦8, ♥Q | two pairs
♣J, ♣8, ♥Q, ♦8, ♦8 | three of a kind
♣J, ♣8, ♥Q, ♥Q, ♦8 | two pairs
♣J, ♣8, ♥Q, ♠7, ♦8 | pair
♣J, ♣8, ♥Q, ♠7, ♥Q | pair
♣J, ♣8, ♥Q, ♠7, ♦8 | pair
♣J, ♣8, ♥Q, ♦K, ♦8 | pair
♣J, ♣8, ♥Q, ♦K, ♥Q | pair
♣J, ♣8, ♥Q, ♦K, ♦8 | pair
♣J, ♣8, ♥Q, ♥2, ♦8 | pair
♣J, ♣8, ♥Q, ♥2, ♥Q | pair
♣J, ♣8, ♥Q, ♥2, ♦8 | pair
♣J, ♣8, ♥Q, ♥5, ♦8 | pair
♣J, ♣8, ♥Q, ♥5, ♥Q | pair
♣J, ♣8, ♥Q, ♥5, ♦8 | pair
♣J, ♣8, ♥Q, ♦8, ♥Q | two pairs
♣J, ♣8, ♥Q, ♦8, ♦8 | three of a kind
♣J, ♣8, ♥Q, ♥Q, ♦8 | two pairs
♣J, ♣8, ♠7, ♦K, ♦8 | pair
♣J, ♣8, ♠7, ♦K, ♦8 | pair
♣J, ♣8, ♠7, ♥2, ♦8 | pair
♣J, ♣8, ♠7, ♥2, ♦8 | pair
♣J, ♣8, ♠7, ♥5, ♦8 | pair
♣J, ♣8, ♠7, ♥5, ♦8 | pair
♣J, ♣8, ♠7, ♦8, ♥Q | pair
♣J, ♣8, ♠7, ♦8, ♦8 | three of a kind
♣J, ♣8, ♠7, ♥Q, ♦8 | pair
♣J, ♣8, ♦K, ♥2, ♦8 | pair
♣J, ♣8, ♦K, ♥2, ♦8 | pair
♣J, ♣8, ♦K, ♥5, ♦8 | pair
♣J, ♣8, ♦K, ♥5, ♦8 | pair
♣J, ♣8, ♦K, ♦8, ♥Q | pair
♣J, ♣8, ♦K, ♦8, ♦8 | three of a kind
♣J, ♣8, ♦K, ♥Q, ♦8 | pair
♣J, ♣8, ♥2, ♥5, ♦8 | pair
♣J, ♣8, ♥2, ♥5, ♦8 | pair
♣J, ♣8, ♥2, ♦8, ♥Q | pair
♣J, ♣8, ♥2, ♦8, ♦8 | three of a kind
♣J, ♣8, ♥2, ♥Q, ♦8 | pair
♣J, ♣8, ♥5, ♦8, ♥Q | pair
♣J, ♣8, ♥5, ♦8, ♦8 | three of a kind
♣J, ♣8, ♥5, ♥Q, ♦8 | pair
♣J, ♣8, ♦8, ♥Q, ♦8 | three of a kind
♣J, ♥5, ♥Q, ♥Q, ♠7 | pair
♣J, ♥5, ♥Q, ♥Q, ♦K | pair
♣J, ♥5, ♥Q, ♥Q, ♥2 | pair
♣J, ♥5, ♥Q, ♥Q, ♥5 | two pairs
♣J, ♥5, ♥Q, ♥Q, ♦8 | pair
♣J, ♥5, ♥Q, ♥Q, ♥Q | three of a kind
♣J, ♥5, ♥Q, ♥Q, ♦8 | pair
♣J, ♥5, ♥Q, ♠7, ♥5 | pair
♣J, ♥5, ♥Q, ♠7, ♥Q | pair
♣J, ♥5, ♥Q, ♦K, ♥5 | pair
♣J, ♥5, ♥Q, ♦K, ♥Q | pair
♣J, ♥5, ♥Q, ♥2, ♥5 | pair
♣J, ♥5, ♥Q, ♥2, ♥Q | pair
♣J, ♥5, ♥Q, ♥5, ♦8 | pair
♣J, ♥5, ♥Q, ♥5, ♥Q | two pairs
♣J, ♥5, ♥Q, ♥5, ♦8 | pair
♣J, ♥5, ♥Q, ♦8, ♥Q | pair
♣J, ♥5, ♥Q, ♦8, ♦8 | pair
♣J, ♥5, ♥Q, ♥Q, ♦8 | pair
♣J, ♥5, ♥Q, ♠7, ♥5 | pair
♣J, ♥5, ♥Q, ♠7, ♥Q | pair
♣J, ♥5, ♥Q, ♦K, ♥5 | pair
♣J, ♥5, ♥Q, ♦K, ♥Q | pair
♣J, ♥5, ♥Q, ♥2, ♥5 | pair
♣J, ♥5, ♥Q, ♥2, ♥Q | pair
♣J, ♥5, ♥Q, ♥5, ♦8 | pair
♣J, ♥5, ♥Q, ♥5, ♥Q | two pairs
♣J, ♥5, ♥Q, ♥5, ♦8 | pair
♣J, ♥5, ♥Q, ♦8, ♥Q | pair
♣J, ♥5, ♥Q, ♦8, ♦8 | pair
♣J, ♥5, ♥Q, ♥Q, ♦8 | pair
♣J, ♥5, ♠7, ♦K, ♥5 | pair
♣J, ♥5, ♠7, ♥2, ♥5 | pair
♣J, ♥5, ♠7, ♥5, ♦8 | pair
♣J, ♥5, ♠7, ♥5, ♥Q | pair
♣J, ♥5, ♠7, ♥5, ♦8 | pair
♣J, ♥5, ♠7, ♦8, ♦8 | pair
♣J, ♥5, ♦K, ♥2, ♥5 | pair
♣J, ♥5, ♦K, ♥5, ♦8 | pair
♣J, ♥5, ♦K, ♥5, ♥Q | pair
♣J, ♥5, ♦K, ♥5, ♦8 | pair
♣J, ♥5, ♦K, ♦8, ♦8 | pair
♣J, ♥5, ♥2, ♥5, ♦8 | pair
♣J, ♥5, ♥2, ♥5, ♥Q | pair
♣J, ♥5, ♥2, ♥5, ♦8 | pair
♣J, ♥5, ♥2, ♦8, ♦8 | pair
♣J, ♥5, ♥5, ♦8, ♥Q | pair
♣J, ♥5, ♥5, ♦8, ♦8 | two pairs
♣J, ♥5, ♥5, ♥Q, ♦8 | pair
♣J, ♥5, ♦8, ♥Q, ♦8 | pair
♣J, ♥Q, ♥Q, ♠7, ♦K | pair
♣J, ♥Q, ♥Q, ♠7, ♥2 | pair
♣J, ♥Q, ♥Q, ♠7, ♥5 | pair
