♣Q, ♥4, ♣4, ♠J, ♥10 | pair
♠J, ♣K, ♣J, ♦10, ♣4 | pair
♠J, ♣K, ♣J, ♦10, ♥2 | pair
♠J, ♣K, ♣J, ♣4, ♥2 | pair
♠J, ♥6, ♠6, ♦8, ♣J | two pairs
♠J, ♥6, ♠6, ♦8, ♣J | two pairs
♠J, ♥6, ♠6, ♦8, ♣J | two pairs
♠J, ♥6, ♠6, ♦8, ♦10 | pair
♠J, ♥6, ♠6, ♦8, ♣4 | pair
♠J, ♥6, ♠6, ♦8, ♥2 | pair
♠J, ♥6, ♠6, ♣J, ♣J | fullhouse
♠J, ♥6, ♠6, ♣J, ♣J | fullhouse
♠J, ♥6, ♠6, ♣J, ♦10 | two pairs
♠J, ♥6, ♠6, ♣J, ♣4 | two pairs
♠J, ♥6, ♠6, ♣J, ♥2 | two pairs
♠J, ♥6, ♠6, ♣J, ♣J | fullhouse
♠J, ♥6, ♠6, ♣J, ♦10 | two pairs
♠J, ♥6, ♠6, ♣J, ♣4 | two pairs
♠J, ♥6, ♠6, ♣J, ♥2 | two pairs
♠J, ♥6, ♠6, ♣J, ♦10 | two pairs
♠J, ♥6, ♠6, ♣J, ♣4 | two pairs
♠J, ♥6, ♠6, ♣J, ♥2 | two pairs
♠J, ♥6, ♠6, ♦10, ♣4 | pair
♠J, ♥6, ♠6, ♦10, ♥2 | pair
♠J, ♥6, ♠6, ♣4, ♥2 | pair
♠J, ♥6, ♦8, ♣J, ♣J | three of a kind
♠J, ♥6, ♦8, ♣J, ♣J | three of a kind
♠J, ♥6, ♦8, ♣J, ♦10 | pair
♠J, ♥6, ♦8, ♣J, ♣4 | pair
♠J, ♥6, ♦8, ♣J, ♥2 | pair
♠J, ♥6, ♦8, ♣J, ♣J | three of a kind
♠J, ♥6, ♦8, ♣J, ♦10 | pair
♠J, ♥6, ♦8, ♣J, ♣4 | pair
♠J, ♥6, ♦8, ♣J, ♥2 | pair
♠J, ♥6, ♦8, ♣J, ♦10 | pair
♠J, ♥6, ♦8, ♣J, ♣4 | pair
♠J, ♥6, ♦8, ♣J, ♥2 | pair
♠J, ♥6, ♣J, ♣J, ♣J | four of a kind!
♠J, ♥6, ♣J, ♣J, ♦10 | three of a kind
♠J, ♥6, ♣J, ♣J, ♣4 | three of a kind
♠J, ♥6, ♣J, ♣J, ♥2 | three of a kind
♠J, ♥6, ♣J, ♣J, ♦10 | three of a kind
♠J, ♥6, ♣J, ♣J, ♣4 | three of a kind
♠J, ♥6, ♣J, ♣J, ♥2 | three of a kind
♠J, ♥6, ♣J, ♦10, ♣4 | pair
♠J, ♥6, ♣J, ♦10, ♥2 | pair
♠J, ♥6, ♣J, ♣4, ♥2 | pair
♠J, ♥6, ♣J, ♣J, ♦10 | three of a kind
♠J, ♥6, ♣J, ♣J, ♣4 | three of a kind
♠J, ♥6, ♣J, ♣J, ♥2 | three of a kind
♠J, ♥6, ♣J, ♦10, ♣4 | pair
♠J, ♥6, ♣J, ♦10, ♥2 | pair
♠J, ♥6, ♣J, ♣4, ♥2 | pair
♠J, ♥6, ♣J, ♦10, ♣4 | pair
♠J, ♥6, ♣J, ♦10, ♥2 | pair
♠J, ♥6, ♣J, ♣4, ♥2 | pair
♠J, ♠6, ♦8, ♣J, ♣J | three of a kind
♠J, ♠6, ♦8, ♣J, ♣J | three of a kind
♠J, ♠6, ♦8, ♣J, ♦10 | pair
♠J, ♠6, ♦8, ♣J, ♣4 | pair
♠J, ♠6, ♦8, ♣J, ♥2 | pair
♠J, ♠6, ♦8, ♣J, ♣J | three of a kind
♠J, ♠6, ♦8, ♣J, ♦10 | pair
♠J, ♠6, ♦8, ♣J, ♣4 | pair
♠J, ♠6, ♦8, ♣J, ♥2 | pair
♠J, ♠6, ♦8, ♣J, ♦10 | pair
♠J, ♠6, ♦8, ♣J, ♣4 | pair
♠J, ♠6, ♦8, ♣J, ♥2 | pair
♠J, ♠6, ♣J, ♣J, ♣J | four of a kind!
♠J, ♠6, ♣J, ♣J, ♦10 | three of a kind
♠J, ♠6, ♣J, ♣J, ♣4 | three of a kind
♠J, ♠6, ♣J, ♣J, ♥2 | three of a kind
♠J, ♠6, ♣J, ♣J, ♦10 | three of a kind
♠J, ♠6, ♣J, ♣J, ♣4 | three of a kind
♠J, ♠6, ♣J, ♣J, ♥2 | three of a kind
♠J, ♠6, ♣J, ♦10, ♣4 | pair
♠J, ♠6, ♣J, ♦10, ♥2 | pair
♠J, ♠6, ♣J, ♣4, ♥2 | pair
♠J, ♠6, ♣J, ♣J, ♦10 | three of a kind
♠J, ♠6, ♣J, ♣J, ♣4 | three of a kind
♠J, ♠6, ♣J, ♣J, ♥2 | three of a kind
♠J, ♠6, ♣J, ♦10, ♣4 | pair
♠J, ♠6, ♣J, ♦10, ♥2 | pair
♠J, ♠6, ♣J, ♣4, ♥2 | pair
♠J, ♠6, ♣J, ♦10, ♣4 | pair
♠J, ♠6, ♣J, ♦10, ♥2 | pair
♠J, ♠6, ♣J, ♣4, ♥2 | pair
♠J, ♦8, ♣J, ♣J, ♣J | four of a kind!
♠J, ♦8, ♣J, ♣J, ♦10 | three of a kind
♠J, ♦8, ♣J, ♣J, ♣4 | three of a kind
♠J, ♦8, ♣J, ♣J, ♥2 | three of a kind
♠J, ♦8, ♣J, ♣J, ♦10 | three of a kind
♠J, ♦8, ♣J, ♣J, ♣4 | three of a kind
♠J, ♦8, ♣J, ♣J, ♥2 | three of a kind
♠J, ♦8, ♣J, ♦10, ♣4 | pair
♠J, ♦8, ♣J, ♦10, ♥2 | pair
♠J, ♦8, ♣J, ♣4, ♥2 | pair
♠J, ♦8, ♣J, ♣J, ♦10 | three of a kind
♠J, ♦8, ♣J, ♣J, ♣4 | three of a kind
♠J, ♦8, ♣J, ♣J, ♥2 | three of a kind
♠J, ♦8, ♣J, ♦10, ♣4 | pair
♠J, ♦8, ♣J, ♦10, ♥2 | pair
♠J, ♦8, ♣J, ♣4, ♥2 | pair
♠J, ♦8, ♣J, ♦10, ♣4 | pair
♠J, ♦8, ♣J, ♦10, ♥2 | pair
♠J, ♦8, ♣J, ♣4, ♥2 | pair
♠J, ♣J, ♣J, ♣J, ♦10 | four of a kind!
♠J, ♣J, ♣J, ♣J, ♣4 | four of a kind!
♠J, ♣J, ♣J, ♣J, ♥2 | four of a kind!
♠J, ♣J, ♣J, ♦10, ♣4 | three of a kind
♠J, ♣J, ♣J, ♦10, ♥2 | three of a kind
♠J, ♣J, ♣J, ♣4, ♥2 | three of a kind
♠J, ♣J, ♣J, ♦10, ♣4 | three of a kind
♠J, ♣J, ♣J, ♦10, ♥2 | three of a kind
♠J, ♣J, ♣J, ♣4, ♥2 | three of a kind
♠J, ♣J, ♦10, ♣4, ♥2 | pair
♠J, ♣J, ♣J, ♦10, ♣4 | three of a kind
♠J, ♣J, ♣J, ♦10, ♥2 | three of a kind
♠J, ♣J, ♣J, ♣4, ♥2 | three of a kind
♠J, ♣J, ♦10, ♣4, ♥2 | pair
♠J, ♣J, ♦10, ♣4, ♥2 | pair
♥10, ♠8, ♣K, ♥6, ♠6 | pair
♥10, ♠8, ♣K, ♥6, ♦8 | pair
♥10, ♠8, ♣K, ♥6, ♦10 | pair
♥10, ♠8, ♣K, ♠6, ♦8 | pair
♥10, ♠8, ♣K, ♠6, ♦10 | pair
♥10, ♠8, ♣K, ♦8, ♣J | pair
♥10, ♠8, ♣K, ♦8, ♣J | pair
♥10, ♠8, ♣K, ♦8, ♣J | pair
♥10, ♠8, ♣K, ♦8, ♦10 | two pairs
♥10, ♠8, ♣K, ♦8, ♣4 | pair
♥10, ♠8, ♣K, ♦8, ♥2 | pair
♥10, ♠8, ♣K, ♣J, ♣J | pair
♥10, ♠8, ♣K, ♣J, ♣J | pair
♥10, ♠8, ♣K, ♣J, ♦10 | pair
♥10, ♠8, ♣K, ♣J, ♣J | pair
♥10, ♠8, ♣K, ♣J, ♦10 | pair
♥10, ♠8, ♣K, ♣J, ♦10 | pair
♥10, ♠8, ♣K, ♦10, ♣4 | pair
♥10, ♠8, ♣K, ♦10, ♥2 | pair
♥10, ♠8, ♥6, ♠6, ♦8 | two pairs
♥10, ♠8, ♥6, ♠6, ♣J | pair
♥10, ♠8, ♥6, ♠6, ♣J | pair
♥10, ♠8, ♥6, ♠6, ♣J | pair
♥10, ♠8, ♥6, ♠6, ♦10 | two pairs
♥10, ♠8, ♥6, ♠6, ♣4 | pair
♥10, ♠8, ♥6, ♠6, ♥2 | pair
♥10, ♠8, ♥6, ♦8, ♣J | pair
♥10, ♠8, ♥6, ♦8, ♣J | pair
♥10, ♠8, ♥6, ♦8, ♣J | pair
♥10, ♠8, ♥6, ♦8, ♦10 | two pairs
♥10, ♠8, ♥6, ♦8, ♣4 | pair
♥10, ♠8, ♥6, ♦8, ♥2 | pair
♥10, ♠8, ♥6, ♣J, ♣J | pair
♥10, ♠8, ♥6, ♣J, ♣J | pair
♥10, ♠8, ♥6, ♣J, ♦10 | pair
♥10, ♠8, ♥6, ♣J, ♣J | pair
♥10, ♠8, ♥6, ♣J, ♦10 | pair
♥10, ♠8, ♥6, ♣J, ♦10 | pair
♥10, ♠8, ♥6, ♦10, ♣4 | pair
♥10, ♠8, ♥6, ♦10, ♥2 | pair
♥10, ♠8, ♠6, ♦8, ♣J | pair
♥10, ♠8, ♠6, ♦8, ♣J | pair
♥10, ♠8, ♠6, ♦8, ♣J | pair
♥10, ♠8, ♠6, ♦8, ♦10 | two pairs
♥10, ♠8, ♠6, ♦8, ♣4 | pair
♥10, ♠8, ♠6, ♦8, ♥2 | pair
♥10, ♠8, ♠6, ♣J, ♣J | pair
♥10, ♠8, ♠6, ♣J, ♣J | pair
♥10, ♠8, ♠6, ♣J, ♦10 | pair
♥10, ♠8, ♠6, ♣J, ♣J | pair
♥10, ♠8, ♠6, ♣J, ♦10 | pair
♥10, ♠8, ♠6, ♣J, ♦10 | pair
♥10, ♠8, ♠6, ♦10, ♣4 | pair
♥10, ♠8, ♠6, ♦10, ♥2 | pair
♥10, ♠8, ♦8, ♣J, ♣J | two pairs
♥10, ♠8, ♦8, ♣J, ♣J | two pairs
♥10, ♠8, ♦8, ♣J, ♦10 | two pairs
♥10, ♠8, ♦8, ♣J, ♣4 | pair
♥10, ♠8, ♦8, ♣J, ♥2 | pair
♥10, ♠8, ♦8, ♣J, ♣J | two pairs
♥10, ♠8, ♦8, ♣J, ♦10 | two pairs
♥10, ♠8, ♦8, ♣J, ♣4 | pair
♥10, ♠8, ♦8, ♣J, ♥2 | pair
♥10, ♠8, ♦8, ♣J, ♦10 | two pairs
♥10, ♠8, ♦8, ♣J, ♣4 | pair
♥10, ♠8, ♦8, ♣J, ♥2 | pair
♥10, ♠8, ♦8, ♦10, ♣4 | two pairs
♥10, ♠8, ♦8, ♦10, ♥2 | two pairs
♥10, ♠8, ♦8, ♣4, ♥2 | pair
♥10, ♠8, ♣J, ♣J, ♣J | three of a kind
♥10, ♠8, ♣J, ♣J, ♦10 | two pairs
♥10, ♠8, ♣J, ♣J, ♣4 | pair
♥10, ♠8, ♣J, ♣J, ♥2 | pair
♥10, ♠8, ♣J, ♣J, ♦10 | two pairs
♥10, ♠8, ♣J, ♣J, ♣4 | pair
♥10, ♠8, ♣J, ♣J, ♥2 | pair
♥10, ♠8, ♣J, ♦10, ♣4 | pair
♥10, ♠8, ♣J, ♦10, ♥2 | pair
♥10, ♠8, ♣J, ♣J, ♦10 | two pairs
♥10, ♠8, ♣J, ♣J, ♣4 | pair
♥10, ♠8, ♣J, ♣J, ♥2 | pair
♥10, ♠8, ♣J, ♦10, ♣4 | pair
♥10, ♠8, ♣J, ♦10, ♥2 | pair
♥10, ♠8, ♣J, ♦10, ♣4 | pair
♥10, ♠8, ♣J, ♦10, ♥2 | pair
♥10, ♠8, ♦10, ♣4, ♥2 | pair
♥10, ♣K, ♥6, ♠6, ♦8 | pair
♥10, ♣K, ♥6, ♠6, ♣J | pair
♥10, ♣K, ♥6, ♠6, ♣J | pair
♥10, ♣K, ♥6, ♠6, ♣J | pair
♥10, ♣K, ♥6, ♠6, ♦10 | two pairs
♥10, ♣K, ♥6, ♠6, ♣4 | pair
♥10, ♣K, ♥6, ♠6, ♥2 | pair
♥10, ♣K, ♥6, ♦8, ♦10 | pair
♥10, ♣K, ♥6, ♣J, ♣J | pair
♥10, ♣K, ♥6, ♣J, ♣J | pair
♥10, ♣K, ♥6, ♣J, ♦10 | pair
♥10, ♣K, ♥6, ♣J, ♣J | pair
♥10, ♣K, ♥6, ♣J, ♦10 | pair
♥10, ♣K, ♥6, ♣J, ♦10 | pair
♥10, ♣K, ♥6, ♦10, ♣4 | pair
♥10, ♣K, ♥6, ♦10, ♥2 | pair
♥10, ♣K, ♠6, ♦8, ♦10 | pair
♥10, ♣K, ♠6, ♣J, ♣J | pair
♥10, ♣K, ♠6, ♣J, ♣J | pair
♥10, ♣K, ♠6, ♣J, ♦10 | pair
♥10, ♣K, ♠6, ♣J, ♣J | pair
♥10, ♣K, ♠6, ♣J, ♦10 | pair
♥10, ♣K, ♠6, ♣J, ♦10 | pair
♥10, ♣K, ♠6, ♦10, ♣4 | pair
♥10, ♣K, ♠6, ♦10, ♥2 | pair
♥10, ♣K, ♦8, ♣J, ♣J | pair
♥10, ♣K, ♦8, ♣J, ♣J | pair
♥10, ♣K, ♦8, ♣J, ♦10 | pair
♥10, ♣K, ♦8, ♣J, ♣J | pair
♥10, ♣K, ♦8, ♣J, ♦10 | pair
♥10, ♣K, ♦8, ♣J, ♦10 | pair
♥10, ♣K, ♦8, ♦10, ♣4 | pair
♥10, ♣K, ♦8, ♦10, ♥2 | pair
♥10, ♣K, ♣J, ♣J, ♣J | three of a kind
♥10, ♣K, ♣J, ♣J, ♦10 | two pairs
♥10, ♣K, ♣J, ♣J, ♣4 | pair
♥10, ♣K, ♣J, ♣J, ♥2 | pair
♥10, ♣K, ♣J, ♣J, ♦10 | two pairs
♥10, ♣K, ♣J, ♣J, ♣4 | pair
♥10, ♣K, ♣J, ♣J, ♥2 | pair
♥10, ♣K, ♣J, ♦10, ♣4 | pair
♥10, ♣K, ♣J, ♦10, ♥2 | pair
♥10, ♣K, ♣J, ♣J, ♦10 | two pairs
♥10, ♣K, ♣J, ♣J, ♣4 | pair
♥10, ♣K, ♣J, ♣J, ♥2 | pair
♥10, ♣K, ♣J, ♦10, ♣4 | pair
♥10, ♣K, ♣J, ♦10, ♥2 | pair
♥10, ♣K, ♣J, ♦10, ♣4 | pair
♥10, ♣K, ♣J, ♦10, ♥2 | pair
♥10, ♣K, ♦10, ♣4, ♥2 | pair
♥10, ♥6, ♠6, ♦8, ♣J | pair
♥10, ♥6, ♠6, ♦8, ♣J | pair
♥10, ♥6, ♠6, ♦8, ♣J | pair
♥10, ♥6, ♠6, ♦8, ♦10 | two pairs
♥10, ♥6, ♠6, ♦8, ♣4 | pair
♥10, ♥6, ♠6, ♦8, ♥2 | pair
♥10, ♥6, ♠6, ♣J, ♣J | two pairs
♥10, ♥6, ♠6, ♣J, ♣J | two pairs
♥10, ♥6, ♠6, ♣J, ♦10 | two pairs
♥10, ♥6, ♠6, ♣J, ♣4 | pair
♥10, ♥6, ♠6, ♣J, ♥2 | pair
♥10, ♥6, ♠6, ♣J, ♣J | two pairs
♥10, ♥6, ♠6, ♣J, ♦10 | two pairs
♥10, ♥6, ♠6, ♣J, ♣4 | pair
♥10, ♥6, ♠6, ♣J, ♥2 | pair
♥10, ♥6, ♠6, ♣J, ♦10 | two pairs
♥10, ♥6, ♠6, ♣J, ♣4 | pair
♥10, ♥6, ♠6, ♣J, ♥2 | pair
♥10, ♥6, ♠6, ♦10, ♣4 | two pairs
♥10, ♥6, ♠6, ♦10, ♥2 | two pairs
♥10, ♥6, ♠6, ♣4, ♥2 | pair
♥10, ♥6, ♦8, ♣J, ♣J | pair
♥10, ♥6, ♦8, ♣J, ♣J | pair
♥10, ♥6, ♦8, ♣J, ♦10 | pair
♥10, ♥6, ♦8, ♣J, ♣J | pair
♥10, ♥6, ♦8, ♣J, ♦10 | pair
♥10, ♥6, ♦8, ♣J, ♦10 | pair
♥10, ♥6, ♦8, ♦10, ♣4 | pair
♥10, ♥6, ♦8, ♦10, ♥2 | pair
♥10, ♥6, ♣J, ♣J, ♣J | three of a kind
♥10, ♥6, ♣J, ♣J, ♦10 | two pairs
♥10, ♥6, ♣J, ♣J, ♣4 | pair
♥10, ♥6, ♣J, ♣J, ♥2 | pair
♥10, ♥6, ♣J, ♣J, ♦10 | two pairs
♥10, ♥6, ♣J, ♣J, ♣4 | pair
♥10, ♥6, ♣J, ♣J, ♥2 | pair
♥10, ♥6, ♣J, ♦10, ♣4 | pair
♥10, ♥6, ♣J, ♦10, ♥2 | pair
♥10, ♥6, ♣J, ♣J, ♦10 | two pairs
♥10, ♥6, ♣J, ♣J, ♣4 | pair
♥10, ♥6, ♣J, ♣J, ♥2 | pair
♥10, ♥6, ♣J, ♦10, ♣4 | pair
♥10, ♥6, ♣J, ♦10, ♥2 | pair
♥10, ♥6, ♣J, ♦10, ♣4 | pair
♥10, ♥6, ♣J, ♦10, ♥2 | pair
♥10, ♥6, ♦10, ♣4, ♥2 | pair
♥10, ♠6, ♦8, ♣J, ♣J | pair
♥10, ♠6, ♦8, ♣J, ♣J | pair
♥10, ♠6, ♦8, ♣J, ♦10 | pair
♥10, ♠6, ♦8, ♣J, ♣J | pair
♥10, ♠6, ♦8, ♣J, ♦10 | pair
♥10, ♠6, ♦8, ♣J, ♦10 | pair
♥10, ♠6, ♦8, ♦10, ♣4 | pair
♥10, ♠6, ♦8, ♦10, ♥2 | pair
♥10, ♠6, ♣J, ♣J, ♣J | three of a kind
♥10, ♠6, ♣J, ♣J, ♦10 | two pairs
♥10, ♠6, ♣J, ♣J, ♣4 | pair
♥10, ♠6, ♣J, ♣J, ♥2 | pair
♥10, ♠6, ♣J, ♣J, ♦10 | two pairs
♥10, ♠6, ♣J, ♣J, ♣4 | pair
♥10, ♠6, ♣J, ♣J, ♥2 | pair
♥10, ♠6, ♣J, ♦10, ♣4 | pair
♥10, ♠6, ♣J, ♦10, ♥2 | pair
♥10, ♠6, ♣J, ♣J, ♦10 | two pairs
♥10, ♠6, ♣J, ♣J, ♣4 | pair
♥10, ♠6, ♣J, ♣J, ♥2 | pair
♥10, ♠6, ♣J, ♦10, ♣4 | pair
♥10, ♠6, ♣J, ♦10, ♥2 | pair
♥10, ♠6, ♣J, ♦10, ♣4 | pair
♥10, ♠6, ♣J, ♦10, ♥2 | pair
♥10, ♠6, ♦10, ♣4, ♥2 | pair
♥10, ♦8, ♣J, ♣J, ♣J | three of a kind
♥10, ♦8, ♣J, ♣J, ♦10 | two pairs
♥10, ♦8, ♣J, ♣J, ♣4 | pair
♥10, ♦8, ♣J, ♣J, ♥2 | pair
♥10, ♦8, ♣J, ♣J, ♦10 | two pairs
♥10, ♦8, ♣J, ♣J, ♣4 | pair
♥10, ♦8, ♣J, ♣J, ♥2 | pair
♥10, ♦8, ♣J, ♦10, ♣4 | pair
♥10, ♦8, ♣J, ♦10, ♥2 | pair
♥10, ♦8, ♣J, ♣J, ♦10 | two pairs
♥10, ♦8, ♣J, ♣J, ♣4 | pair
♥10, ♦8, ♣J, ♣J, ♥2 | pair
♥10, ♦8, ♣J, ♦10, ♣4 | pair
♥10, ♦8, ♣J, ♦10, ♥2 | pair
♥10, ♦8, ♣J, ♦10, ♣4 | pair
♥10, ♦8, ♣J, ♦10, ♥2 | pair
♥10, ♦8, ♦10, ♣4, ♥2 | pair
♥10, ♣J, ♣J, ♣J, ♦10 | fullhouse
♥10, ♣J, ♣J, ♣J, ♣4 | three of a kind
♥10, ♣J, ♣J, ♣J, ♥2 | three of a kind
♥10, ♣J, ♣J, ♦10, ♣4 | two pairs
♥10, ♣J, ♣J, ♦10, ♥2 | two pairs
♥10, ♣J, ♣J, ♣4, ♥2 | pair
♥10, ♣J, ♣J, ♦10, ♣4 | two pairs
♥10, ♣J, ♣J, ♦10, ♥2 | two pairs
♥10, ♣J, ♣J, ♣4, ♥2 | pair
♥10, ♣J, ♦10, ♣4, ♥2 | pair
♥10, ♣J, ♣J, ♦10, ♣4 | two pairs
♥10, ♣J, ♣J, ♦10, ♥2 | two pairs
♥10, ♣J, ♣J, ♣4, ♥2 | pair
♥10, ♣J, ♦10, ♣4, ♥2 | pair
♥10, ♣J, ♦10, ♣4, ♥2 | pair
♠8, ♣K, ♥6, ♠6, ♦8 | two pairs
♠8, ♣K, ♥6, ♠6, ♣J | pair
♠8, ♣K, ♥6, ♠6, ♣J | pair
♠8, ♣K, ♥6, ♠6, ♣J | pair
♠8, ♣K, ♥6, ♠6, ♦10 | pair
♠8, ♣K, ♥6, ♠6, ♣4 | pair
♠8, ♣K, ♥6, ♠6, ♥2 | pair
♠8, ♣K, ♥6, ♦8, ♣J | pair
♠8, ♣K, ♥6, ♦8, ♣J | pair
♠8, ♣K, ♥6, ♦8, ♣J | pair
♠8, ♣K, ♥6, ♦8, ♦10 | pair
♠8, ♣K, ♥6, ♦8, ♣4 | pair
♠8, ♣K, ♥6, ♦8, ♥2 | pair
♠8, ♣K, ♥6, ♣J, ♣J | pair
♠8, ♣K, ♥6, ♣J, ♣J | pair
♠8, ♣K, ♥6, ♣J, ♣J | pair
♠8, ♣K, ♠6, ♦8, ♣J | pair
♠8, ♣K, ♠6, ♦8, ♣J | pair
♠8, ♣K, ♠6, ♦8, ♣J | pair
♠8, ♣K, ♠6, ♦8, ♦10 | pair
♠8, ♣K, ♠6, ♦8, ♣4 | pair
♠8, ♣K, ♠6, ♦8, ♥2 | pair
♠8, ♣K, ♠6, ♣J, ♣J | pair
♠8, ♣K, ♠6, ♣J, ♣J | pair
♠8, ♣K, ♠6, ♣J, ♣J | pair
♠8, ♣K, ♦8, ♣J, ♣J | two pairs
♠8, ♣K, ♦8, ♣J, ♣J | two pairs
♠8, ♣K, ♦8, ♣J, ♦10 | pair
♠8, ♣K, ♦8, ♣J, ♣4 | pair
♠8, ♣K, ♦8, ♣J, ♥2 | pair
♠8, ♣K, ♦8, ♣J, ♣J | two pairs
♠8, ♣K, ♦8, ♣J, ♦10 | pair
♠8, ♣K, ♦8, ♣J, ♣4 | pair
♠8, ♣K, ♦8, ♣J, ♥2 | pair
♠8, ♣K, ♦8, ♣J, ♦10 | pair
♠8, ♣K, ♦8, ♣J, ♣4 | pair
♠8, ♣K, ♦8, ♣J, ♥2 | pair
♠8, ♣K, ♦8, ♦10, ♣4 | pair
♠8, ♣K, ♦8, ♦10, ♥2 | pair
♠8, ♣K, ♦8, ♣4, ♥2 | pair
♠8, ♣K, ♣J, ♣J, ♣J | three of a kind
♠8, ♣K, ♣J, ♣J, ♦10 | pair
♠8, ♣K, ♣J, ♣J, ♣4 | pair
♠8, ♣K, ♣J, ♣J, ♥2 | pair
♠8, ♣K, ♣J, ♣J, ♦10 | pair
♠8, ♣K, ♣J, ♣J, ♣4 | pair
♠8, ♣K, ♣J, ♣J, ♥2 | pair
♠8, ♣K, ♣J, ♣J, ♦10 | pair
♠8, ♣K, ♣J, ♣J, ♣4 | pair
♠8, ♣K, ♣J, ♣J, ♥2 | pair
♠8, ♥6, ♠6, ♦8, ♣J | two pairs
♠8, ♥6, ♠6, ♦8, ♣J | two pairs
♠8, ♥6, ♠6, ♦8, ♣J | two pairs
♠8, ♥6, ♠6, ♦8, ♦10 | two pairs
♠8, ♥6, ♠6, ♦8, ♣4 | two pairs
♠8, ♥6, ♠6, ♦8, ♥2 | two pairs
♠8, ♥6, ♠6, ♣J, ♣J | two pairs
♠8, ♥6, ♠6, ♣J, ♣J | two pairs
♠8, ♥6, ♠6, ♣J, ♦10 | pair
♠8, ♥6, ♠6, ♣J, ♣4 | pair
♠8, ♥6, ♠6, ♣J, ♥2 | pair
♠8, ♥6, ♠6, ♣J, ♣J | two pairs
♠8, ♥6, ♠6, ♣J, ♦10 | pair
♠8, ♥6, ♠6, ♣J, ♣4 | pair
♠8, ♥6, ♠6, ♣J, ♥2 | pair
♠8, ♥6, ♠6, ♣J, ♦10 | pair
♠8, ♥6, ♠6, ♣J, ♣4 | pair
♠8, ♥6, ♠6, ♣J, ♥2 | pair
♠8, ♥6, ♠6, ♦10, ♣4 | pair
♠8, ♥6, ♠6, ♦10, ♥2 | pair
♠8, ♥6, ♠6, ♣4, ♥2 | pair
♠8, ♥6, ♦8, ♣J, ♣J | two pairs
♠8, ♥6, ♦8, ♣J, ♣J | two pairs
♠8, ♥6, ♦8, ♣J, ♦10 | pair
♠8, ♥6, ♦8, ♣J, ♣4 | pair
♠8, ♥6, ♦8, ♣J, ♥2 | pair
♠8, ♥6, ♦8, ♣J, ♣J | two pairs
♠8, ♥6, ♦8, ♣J, ♦10 | pair
♠8, ♥6, ♦8, ♣J, ♣4 | pair
♠8, ♥6, ♦8, ♣J, ♥2 | pair
♠8, ♥6, ♦8, ♣J, ♦10 | pair
♠8, ♥6, ♦8, ♣J, ♣4 | pair
♠8, ♥6, ♦8, ♣J, ♥2 | pair
♠8, ♥6, ♦8, ♦10, ♣4 | pair
♠8, ♥6, ♦8, ♦10, ♥2 | pair
♠8, ♥6, ♦8, ♣4, ♥2 | pair
♠8, ♥6, ♣J, ♣J, ♣J | three of a kind
♠8, ♥6, ♣J, ♣J, ♦10 | pair
♠8, ♥6, ♣J, ♣J, ♣4 | pair
♠8, ♥6, ♣J, ♣J, ♥2 | pair
♠8, ♥6, ♣J, ♣J, ♦10 | pair
♠8, ♥6, ♣J, ♣J, ♣4 | pair
♠8, ♥6, ♣J, ♣J, ♥2 | pair
♠8, ♥6, ♣J, ♣J, ♦10 | pair
♠8, ♥6, ♣J, ♣J, ♣4 | pair
♠8, ♥6, ♣J, ♣J, ♥2 | pair
♠8, ♠6, ♦8, ♣J, ♣J | two pairs
♠8, ♠6, ♦8, ♣J, ♣J | two pairs
♠8, ♠6, ♦8, ♣J, ♦10 | pair
♠8, ♠6, ♦8, ♣J, ♣4 | pair
♠8, ♠6, ♦8, ♣J, ♥2 | pair
♠8, ♠6, ♦8, ♣J, ♣J | two pairs
♠8, ♠6, ♦8, ♣J, ♦10 | pair
♠8, ♠6, ♦8, ♣J, ♣4 | pair
♠8, ♠6, ♦8, ♣J, ♥2 | pair
♠8, ♠6, ♦8, ♣J, ♦10 | pair
♠8, ♠6, ♦8, ♣J, ♣4 | pair
♠8, ♠6, ♦8, ♣J, ♥2 | pair
♠8, ♠6, ♦8, ♦10, ♣4 | pair
♠8, ♠6, ♦8, ♦10, ♥2 | pair
♠8, ♠6, ♦8, ♣4, ♥2 | pair
♠8, ♠6, ♣J, ♣J, ♣J | three of a kind
♠8, ♠6, ♣J, ♣J, ♦10 | pair
♠8, ♠6, ♣J, ♣J, ♣4 | pair
♠8, ♠6, ♣J, ♣J, ♥2 | pair
♠8, ♠6, ♣J, ♣J, ♦10 | pair
♠8, ♠6, ♣J, ♣J, ♣4 | pair
♠8, ♠6, ♣J, ♣J, ♥2 | pair
♠8, ♠6, ♣J, ♣J, ♦10 | pair
♠8, ♠6, ♣J, ♣J, ♣4 | pair
♠8, ♠6, ♣J, ♣J, ♥2 | pair
♠8, ♦8, ♣J, ♣J, ♣J | fullhouse
♠8, ♦8, ♣J, ♣J, ♦10 | two pairs
♠8, ♦8, ♣J, ♣J, ♣4 | two pairs
♠8, ♦8, ♣J, ♣J, ♥2 | two pairs
♠8, ♦8, ♣J, ♣J, ♦10 | two pairs
♠8, ♦8, ♣J, ♣J, ♣4 | two pairs
♠8, ♦8, ♣J, ♣J, ♥2 | two pairs
♠8, ♦8, ♣J, ♦10, ♣4 | pair
♠8, ♦8, ♣J, ♦10, ♥2 | pair
