♠7, ♦7, ♦3, ♥8, ♣2 | pair
♣7, ♦J, ♦10, ♣2, ♣J | pair
♣7, ♦J, ♦10, ♥4, ♣J | pair
♣7, ♦J, ♦10, ♣5, ♣J | pair
♣7, ♦J, ♣2, ♥4, ♣J | pair
♣7, ♦J, ♣2, ♣5, ♣J | pair
♣7, ♦J, ♥4, ♣5, ♣J | pair
♣7, ♠Q, ♣3, ♦Q, ♠2 | pair
♣7, ♠Q, ♣3, ♦Q, ♦10 | pair
♣7, ♠Q, ♣3, ♦Q, ♣2 | pair
♣7, ♠Q, ♣3, ♦Q, ♥4 | pair
♣7, ♠Q, ♣3, ♦Q, ♣5 | pair
♣7, ♠Q, ♣3, ♦Q, ♣J | pair
♣7, ♠Q, ♣3, ♠2, ♣2 | pair
♣7, ♠Q, ♦Q, ♠2, ♦10 | pair
♣7, ♠Q, ♦Q, ♠2, ♣2 | two pairs
♣7, ♠Q, ♦Q, ♠2, ♥4 | pair
♣7, ♠Q, ♦Q, ♠2, ♣5 | pair
♣7, ♠Q, ♦Q, ♠2, ♣J | pair
♣7, ♠Q, ♦Q, ♦10, ♣2 | pair
♣7, ♠Q, ♦Q, ♦10, ♥4 | pair
♣7, ♠Q, ♦Q, ♦10, ♣5 | pair
♣7, ♠Q, ♦Q, ♦10, ♣J | pair
♣7, ♠Q, ♦Q, ♣2, ♥4 | pair
♣7, ♠Q, ♦Q, ♣2, ♣5 | pair
♣7, ♠Q, ♦Q, ♣2, ♣J | pair
♣7, ♠Q, ♦Q, ♥4, ♣5 | pair
♣7, ♠Q, ♦Q, ♥4, ♣J | pair
♣7, ♠Q, ♦Q, ♣5, ♣J | pair
♣7, ♠Q, ♠2, ♦10, ♣2 | pair
♣7, ♠Q, ♠2, ♣2, ♥4 | pair
♣7, ♠Q, ♠2, ♣2, ♣5 | pair
♣7, ♠Q, ♠2, ♣2, ♣J | pair
♣7, ♣3, ♦Q, ♠2, ♣2 | pair
♣7, ♣3, ♠2, ♦10, ♣2 | pair
♣7, ♣3, ♠2, ♣2, ♥4 | pair
♣7, ♣3, ♠2, ♣2, ♣5 | pair
♣7, ♣3, ♠2, ♣2, ♣J | pair
♣7, ♣3, ♣2, ♣5, ♣J | flush
♣7, ♦Q, ♠2, ♦10, ♣2 | pair
♣7, ♦Q, ♠2, ♣2, ♥4 | pair
♣7, ♦Q, ♠2, ♣2, ♣5 | pair
♣7, ♦Q, ♠2, ♣2, ♣J | pair
♣7, ♠2, ♦10, ♣2, ♥4 | pair
♣7, ♠2, ♦10, ♣2, ♣5 | pair
♣7, ♠2, ♦10, ♣2, ♣J | pair
♣7, ♠2, ♣2, ♥4, ♣5 | pair
♣7, ♠2, ♣2, ♥4, ♣J | pair
♣7, ♠2, ♣2, ♣5, ♣J | pair
♦J, ♠Q, ♣3, ♦Q, ♠2 | pair
♦J, ♠Q, ♣3, ♦Q, ♦10 | pair
♦J, ♠Q, ♣3, ♦Q, ♣2 | pair
♦J, ♠Q, ♣3, ♦Q, ♥4 | pair
♦J, ♠Q, ♣3, ♦Q, ♣5 | pair
♦J, ♠Q, ♣3, ♦Q, ♣J | two pairs
♦J, ♠Q, ♣3, ♠2, ♣2 | pair
♦J, ♠Q, ♣3, ♠2, ♣J | pair
♦J, ♠Q, ♣3, ♦10, ♣J | pair
♦J, ♠Q, ♣3, ♣2, ♣J | pair
♦J, ♠Q, ♣3, ♥4, ♣J | pair
♦J, ♠Q, ♣3, ♣5, ♣J | pair
♦J, ♠Q, ♦Q, ♠2, ♦10 | pair
♦J, ♠Q, ♦Q, ♠2, ♣2 | two pairs
♦J, ♠Q, ♦Q, ♠2, ♥4 | pair
♦J, ♠Q, ♦Q, ♠2, ♣5 | pair
♦J, ♠Q, ♦Q, ♠2, ♣J | two pairs
♦J, ♠Q, ♦Q, ♦10, ♣2 | pair
♦J, ♠Q, ♦Q, ♦10, ♥4 | pair
♦J, ♠Q, ♦Q, ♦10, ♣5 | pair
♦J, ♠Q, ♦Q, ♦10, ♣J | two pairs
♦J, ♠Q, ♦Q, ♣2, ♥4 | pair
♦J, ♠Q, ♦Q, ♣2, ♣5 | pair
♦J, ♠Q, ♦Q, ♣2, ♣J | two pairs
♦J, ♠Q, ♦Q, ♥4, ♣5 | pair
♦J, ♠Q, ♦Q, ♥4, ♣J | two pairs
♦J, ♠Q, ♦Q, ♣5, ♣J | two pairs
♦J, ♠Q, ♠2, ♦10, ♣2 | pair
♦J, ♠Q, ♠2, ♦10, ♣J | pair
♦J, ♠Q, ♠2, ♣2, ♥4 | pair
♦J, ♠Q, ♠2, ♣2, ♣5 | pair
♦J, ♠Q, ♠2, ♣2, ♣J | two pairs
♦J, ♠Q, ♠2, ♥4, ♣J | pair
♦J, ♠Q, ♠2, ♣5, ♣J | pair
♦J, ♠Q, ♦10, ♣2, ♣J | pair
♦J, ♠Q, ♦10, ♥4, ♣J | pair
♦J, ♠Q, ♦10, ♣5, ♣J | pair
♦J, ♠Q, ♣2, ♥4, ♣J | pair
♦J, ♠Q, ♣2, ♣5, ♣J | pair
♦J, ♠Q, ♥4, ♣5, ♣J | pair
♦J, ♣3, ♦Q, ♠2, ♣2 | pair
♦J, ♣3, ♦Q, ♠2, ♣J | pair
♦J, ♣3, ♦Q, ♦10, ♣J | pair
♦J, ♣3, ♦Q, ♣2, ♣J | pair
♦J, ♣3, ♦Q, ♥4, ♣J | pair
♦J, ♣3, ♦Q, ♣5, ♣J | pair
♦J, ♣3, ♠2, ♦10, ♣2 | pair
♦J, ♣3, ♠2, ♦10, ♣J | pair
♦J, ♣3, ♠2, ♣2, ♥4 | pair
♦J, ♣3, ♠2, ♣2, ♣5 | pair
♦J, ♣3, ♠2, ♣2, ♣J | two pairs
♦J, ♣3, ♠2, ♥4, ♣J | pair
♦J, ♣3, ♠2, ♣5, ♣J | pair
♦J, ♣3, ♦10, ♣2, ♣J | pair
♦J, ♣3, ♦10, ♥4, ♣J | pair
♦J, ♣3, ♦10, ♣5, ♣J | pair
♦J, ♣3, ♣2, ♥4, ♣J | pair
♦J, ♣3, ♣2, ♣5, ♣J | pair
♦J, ♣3, ♥4, ♣5, ♣J | pair
♦J, ♦Q, ♠2, ♦10, ♣2 | pair
♦J, ♦Q, ♠2, ♦10, ♣J | pair
♦J, ♦Q, ♠2, ♣2, ♥4 | pair
♦J, ♦Q, ♠2, ♣2, ♣5 | pair
♦J, ♦Q, ♠2, ♣2, ♣J | two pairs
♦J, ♦Q, ♠2, ♥4, ♣J | pair
♦J, ♦Q, ♠2, ♣5, ♣J | pair
♦J, ♦Q, ♦10, ♣2, ♣J | pair
♦J, ♦Q, ♦10, ♥4, ♣J | pair
♦J, ♦Q, ♦10, ♣5, ♣J | pair
♦J, ♦Q, ♣2, ♥4, ♣J | pair
♦J, ♦Q, ♣2, ♣5, ♣J | pair
♦J, ♦Q, ♥4, ♣5, ♣J | pair
♦J, ♠2, ♦10, ♣2, ♥4 | pair
♦J, ♠2, ♦10, ♣2, ♣5 | pair
♦J, ♠2, ♦10, ♣2, ♣J | two pairs
♦J, ♠2, ♦10, ♥4, ♣J | pair
♦J, ♠2, ♦10, ♣5, ♣J | pair
♦J, ♠2, ♣2, ♥4, ♣5 | pair
♦J, ♠2, ♣2, ♥4, ♣J | two pairs
♦J, ♠2, ♣2, ♣5, ♣J | two pairs
♦J, ♠2, ♥4, ♣5, ♣J | pair
♦J, ♦10, ♣2, ♥4, ♣J | pair
♦J, ♦10, ♣2, ♣5, ♣J | pair
♦J, ♦10, ♥4, ♣5, ♣J | pair
♦J, ♣2, ♥4, ♣5, ♣J | pair
♠Q, ♣3, ♦Q, ♠2, ♦10 | pair
♠Q, ♣3, ♦Q, ♠2, ♣2 | two pairs
♠Q, ♣3, ♦Q, ♠2, ♥4 | pair
♠Q, ♣3, ♦Q, ♠2, ♣5 | pair
♠Q, ♣3, ♦Q, ♠2, ♣J | pair
♠Q, ♣3, ♦Q, ♦10, ♣2 | pair
♠Q, ♣3, ♦Q, ♦10, ♥4 | pair
♠Q, ♣3, ♦Q, ♦10, ♣5 | pair
♠Q, ♣3, ♦Q, ♦10, ♣J | pair
♠Q, ♣3, ♦Q, ♣2, ♥4 | pair
♠Q, ♣3, ♦Q, ♣2, ♣5 | pair
♠Q, ♣3, ♦Q, ♣2, ♣J | pair
♠Q, ♣3, ♦Q, ♥4, ♣5 | pair
♠Q, ♣3, ♦Q, ♥4, ♣J | pair
♠Q, ♣3, ♦Q, ♣5, ♣J | pair
♠Q, ♣3, ♠2, ♦10, ♣2 | pair
♠Q, ♣3, ♠2, ♣2, ♥4 | pair
♠Q, ♣3, ♠2, ♣2, ♣5 | pair
♠Q, ♣3, ♠2, ♣2, ♣J | pair
♠Q, ♦Q, ♠2, ♦10, ♣2 | two pairs
♠Q, ♦Q, ♠2, ♦10, ♥4 | pair
♠Q, ♦Q, ♠2, ♦10, ♣5 | pair
♠Q, ♦Q, ♠2, ♦10, ♣J | pair
♠Q, ♦Q, ♠2, ♣2, ♥4 | two pairs
♠Q, ♦Q, ♠2, ♣2, ♣5 | two pairs
♠Q, ♦Q, ♠2, ♣2, ♣J | two pairs
♠Q, ♦Q, ♠2, ♥4, ♣5 | pair
♠Q, ♦Q, ♠2, ♥4, ♣J | pair
♠Q, ♦Q, ♠2, ♣5, ♣J | pair
♠Q, ♦Q, ♦10, ♣2, ♥4 | pair
♠Q, ♦Q, ♦10, ♣2, ♣5 | pair
♠Q, ♦Q, ♦10, ♣2, ♣J | pair
♠Q, ♦Q, ♦10, ♥4, ♣5 | pair
♠Q, ♦Q, ♦10, ♥4, ♣J | pair
♠Q, ♦Q, ♦10, ♣5, ♣J | pair
♠Q, ♦Q, ♣2, ♥4, ♣5 | pair
♠Q, ♦Q, ♣2, ♥4, ♣J | pair
♠Q, ♦Q, ♣2, ♣5, ♣J | pair
♠Q, ♦Q, ♥4, ♣5, ♣J | pair
♠Q, ♠2, ♦10, ♣2, ♥4 | pair
♠Q, ♠2, ♦10, ♣2, ♣5 | pair
♠Q, ♠2, ♦10, ♣2, ♣J | pair
♠Q, ♠2, ♣2, ♥4, ♣5 | pair
♠Q, ♠2, ♣2, ♥4, ♣J | pair
♠Q, ♠2, ♣2, ♣5, ♣J | pair
♣3, ♦Q, ♠2, ♦10, ♣2 | pair
♣3, ♦Q, ♠2, ♣2, ♥4 | pair
♣3, ♦Q, ♠2, ♣2, ♣5 | pair
♣3, ♦Q, ♠2, ♣2, ♣J | pair
♣3, ♠2, ♦10, ♣2, ♥4 | pair
♣3, ♠2, ♦10, ♣2, ♣5 | pair
♣3, ♠2, ♦10, ♣2, ♣J | pair
♣3, ♠2, ♣2, ♥4, ♣5 | pair
♣3, ♠2, ♣2, ♥4, ♣J | pair
♣3, ♠2, ♣2, ♣5, ♣J | pair
♦Q, ♠2, ♦10, ♣2, ♥4 | pair
♦Q, ♠2, ♦10, ♣2, ♣5 | pair
♦Q, ♠2, ♦10, ♣2, ♣J | pair
♦Q, ♠2, ♣2, ♥4, ♣5 | pair
♦Q, ♠2, ♣2, ♥4, ♣J | pair
♦Q, ♠2, ♣2, ♣5, ♣J | pair
♠2, ♦10, ♣2, ♥4, ♣5 | pair
♠2, ♦10, ♣2, ♥4, ♣J | pair
♠2, ♦10, ♣2, ♣5, ♣J | pair
♠2, ♣2, ♥4, ♣5, ♣J | pair
