♠4, ♦J, ♣7, ♥10, ♥7 | pair
♥10, ♥8, ♣10, ♥10, ♥7 | three of a kind
♥10, ♥8, ♠10, ♣K, ♥10 | three of a kind
♥10, ♥8, ♠10, ♣K, ♥7 | pair
♥10, ♥8, ♠10, ♥10, ♥7 | three of a kind
♥10, ♥8, ♣K, ♥10, ♥7 | pair
♥10, ♦2, ♥7, ♣7, ♣10 | two pairs
♥10, ♦2, ♥7, ♣7, ♠10 | two pairs
♥10, ♦2, ♥7, ♣7, ♣K | pair
♥10, ♦2, ♥7, ♣7, ♥10 | two pairs
♥10, ♦2, ♥7, ♣7, ♥7 | three of a kind
♥10, ♦2, ♥7, ♣10, ♠10 | three of a kind
♥10, ♦2, ♥7, ♣10, ♣K | pair
♥10, ♦2, ♥7, ♣10, ♥10 | three of a kind
♥10, ♦2, ♥7, ♣10, ♥7 | two pairs
♥10, ♦2, ♥7, ♠10, ♣K | pair
♥10, ♦2, ♥7, ♠10, ♥10 | three of a kind
♥10, ♦2, ♥7, ♠10, ♥7 | two pairs
♥10, ♦2, ♥7, ♣K, ♥10 | pair
♥10, ♦2, ♥7, ♣K, ♥7 | pair
♥10, ♦2, ♥7, ♥10, ♥7 | two pairs
♥10, ♦2, ♣7, ♣10, ♠10 | three of a kind
♥10, ♦2, ♣7, ♣10, ♣K | pair
♥10, ♦2, ♣7, ♣10, ♥10 | three of a kind
♥10, ♦2, ♣7, ♣10, ♥7 | two pairs
♥10, ♦2, ♣7, ♠10, ♣K | pair
♥10, ♦2, ♣7, ♠10, ♥10 | three of a kind
♥10, ♦2, ♣7, ♠10, ♥7 | two pairs
♥10, ♦2, ♣7, ♣K, ♥10 | pair
♥10, ♦2, ♣7, ♣K, ♥7 | pair
♥10, ♦2, ♣7, ♥10, ♥7 | two pairs
♥10, ♦2, ♣10, ♠10, ♣K | three of a kind
♥10, ♦2, ♣10, ♠10, ♥10 | four of a kind!
♥10, ♦2, ♣10, ♠10, ♥7 | three of a kind
♥10, ♦2, ♣10, ♣K, ♥10 | three of a kind
♥10, ♦2, ♣10, ♣K, ♥7 | pair
♥10, ♦2, ♣10, ♥10, ♥7 | three of a kind
♥10, ♦2, ♠10, ♣K, ♥10 | three of a kind
♥10, ♦2, ♠10, ♣K, ♥7 | pair
♥10, ♦2, ♠10, ♥10, ♥7 | three of a kind
♥10, ♦2, ♣K, ♥10, ♥7 | pair
♥10, ♥7, ♣7, ♣10, ♠10 | fullhouse
♥10, ♥7, ♣7, ♣10, ♣K | two pairs
♥10, ♥7, ♣7, ♣10, ♥10 | fullhouse
♥10, ♥7, ♣7, ♣10, ♥7 | fullhouse
♥10, ♥7, ♣7, ♠10, ♣K | two pairs
♥10, ♥7, ♣7, ♠10, ♥10 | fullhouse
♥10, ♥7, ♣7, ♠10, ♥7 | fullhouse
♥10, ♥7, ♣7, ♣K, ♥10 | two pairs
♥10, ♥7, ♣7, ♣K, ♥7 | three of a kind
♥10, ♥7, ♣7, ♥10, ♥7 | fullhouse
♥10, ♥7, ♣10, ♠10, ♣K | three of a kind
♥10, ♥7, ♣10, ♠10, ♥10 | four of a kind!
♥10, ♥7, ♣10, ♠10, ♥7 | fullhouse
♥10, ♥7, ♣10, ♣K, ♥10 | three of a kind
♥10, ♥7, ♣10, ♣K, ♥7 | two pairs
♥10, ♥7, ♣10, ♥10, ♥7 | fullhouse
♥10, ♥7, ♠10, ♣K, ♥10 | three of a kind
♥10, ♥7, ♠10, ♣K, ♥7 | two pairs
♥10, ♥7, ♠10, ♥10, ♥7 | fullhouse
♥10, ♥7, ♣K, ♥10, ♥7 | two pairs
♥10, ♣7, ♣10, ♠10, ♣K | three of a kind
♥10, ♣7, ♣10, ♠10, ♥10 | four of a kind!
♥10, ♣7, ♣10, ♠10, ♥7 | fullhouse
♥10, ♣7, ♣10, ♣K, ♥10 | three of a kind
♥10, ♣7, ♣10, ♣K, ♥7 | two pairs
♥10, ♣7, ♣10, ♥10, ♥7 | fullhouse
♥10, ♣7, ♠10, ♣K, ♥10 | three of a kind
♥10, ♣7, ♠10, ♣K, ♥7 | two pairs
♥10, ♣7, ♠10, ♥10, ♥7 | fullhouse
♥10, ♣7, ♣K, ♥10, ♥7 | two pairs
♥10, ♣10, ♠10, ♣K, ♥10 | four of a kind!
♥10, ♣10, ♠10, ♣K, ♥7 | three of a kind
♥10, ♣10, ♠10, ♥10, ♥7 | four of a kind!
♥10, ♣10, ♣K, ♥10, ♥7 | three of a kind
♥10, ♠10, ♣K, ♥10, ♥7 | three of a kind
♦5, ♦6, ♦5, ♥8, ♦2 | pair
♦5, ♦6, ♦5, ♥8, ♥7 | pair
♦5, ♦6, ♦5, ♥8, ♣7 | pair
♦5, ♦6, ♦5, ♥8, ♣10 | pair
♦5, ♦6, ♦5, ♥8, ♠10 | pair
♦5, ♦6, ♦5, ♥8, ♣K | pair
♦5, ♦6, ♦5, ♥8, ♥10 | pair
♦5, ♦6, ♦5, ♥8, ♥7 | pair
♦5, ♦6, ♦5, ♦2, ♥7 | pair
♦5, ♦6, ♦5, ♦2, ♣7 | pair
♦5, ♦6, ♦5, ♦2, ♣10 | pair
♦5, ♦6, ♦5, ♦2, ♠10 | pair
♦5, ♦6, ♦5, ♦2, ♣K | pair
♦5, ♦6, ♦5, ♦2, ♥10 | pair
♦5, ♦6, ♦5, ♦2, ♥7 | pair
♦5, ♦6, ♦5, ♥7, ♣7 | two pairs
♦5, ♦6, ♦5, ♥7, ♣10 | pair
♦5, ♦6, ♦5, ♥7, ♠10 | pair
♦5, ♦6, ♦5, ♥7, ♣K | pair
♦5, ♦6, ♦5, ♥7, ♥10 | pair
♦5, ♦6, ♦5, ♥7, ♥7 | two pairs
♦5, ♦6, ♦5, ♣7, ♣10 | pair
♦5, ♦6, ♦5, ♣7, ♠10 | pair
♦5, ♦6, ♦5, ♣7, ♣K | pair
♦5, ♦6, ♦5, ♣7, ♥10 | pair
♦5, ♦6, ♦5, ♣7, ♥7 | two pairs
♦5, ♦6, ♦5, ♣10, ♠10 | two pairs
♦5, ♦6, ♦5, ♣10, ♣K | pair
♦5, ♦6, ♦5, ♣10, ♥10 | two pairs
♦5, ♦6, ♦5, ♣10, ♥7 | pair
♦5, ♦6, ♦5, ♠10, ♣K | pair
♦5, ♦6, ♦5, ♠10, ♥10 | two pairs
♦5, ♦6, ♦5, ♠10, ♥7 | pair
♦5, ♦6, ♦5, ♣K, ♥10 | pair
♦5, ♦6, ♦5, ♣K, ♥7 | pair
♦5, ♦6, ♦5, ♥10, ♥7 | pair
♦5, ♦6, ♥8, ♥7, ♣7 | pair
♦5, ♦6, ♥8, ♥7, ♥7 | pair
♦5, ♦6, ♥8, ♣7, ♥7 | pair
♦5, ♦6, ♥8, ♣10, ♠10 | pair
♦5, ♦6, ♥8, ♣10, ♥10 | pair
♦5, ♦6, ♥8, ♠10, ♥10 | pair
♦5, ♦6, ♦2, ♥7, ♣7 | pair
♦5, ♦6, ♦2, ♥7, ♥7 | pair
♦5, ♦6, ♦2, ♣7, ♥7 | pair
♦5, ♦6, ♦2, ♣10, ♠10 | pair
♦5, ♦6, ♦2, ♣10, ♥10 | pair
♦5, ♦6, ♦2, ♠10, ♥10 | pair
♦5, ♦6, ♥7, ♣7, ♣10 | pair
♦5, ♦6, ♥7, ♣7, ♠10 | pair
♦5, ♦6, ♥7, ♣7, ♣K | pair
♦5, ♦6, ♥7, ♣7, ♥10 | pair
♦5, ♦6, ♥7, ♣7, ♥7 | three of a kind
♦5, ♦6, ♥7, ♣10, ♠10 | pair
♦5, ♦6, ♥7, ♣10, ♥10 | pair
♦5, ♦6, ♥7, ♣10, ♥7 | pair
♦5, ♦6, ♥7, ♠10, ♥10 | pair
♦5, ♦6, ♥7, ♠10, ♥7 | pair
♦5, ♦6, ♥7, ♣K, ♥7 | pair
♦5, ♦6, ♥7, ♥10, ♥7 | pair
♦5, ♦6, ♣7, ♣10, ♠10 | pair
♦5, ♦6, ♣7, ♣10, ♥10 | pair
♦5, ♦6, ♣7, ♣10, ♥7 | pair
♦5, ♦6, ♣7, ♠10, ♥10 | pair
♦5, ♦6, ♣7, ♠10, ♥7 | pair
♦5, ♦6, ♣7, ♣K, ♥7 | pair
♦5, ♦6, ♣7, ♥10, ♥7 | pair
♦5, ♦6, ♣10, ♠10, ♣K | pair
♦5, ♦6, ♣10, ♠10, ♥10 | three of a kind
♦5, ♦6, ♣10, ♠10, ♥7 | pair
♦5, ♦6, ♣10, ♣K, ♥10 | pair
♦5, ♦6, ♣10, ♥10, ♥7 | pair
♦5, ♦6, ♠10, ♣K, ♥10 | pair
♦5, ♦6, ♠10, ♥10, ♥7 | pair
♦5, ♦5, ♥8, ♦2, ♥7 | pair
♦5, ♦5, ♥8, ♦2, ♣7 | pair
♦5, ♦5, ♥8, ♦2, ♣10 | pair
♦5, ♦5, ♥8, ♦2, ♠10 | pair
♦5, ♦5, ♥8, ♦2, ♣K | pair
♦5, ♦5, ♥8, ♦2, ♥10 | pair
♦5, ♦5, ♥8, ♦2, ♥7 | pair
♦5, ♦5, ♥8, ♥7, ♣7 | two pairs
♦5, ♦5, ♥8, ♥7, ♣10 | pair
♦5, ♦5, ♥8, ♥7, ♠10 | pair
♦5, ♦5, ♥8, ♥7, ♣K | pair
♦5, ♦5, ♥8, ♥7, ♥10 | pair
♦5, ♦5, ♥8, ♥7, ♥7 | two pairs
♦5, ♦5, ♥8, ♣7, ♣10 | pair
♦5, ♦5, ♥8, ♣7, ♠10 | pair
♦5, ♦5, ♥8, ♣7, ♣K | pair
♦5, ♦5, ♥8, ♣7, ♥10 | pair
♦5, ♦5, ♥8, ♣7, ♥7 | two pairs
♦5, ♦5, ♥8, ♣10, ♠10 | two pairs
♦5, ♦5, ♥8, ♣10, ♣K | pair
♦5, ♦5, ♥8, ♣10, ♥10 | two pairs
♦5, ♦5, ♥8, ♣10, ♥7 | pair
♦5, ♦5, ♥8, ♠10, ♣K | pair
♦5, ♦5, ♥8, ♠10, ♥10 | two pairs
♦5, ♦5, ♥8, ♠10, ♥7 | pair
♦5, ♦5, ♥8, ♣K, ♥10 | pair
♦5, ♦5, ♥8, ♣K, ♥7 | pair
♦5, ♦5, ♥8, ♥10, ♥7 | pair
♦5, ♦5, ♦2, ♥7, ♣7 | two pairs
♦5, ♦5, ♦2, ♥7, ♣10 | pair
♦5, ♦5, ♦2, ♥7, ♠10 | pair
♦5, ♦5, ♦2, ♥7, ♣K | pair
♦5, ♦5, ♦2, ♥7, ♥10 | pair
♦5, ♦5, ♦2, ♥7, ♥7 | two pairs
♦5, ♦5, ♦2, ♣7, ♣10 | pair
♦5, ♦5, ♦2, ♣7, ♠10 | pair
♦5, ♦5, ♦2, ♣7, ♣K | pair
♦5, ♦5, ♦2, ♣7, ♥10 | pair
♦5, ♦5, ♦2, ♣7, ♥7 | two pairs
♦5, ♦5, ♦2, ♣10, ♠10 | two pairs
♦5, ♦5, ♦2, ♣10, ♣K | pair
♦5, ♦5, ♦2, ♣10, ♥10 | two pairs
♦5, ♦5, ♦2, ♣10, ♥7 | pair
♦5, ♦5, ♦2, ♠10, ♣K | pair
♦5, ♦5, ♦2, ♠10, ♥10 | two pairs
♦5, ♦5, ♦2, ♠10, ♥7 | pair
♦5, ♦5, ♦2, ♣K, ♥10 | pair
♦5, ♦5, ♦2, ♣K, ♥7 | pair
♦5, ♦5, ♦2, ♥10, ♥7 | pair
♦5, ♦5, ♥7, ♣7, ♣10 | two pairs
♦5, ♦5, ♥7, ♣7, ♠10 | two pairs
♦5, ♦5, ♥7, ♣7, ♣K | two pairs
♦5, ♦5, ♥7, ♣7, ♥10 | two pairs
♦5, ♦5, ♥7, ♣7, ♥7 | fullhouse
♦5, ♦5, ♥7, ♣10, ♠10 | two pairs
♦5, ♦5, ♥7, ♣10, ♣K | pair
♦5, ♦5, ♥7, ♣10, ♥10 | two pairs
♦5, ♦5, ♥7, ♣10, ♥7 | two pairs
♦5, ♦5, ♥7, ♠10, ♣K | pair
♦5, ♦5, ♥7, ♠10, ♥10 | two pairs
♦5, ♦5, ♥7, ♠10, ♥7 | two pairs
♦5, ♦5, ♥7, ♣K, ♥10 | pair
♦5, ♦5, ♥7, ♣K, ♥7 | two pairs
♦5, ♦5, ♥7, ♥10, ♥7 | two pairs
♦5, ♦5, ♣7, ♣10, ♠10 | two pairs
♦5, ♦5, ♣7, ♣10, ♣K | pair
♦5, ♦5, ♣7, ♣10, ♥10 | two pairs
♦5, ♦5, ♣7, ♣10, ♥7 | two pairs
♦5, ♦5, ♣7, ♠10, ♣K | pair
♦5, ♦5, ♣7, ♠10, ♥10 | two pairs
♦5, ♦5, ♣7, ♠10, ♥7 | two pairs
♦5, ♦5, ♣7, ♣K, ♥10 | pair
♦5, ♦5, ♣7, ♣K, ♥7 | two pairs
♦5, ♦5, ♣7, ♥10, ♥7 | two pairs
♦5, ♦5, ♣10, ♠10, ♣K | two pairs
♦5, ♦5, ♣10, ♠10, ♥10 | fullhouse
♦5, ♦5, ♣10, ♠10, ♥7 | two pairs
♦5, ♦5, ♣10, ♣K, ♥10 | two pairs
♦5, ♦5, ♣10, ♣K, ♥7 | pair
♦5, ♦5, ♣10, ♥10, ♥7 | two pairs
♦5, ♦5, ♠10, ♣K, ♥10 | two pairs
♦5, ♦5, ♠10, ♣K, ♥7 | pair
♦5, ♦5, ♠10, ♥10, ♥7 | two pairs
♦5, ♦5, ♣K, ♥10, ♥7 | pair
♦5, ♥8, ♦2, ♥7, ♣7 | pair
♦5, ♥8, ♦2, ♥7, ♥7 | pair
♦5, ♥8, ♦2, ♣7, ♥7 | pair
♦5, ♥8, ♦2, ♣10, ♠10 | pair
♦5, ♥8, ♦2, ♣10, ♥10 | pair
♦5, ♥8, ♦2, ♠10, ♥10 | pair
♦5, ♥8, ♥7, ♣7, ♣10 | pair
♦5, ♥8, ♥7, ♣7, ♠10 | pair
♦5, ♥8, ♥7, ♣7, ♣K | pair
♦5, ♥8, ♥7, ♣7, ♥10 | pair
♦5, ♥8, ♥7, ♣7, ♥7 | three of a kind
♦5, ♥8, ♥7, ♣10, ♠10 | pair
♦5, ♥8, ♥7, ♣10, ♥10 | pair
♦5, ♥8, ♥7, ♣10, ♥7 | pair
♦5, ♥8, ♥7, ♠10, ♥10 | pair
♦5, ♥8, ♥7, ♠10, ♥7 | pair
♦5, ♥8, ♥7, ♣K, ♥7 | pair
♦5, ♥8, ♥7, ♥10, ♥7 | pair
♦5, ♥8, ♣7, ♣10, ♠10 | pair
♦5, ♥8, ♣7, ♣10, ♥10 | pair
♦5, ♥8, ♣7, ♣10, ♥7 | pair
♦5, ♥8, ♣7, ♠10, ♥10 | pair
♦5, ♥8, ♣7, ♠10, ♥7 | pair
♦5, ♥8, ♣7, ♣K, ♥7 | pair
♦5, ♥8, ♣7, ♥10, ♥7 | pair
♦5, ♥8, ♣10, ♠10, ♣K | pair
♦5, ♥8, ♣10, ♠10, ♥10 | three of a kind
♦5, ♥8, ♣10, ♠10, ♥7 | pair
♦5, ♥8, ♣10, ♣K, ♥10 | pair
♦5, ♥8, ♣10, ♥10, ♥7 | pair
♦5, ♥8, ♠10, ♣K, ♥10 | pair
♦5, ♥8, ♠10, ♥10, ♥7 | pair
♦5, ♦2, ♥7, ♣7, ♣10 | pair
♦5, ♦2, ♥7, ♣7, ♠10 | pair
♦5, ♦2, ♥7, ♣7, ♣K | pair
♦5, ♦2, ♥7, ♣7, ♥10 | pair
♦5, ♦2, ♥7, ♣7, ♥7 | three of a kind
♦5, ♦2, ♥7, ♣10, ♠10 | pair
♦5, ♦2, ♥7, ♣10, ♥10 | pair
♦5, ♦2, ♥7, ♣10, ♥7 | pair
♦5, ♦2, ♥7, ♠10, ♥10 | pair
♦5, ♦2, ♥7, ♠10, ♥7 | pair
♦5, ♦2, ♥7, ♣K, ♥7 | pair
♦5, ♦2, ♥7, ♥10, ♥7 | pair
♦5, ♦2, ♣7, ♣10, ♠10 | pair
♦5, ♦2, ♣7, ♣10, ♥10 | pair
♦5, ♦2, ♣7, ♣10, ♥7 | pair
♦5, ♦2, ♣7, ♠10, ♥10 | pair
♦5, ♦2, ♣7, ♠10, ♥7 | pair
♦5, ♦2, ♣7, ♣K, ♥7 | pair
♦5, ♦2, ♣7, ♥10, ♥7 | pair
♦5, ♦2, ♣10, ♠10, ♣K | pair
♦5, ♦2, ♣10, ♠10, ♥10 | three of a kind
♦5, ♦2, ♣10, ♠10, ♥7 | pair
♦5, ♦2, ♣10, ♣K, ♥10 | pair
♦5, ♦2, ♣10, ♥10, ♥7 | pair
♦5, ♦2, ♠10, ♣K, ♥10 | pair
♦5, ♦2, ♠10, ♥10, ♥7 | pair
♦5, ♥7, ♣7, ♣10, ♠10 | two pairs
♦5, ♥7, ♣7, ♣10, ♣K | pair
♦5, ♥7, ♣7, ♣10, ♥10 | two pairs
♦5, ♥7, ♣7, ♣10, ♥7 | three of a kind
♦5, ♥7, ♣7, ♠10, ♣K | pair
♦5, ♥7, ♣7, ♠10, ♥10 | two pairs
♦5, ♥7, ♣7, ♠10, ♥7 | three of a kind
♦5, ♥7, ♣7, ♣K, ♥10 | pair
♦5, ♥7, ♣7, ♣K, ♥7 | three of a kind
♦5, ♥7, ♣7, ♥10, ♥7 | three of a kind
♦5, ♥7, ♣10, ♠10, ♣K | pair
♦5, ♥7, ♣10, ♠10, ♥10 | three of a kind
♦5, ♥7, ♣10, ♠10, ♥7 | two pairs
♦5, ♥7, ♣10, ♣K, ♥10 | pair
♦5, ♥7, ♣10, ♣K, ♥7 | pair
♦5, ♥7, ♣10, ♥10, ♥7 | two pairs
♦5, ♥7, ♠10, ♣K, ♥10 | pair
♦5, ♥7, ♠10, ♣K, ♥7 | pair
♦5, ♥7, ♠10, ♥10, ♥7 | two pairs
♦5, ♥7, ♣K, ♥10, ♥7 | pair
♦5, ♣7, ♣10, ♠10, ♣K | pair
♦5, ♣7, ♣10, ♠10, ♥10 | three of a kind
♦5, ♣7, ♣10, ♠10, ♥7 | two pairs
♦5, ♣7, ♣10, ♣K, ♥10 | pair
♦5, ♣7, ♣10, ♣K, ♥7 | pair
♦5, ♣7, ♣10, ♥10, ♥7 | two pairs
♦5, ♣7, ♠10, ♣K, ♥10 | pair
♦5, ♣7, ♠10, ♣K, ♥7 | pair
♦5, ♣7, ♠10, ♥10, ♥7 | two pairs
♦5, ♣7, ♣K, ♥10, ♥7 | pair
♦5, ♣10, ♠10, ♣K, ♥10 | three of a kind
♦5, ♣10, ♠10, ♣K, ♥7 | pair
♦5, ♣10, ♠10, ♥10, ♥7 | three of a kind
♦5, ♣10, ♣K, ♥10, ♥7 | pair
♦5, ♠10, ♣K, ♥10, ♥7 | pair
♦6, ♦5, ♥8, ♥7, ♣7 | pair
♦6, ♦5, ♥8, ♥7, ♥7 | pair
♦6, ♦5, ♥8, ♣7, ♥7 | pair
♦6, ♦5, ♥8, ♣10, ♠10 | pair
♦6, ♦5, ♥8, ♣10, ♥10 | pair
♦6, ♦5, ♥8, ♠10, ♥10 | pair
♦6, ♦5, ♦2, ♥7, ♣7 | pair
♦6, ♦5, ♦2, ♥7, ♥7 | pair
♦6, ♦5, ♦2, ♣7, ♥7 | pair
♦6, ♦5, ♦2, ♣10, ♠10 | pair
♦6, ♦5, ♦2, ♣10, ♥10 | pair
♦6, ♦5, ♦2, ♠10, ♥10 | pair
♦6, ♦5, ♥7, ♣7, ♣10 | pair
♦6, ♦5, ♥7, ♣7, ♠10 | pair
♦6, ♦5, ♥7, ♣7, ♣K | pair
♦6, ♦5, ♥7, ♣7, ♥10 | pair
♦6, ♦5, ♥7, ♣7, ♥7 | three of a kind
♦6, ♦5, ♥7, ♣10, ♠10 | pair
♦6, ♦5, ♥7, ♣10, ♥10 | pair
♦6, ♦5, ♥7, ♣10, ♥7 | pair
♦6, ♦5, ♥7, ♠10, ♥10 | pair
♦6, ♦5, ♥7, ♠10, ♥7 | pair
♦6, ♦5, ♥7, ♣K, ♥7 | pair
♦6, ♦5, ♥7, ♥10, ♥7 | pair
♦6, ♦5, ♣7, ♣10, ♠10 | pair
♦6, ♦5, ♣7, ♣10, ♥10 | pair
♦6, ♦5, ♣7, ♣10, ♥7 | pair
♦6, ♦5, ♣7, ♠10, ♥10 | pair
♦6, ♦5, ♣7, ♠10, ♥7 | pair
♦6, ♦5, ♣7, ♣K, ♥7 | pair
♦6, ♦5, ♣7, ♥10, ♥7 | pair
♦6, ♦5, ♣10, ♠10, ♣K | pair
♦6, ♦5, ♣10, ♠10, ♥10 | three of a kind
♦6, ♦5, ♣10, ♠10, ♥7 | pair
♦6, ♦5, ♣10, ♣K, ♥10 | pair
♦6, ♦5, ♣10, ♥10, ♥7 | pair
♦6, ♦5, ♠10, ♣K, ♥10 | pair
♦6, ♦5, ♠10, ♥10, ♥7 | pair
♦6, ♥8, ♦2, ♥7, ♣7 | pair
♦6, ♥8, ♦2, ♥7, ♥7 | pair
♦6, ♥8, ♦2, ♣7, ♥7 | pair
♦6, ♥8, ♦2, ♣10, ♠10 | pair
♦6, ♥8, ♦2, ♣10, ♥10 | pair
♦6, ♥8, ♦2, ♠10, ♥10 | pair
♦6, ♥8, ♥7, ♣7, ♣10 | pair
♦6, ♥8, ♥7, ♣7, ♠10 | pair
♦6, ♥8, ♥7, ♣7, ♣K | pair
♦6, ♥8, ♥7, ♣7, ♥10 | pair
♦6, ♥8, ♥7, ♣7, ♥7 | three of a kind
♦6, ♥8, ♥7, ♣10, ♠10 | pair
♦6, ♥8, ♥7, ♣10, ♥10 | pair
♦6, ♥8, ♥7, ♣10, ♥7 | pair
♦6, ♥8, ♥7, ♠10, ♥10 | pair
♦6, ♥8, ♥7, ♠10, ♥7 | pair
♦6, ♥8, ♥7, ♣K, ♥7 | pair
♦6, ♥8, ♥7, ♥10, ♥7 | pair
♦6, ♥8, ♣7, ♣10, ♠10 | pair
♦6, ♥8, ♣7, ♣10, ♥10 | pair
♦6, ♥8, ♣7, ♣10, ♥7 | pair
♦6, ♥8, ♣7, ♠10, ♥10 | pair
♦6, ♥8, ♣7, ♠10, ♥7 | pair
♦6, ♥8, ♣7, ♣K, ♥7 | pair
♦6, ♥8, ♣7, ♥10, ♥7 | pair
♦6, ♥8, ♣10, ♠10, ♣K | pair
♦6, ♥8, ♣10, ♠10, ♥10 | three of a kind
♦6, ♥8, ♣10, ♠10, ♥7 | pair
♦6, ♥8, ♣10, ♣K, ♥10 | pair
♦6, ♥8, ♣10, ♥10, ♥7 | pair
♦6, ♥8, ♠10, ♣K, ♥10 | pair
♦6, ♥8, ♠10, ♥10, ♥7 | pair
♦6, ♦2, ♥7, ♣7, ♣10 | pair
♦6, ♦2, ♥7, ♣7, ♠10 | pair
♦6, ♦2, ♥7, ♣7, ♣K | pair
♦6, ♦2, ♥7, ♣7, ♥10 | pair
♦6, ♦2, ♥7, ♣7, ♥7 | three of a kind
♦6, ♦2, ♥7, ♣10, ♠10 | pair
♦6, ♦2, ♥7, ♣10, ♥10 | pair
♦6, ♦2, ♥7, ♣10, ♥7 | pair
♦6, ♦2, ♥7, ♠10, ♥10 | pair
♦6, ♦2, ♥7, ♠10, ♥7 | pair
♦6, ♦2, ♥7, ♣K, ♥7 | pair
♦6, ♦2, ♥7, ♥10, ♥7 | pair
♦6, ♦2, ♣7, ♣10, ♠10 | pair
♦6, ♦2, ♣7, ♣10, ♥10 | pair
♦6, ♦2, ♣7, ♣10, ♥7 | pair
♦6, ♦2, ♣7, ♠10, ♥10 | pair
♦6, ♦2, ♣7, ♠10, ♥7 | pair
♦6, ♦2, ♣7, ♣K, ♥7 | pair
♦6, ♦2, ♣7, ♥10, ♥7 | pair
♦6, ♦2, ♣10, ♠10, ♣K | pair
♦6, ♦2, ♣10, ♠10, ♥10 | three of a kind
♦6, ♦2, ♣10, ♠10, ♥7 | pair
♦6, ♦2, ♣10, ♣K, ♥10 | pair
♦6, ♦2, ♣10, ♥10, ♥7 | pair
♦6, ♦2, ♠10, ♣K, ♥10 | pair
♦6, ♦2, ♠10, ♥10, ♥7 | pair
♦6, ♥7, ♣7, ♣10, ♠10 | two pairs
♦6, ♥7, ♣7, ♣10, ♣K | pair
♦6, ♥7, ♣7, ♣10, ♥10 | two pairs
♦6, ♥7, ♣7, ♣10, ♥7 | three of a kind
♦6, ♥7, ♣7, ♠10, ♣K | pair
♦6, ♥7, ♣7, ♠10, ♥10 | two pairs
♦6, ♥7, ♣7, ♠10, ♥7 | three of a kind
♦6, ♥7, ♣7, ♣K, ♥10 | pair
♦6, ♥7, ♣7, ♣K, ♥7 | three of a kind
♦6, ♥7, ♣7, ♥10, ♥7 | three of a kind
♦6, ♥7, ♣10, ♠10, ♣K | pair
♦6, ♥7, ♣10, ♠10, ♥10 | three of a kind
♦6, ♥7, ♣10, ♠10, ♥7 | two pairs
♦6, ♥7, ♣10, ♣K, ♥10 | pair
♦6, ♥7, ♣10, ♣K, ♥7 | pair
♦6, ♥7, ♣10, ♥10, ♥7 | two pairs
♦6, ♥7, ♠10, ♣K, ♥10 | pair
♦6, ♥7, ♠10, ♣K, ♥7 | pair
♦6, ♥7, ♠10, ♥10, ♥7 | two pairs
♦6, ♥7, ♣K, ♥10, ♥7 | pair
♦6, ♣7, ♣10, ♠10, ♣K | pair
♦6, ♣7, ♣10, ♠10, ♥10 | three of a kind
♦6, ♣7, ♣10, ♠10, ♥7 | two pairs
♦6, ♣7, ♣10, ♣K, ♥10 | pair
♦6, ♣7, ♣10, ♣K, ♥7 | pair
♦6, ♣7, ♣10, ♥10, ♥7 | two pairs
♦6, ♣7, ♠10, ♣K, ♥10 | pair
♦6, ♣7, ♠10, ♣K, ♥7 | pair
♦6, ♣7, ♠10, ♥10, ♥7 | two pairs
♦6, ♣7, ♣K, ♥10, ♥7 | pair
♦6, ♣10, ♠10, ♣K, ♥10 | three of a kind
♦6, ♣10, ♠10, ♣K, ♥7 | pair
♦6, ♣10, ♠10, ♥10, ♥7 | three of a kind
♦6, ♣10, ♣K, ♥10, ♥7 | pair
♦6, ♠10, ♣K, ♥10, ♥7 | pair
♦5, ♥8, ♦2, ♥7, ♣7 | pair
♦5, ♥8, ♦2, ♥7, ♥7 | pair
♦5, ♥8, ♦2, ♣7, ♥7 | pair
♦5, ♥8, ♦2, ♣10, ♠10 | pair
♦5, ♥8, ♦2, ♣10, ♥10 | pair
♦5, ♥8, ♦2, ♠10, ♥10 | pair
♦5, ♥8, ♥7, ♣7, ♣10 | pair
♦5, ♥8, ♥7, ♣7, ♠10 | pair
♦5, ♥8, ♥7, ♣7, ♣K | pair
♦5, ♥8, ♥7, ♣7, ♥10 | pair
♦5, ♥8, ♥7, ♣7, ♥7 | three of a kind
♦5, ♥8, ♥7, ♣10, ♠10 | pair
♦5, ♥8, ♥7, ♣10, ♥10 | pair
♦5, ♥8, ♥7, ♣10, ♥7 | pair
♦5, ♥8, ♥7, ♠10, ♥10 | pair
♦5, ♥8, ♥7, ♠10, ♥7 | pair
♦5, ♥8, ♥7, ♣K, ♥7 | pair
♦5, ♥8, ♥7, ♥10, ♥7 | pair
♦5, ♥8, ♣7, ♣10, ♠10 | pair
♦5, ♥8, ♣7, ♣10, ♥10 | pair
♦5, ♥8, ♣7, ♣10, ♥7 | pair
♦5, ♥8, ♣7, ♠10, ♥10 | pair
♦5, ♥8, ♣7, ♠10, ♥7 | pair
♦5, ♥8, ♣7, ♣K, ♥7 | pair
♦5, ♥8, ♣7, ♥10, ♥7 | pair
♦5, ♥8, ♣10, ♠10, ♣K | pair
♦5, ♥8, ♣10, ♠10, ♥10 | three of a kind
♦5, ♥8, ♣10, ♠10, ♥7 | pair
♦5, ♥8, ♣10, ♣K, ♥10 | pair
♦5, ♥8, ♣10, ♥10, ♥7 | pair
