♥7, ♥7, ♦Q, ♥5, ♠A | pair
♣K, ♣A, ♥5, ♣5, ♠8 | pair
♣K, ♣A, ♠K, ♦5, ♣10 | pair
♣K, ♣A, ♠K, ♦5, ♠J | pair
♣K, ♣A, ♠K, ♦5, ♣3 | pair
♣K, ♣A, ♠K, ♦5, ♣10 | pair
♣K, ♣A, ♠K, ♦5, ♣5 | two pairs
♣K, ♣A, ♠K, ♦5, ♠8 | pair
♣K, ♣A, ♠K, ♣10, ♠J | pair
♣K, ♣A, ♠K, ♣10, ♣3 | pair
♣K, ♣A, ♠K, ♣10, ♣10 | two pairs
♣K, ♣A, ♠K, ♣10, ♣5 | pair
♣K, ♣A, ♠K, ♣10, ♠8 | pair
♣K, ♣A, ♠K, ♠J, ♣3 | pair
♣K, ♣A, ♠K, ♠J, ♣10 | pair
♣K, ♣A, ♠K, ♠J, ♣5 | pair
♣K, ♣A, ♠K, ♠J, ♠8 | pair
♣K, ♣A, ♠K, ♣3, ♣10 | pair
♣K, ♣A, ♠K, ♣3, ♣5 | pair
♣K, ♣A, ♠K, ♣3, ♠8 | pair
♣K, ♣A, ♠K, ♣10, ♣5 | pair
♣K, ♣A, ♠K, ♣10, ♠8 | pair
♣K, ♣A, ♠K, ♣5, ♠8 | pair
♣K, ♣A, ♦5, ♣10, ♣10 | pair
♣K, ♣A, ♦5, ♣10, ♣5 | pair
♣K, ♣A, ♦5, ♠J, ♣5 | pair
♣K, ♣A, ♦5, ♣3, ♣5 | pair
♣K, ♣A, ♦5, ♣10, ♣5 | pair
♣K, ♣A, ♦5, ♣5, ♠8 | pair
♣K, ♣A, ♣10, ♠J, ♣10 | pair
♣K, ♣A, ♣10, ♣3, ♣10 | flush
♣K, ♣A, ♣10, ♣3, ♣5 | flush
♣K, ♣A, ♣10, ♣10, ♣5 | flush
♣K, ♣A, ♣10, ♣10, ♠8 | pair
♣K, ♣A, ♣3, ♣10, ♣5 | flush
♣K, ♥5, ♠K, ♦5, ♣10 | two pairs
♣K, ♥5, ♠K, ♦5, ♠J | two pairs
♣K, ♥5, ♠K, ♦5, ♣3 | two pairs
♣K, ♥5, ♠K, ♦5, ♣10 | two pairs
♣K, ♥5, ♠K, ♦5, ♣5 | fullhouse
♣K, ♥5, ♠K, ♦5, ♠8 | two pairs
♣K, ♥5, ♠K, ♣10, ♠J | pair
♣K, ♥5, ♠K, ♣10, ♣3 | pair
♣K, ♥5, ♠K, ♣10, ♣10 | two pairs
♣K, ♥5, ♠K, ♣10, ♣5 | two pairs
♣K, ♥5, ♠K, ♣10, ♠8 | pair
♣K, ♥5, ♠K, ♠J, ♣3 | pair
♣K, ♥5, ♠K, ♠J, ♣10 | pair
♣K, ♥5, ♠K, ♠J, ♣5 | two pairs
♣K, ♥5, ♠K, ♠J, ♠8 | pair
♣K, ♥5, ♠K, ♣3, ♣10 | pair
♣K, ♥5, ♠K, ♣3, ♣5 | two pairs
♣K, ♥5, ♠K, ♣3, ♠8 | pair
♣K, ♥5, ♠K, ♣10, ♣5 | two pairs
♣K, ♥5, ♠K, ♣10, ♠8 | pair
♣K, ♥5, ♠K, ♣5, ♠8 | two pairs
♣K, ♥5, ♦5, ♣10, ♠J | pair
♣K, ♥5, ♦5, ♣10, ♣3 | pair
♣K, ♥5, ♦5, ♣10, ♣10 | two pairs
♣K, ♥5, ♦5, ♣10, ♣5 | three of a kind
♣K, ♥5, ♦5, ♣10, ♠8 | pair
♣K, ♥5, ♦5, ♠J, ♣3 | pair
♣K, ♥5, ♦5, ♠J, ♣10 | pair
♣K, ♥5, ♦5, ♠J, ♣5 | three of a kind
♣K, ♥5, ♦5, ♠J, ♠8 | pair
♣K, ♥5, ♦5, ♣3, ♣10 | pair
♣K, ♥5, ♦5, ♣3, ♣5 | three of a kind
♣K, ♥5, ♦5, ♣3, ♠8 | pair
♣K, ♥5, ♦5, ♣10, ♣5 | three of a kind
♣K, ♥5, ♦5, ♣10, ♠8 | pair
♣K, ♥5, ♦5, ♣5, ♠8 | three of a kind
♣K, ♥5, ♣10, ♠J, ♣10 | pair
♣K, ♥5, ♣10, ♠J, ♣5 | pair
♣K, ♥5, ♣10, ♣3, ♣10 | pair
♣K, ♥5, ♣10, ♣3, ♣5 | pair
♣K, ♥5, ♣10, ♣10, ♣5 | two pairs
♣K, ♥5, ♣10, ♣10, ♠8 | pair
♣K, ♥5, ♣10, ♣5, ♠8 | pair
♣K, ♥5, ♠J, ♣3, ♣5 | pair
♣K, ♥5, ♠J, ♣10, ♣5 | pair
♣K, ♥5, ♠J, ♣5, ♠8 | pair
♣K, ♥5, ♣3, ♣10, ♣5 | pair
♣K, ♥5, ♣3, ♣5, ♠8 | pair
♣K, ♥5, ♣10, ♣5, ♠8 | pair
♣K, ♠K, ♦5, ♣10, ♠J | pair
♣K, ♠K, ♦5, ♣10, ♣3 | pair
♣K, ♠K, ♦5, ♣10, ♣10 | two pairs
♣K, ♠K, ♦5, ♣10, ♣5 | two pairs
♣K, ♠K, ♦5, ♣10, ♠8 | pair
♣K, ♠K, ♦5, ♠J, ♣3 | pair
♣K, ♠K, ♦5, ♠J, ♣10 | pair
♣K, ♠K, ♦5, ♠J, ♣5 | two pairs
♣K, ♠K, ♦5, ♠J, ♠8 | pair
♣K, ♠K, ♦5, ♣3, ♣10 | pair
♣K, ♠K, ♦5, ♣3, ♣5 | two pairs
♣K, ♠K, ♦5, ♣3, ♠8 | pair
♣K, ♠K, ♦5, ♣10, ♣5 | two pairs
♣K, ♠K, ♦5, ♣10, ♠8 | pair
♣K, ♠K, ♦5, ♣5, ♠8 | two pairs
♣K, ♠K, ♣10, ♠J, ♣3 | pair
♣K, ♠K, ♣10, ♠J, ♣10 | two pairs
♣K, ♠K, ♣10, ♠J, ♣5 | pair
♣K, ♠K, ♣10, ♠J, ♠8 | pair
♣K, ♠K, ♣10, ♣3, ♣10 | two pairs
♣K, ♠K, ♣10, ♣3, ♣5 | pair
♣K, ♠K, ♣10, ♣3, ♠8 | pair
♣K, ♠K, ♣10, ♣10, ♣5 | two pairs
♣K, ♠K, ♣10, ♣10, ♠8 | two pairs
♣K, ♠K, ♣10, ♣5, ♠8 | pair
♣K, ♠K, ♠J, ♣3, ♣10 | pair
♣K, ♠K, ♠J, ♣3, ♣5 | pair
♣K, ♠K, ♠J, ♣3, ♠8 | pair
♣K, ♠K, ♠J, ♣10, ♣5 | pair
♣K, ♠K, ♠J, ♣10, ♠8 | pair
♣K, ♠K, ♠J, ♣5, ♠8 | pair
♣K, ♠K, ♣3, ♣10, ♣5 | pair
♣K, ♠K, ♣3, ♣10, ♠8 | pair
♣K, ♠K, ♣3, ♣5, ♠8 | pair
♣K, ♠K, ♣10, ♣5, ♠8 | pair
♣K, ♦5, ♣10, ♠J, ♣10 | pair
♣K, ♦5, ♣10, ♠J, ♣5 | pair
♣K, ♦5, ♣10, ♣3, ♣10 | pair
♣K, ♦5, ♣10, ♣3, ♣5 | pair
♣K, ♦5, ♣10, ♣10, ♣5 | two pairs
♣K, ♦5, ♣10, ♣10, ♠8 | pair
♣K, ♦5, ♣10, ♣5, ♠8 | pair
♣K, ♦5, ♠J, ♣3, ♣5 | pair
♣K, ♦5, ♠J, ♣10, ♣5 | pair
♣K, ♦5, ♠J, ♣5, ♠8 | pair
♣K, ♦5, ♣3, ♣10, ♣5 | pair
♣K, ♦5, ♣3, ♣5, ♠8 | pair
♣K, ♦5, ♣10, ♣5, ♠8 | pair
♣K, ♣10, ♠J, ♣3, ♣10 | pair
♣K, ♣10, ♠J, ♣10, ♣5 | pair
♣K, ♣10, ♠J, ♣10, ♠8 | pair
♣K, ♣10, ♣3, ♣10, ♣5 | flush
♣K, ♣10, ♣3, ♣10, ♠8 | pair
♣K, ♣10, ♣10, ♣5, ♠8 | pair
♣A, ♥5, ♠K, ♦5, ♣10 | pair
♣A, ♥5, ♠K, ♦5, ♠J | pair
♣A, ♥5, ♠K, ♦5, ♣3 | pair
♣A, ♥5, ♠K, ♦5, ♣10 | pair
♣A, ♥5, ♠K, ♦5, ♣5 | three of a kind
♣A, ♥5, ♠K, ♦5, ♠8 | pair
♣A, ♥5, ♠K, ♣10, ♣10 | pair
♣A, ♥5, ♠K, ♣10, ♣5 | pair
♣A, ♥5, ♠K, ♠J, ♣5 | pair
♣A, ♥5, ♠K, ♣3, ♣5 | pair
♣A, ♥5, ♠K, ♣10, ♣5 | pair
♣A, ♥5, ♠K, ♣5, ♠8 | pair
♣A, ♥5, ♦5, ♣10, ♠J | pair
♣A, ♥5, ♦5, ♣10, ♣3 | pair
♣A, ♥5, ♦5, ♣10, ♣10 | two pairs
♣A, ♥5, ♦5, ♣10, ♣5 | three of a kind
♣A, ♥5, ♦5, ♣10, ♠8 | pair
♣A, ♥5, ♦5, ♠J, ♣3 | pair
♣A, ♥5, ♦5, ♠J, ♣10 | pair
♣A, ♥5, ♦5, ♠J, ♣5 | three of a kind
♣A, ♥5, ♦5, ♠J, ♠8 | pair
♣A, ♥5, ♦5, ♣3, ♣10 | pair
♣A, ♥5, ♦5, ♣3, ♣5 | three of a kind
♣A, ♥5, ♦5, ♣3, ♠8 | pair
♣A, ♥5, ♦5, ♣10, ♣5 | three of a kind
♣A, ♥5, ♦5, ♣10, ♠8 | pair
♣A, ♥5, ♦5, ♣5, ♠8 | three of a kind
♣A, ♥5, ♣10, ♠J, ♣10 | pair
♣A, ♥5, ♣10, ♠J, ♣5 | pair
♣A, ♥5, ♣10, ♣3, ♣10 | pair
♣A, ♥5, ♣10, ♣3, ♣5 | pair
♣A, ♥5, ♣10, ♣10, ♣5 | two pairs
♣A, ♥5, ♣10, ♣10, ♠8 | pair
♣A, ♥5, ♣10, ♣5, ♠8 | pair
♣A, ♥5, ♠J, ♣3, ♣5 | pair
♣A, ♥5, ♠J, ♣10, ♣5 | pair
♣A, ♥5, ♠J, ♣5, ♠8 | pair
♣A, ♥5, ♣3, ♣10, ♣5 | pair
♣A, ♥5, ♣3, ♣5, ♠8 | pair
♣A, ♥5, ♣10, ♣5, ♠8 | pair
♣A, ♠K, ♦5, ♣10, ♣10 | pair
♣A, ♠K, ♦5, ♣10, ♣5 | pair
♣A, ♠K, ♦5, ♠J, ♣5 | pair
♣A, ♠K, ♦5, ♣3, ♣5 | pair
♣A, ♠K, ♦5, ♣10, ♣5 | pair
♣A, ♠K, ♦5, ♣5, ♠8 | pair
♣A, ♠K, ♣10, ♠J, ♣10 | pair
♣A, ♠K, ♣10, ♣3, ♣10 | pair
♣A, ♠K, ♣10, ♣10, ♣5 | pair
♣A, ♠K, ♣10, ♣10, ♠8 | pair
♣A, ♦5, ♣10, ♠J, ♣10 | pair
♣A, ♦5, ♣10, ♠J, ♣5 | pair
♣A, ♦5, ♣10, ♣3, ♣10 | pair
♣A, ♦5, ♣10, ♣3, ♣5 | pair
♣A, ♦5, ♣10, ♣10, ♣5 | two pairs
♣A, ♦5, ♣10, ♣10, ♠8 | pair
♣A, ♦5, ♣10, ♣5, ♠8 | pair
♣A, ♦5, ♠J, ♣3, ♣5 | pair
♣A, ♦5, ♠J, ♣10, ♣5 | pair
♣A, ♦5, ♠J, ♣5, ♠8 | pair
♣A, ♦5, ♣3, ♣10, ♣5 | pair
♣A, ♦5, ♣3, ♣5, ♠8 | pair
♣A, ♦5, ♣10, ♣5, ♠8 | pair
♣A, ♣10, ♠J, ♣3, ♣10 | pair
♣A, ♣10, ♠J, ♣10, ♣5 | pair
♣A, ♣10, ♠J, ♣10, ♠8 | pair
♣A, ♣10, ♣3, ♣10, ♣5 | flush
♣A, ♣10, ♣3, ♣10, ♠8 | pair
♣A, ♣10, ♣10, ♣5, ♠8 | pair
♥5, ♠K, ♦5, ♣10, ♠J | pair
♥5, ♠K, ♦5, ♣10, ♣3 | pair
♥5, ♠K, ♦5, ♣10, ♣10 | two pairs
♥5, ♠K, ♦5, ♣10, ♣5 | three of a kind
♥5, ♠K, ♦5, ♣10, ♠8 | pair
♥5, ♠K, ♦5, ♠J, ♣3 | pair
♥5, ♠K, ♦5, ♠J, ♣10 | pair
♥5, ♠K, ♦5, ♠J, ♣5 | three of a kind
♥5, ♠K, ♦5, ♠J, ♠8 | pair
♥5, ♠K, ♦5, ♣3, ♣10 | pair
♥5, ♠K, ♦5, ♣3, ♣5 | three of a kind
♥5, ♠K, ♦5, ♣3, ♠8 | pair
♥5, ♠K, ♦5, ♣10, ♣5 | three of a kind
♥5, ♠K, ♦5, ♣10, ♠8 | pair
♥5, ♠K, ♦5, ♣5, ♠8 | three of a kind
♥5, ♠K, ♣10, ♠J, ♣10 | pair
♥5, ♠K, ♣10, ♠J, ♣5 | pair
♥5, ♠K, ♣10, ♣3, ♣10 | pair
♥5, ♠K, ♣10, ♣3, ♣5 | pair
♥5, ♠K, ♣10, ♣10, ♣5 | two pairs
♥5, ♠K, ♣10, ♣10, ♠8 | pair
♥5, ♠K, ♣10, ♣5, ♠8 | pair
♥5, ♠K, ♠J, ♣3, ♣5 | pair
♥5, ♠K, ♠J, ♣10, ♣5 | pair
♥5, ♠K, ♠J, ♣5, ♠8 | pair
♥5, ♠K, ♣3, ♣10, ♣5 | pair
♥5, ♠K, ♣3, ♣5, ♠8 | pair
♥5, ♠K, ♣10, ♣5, ♠8 | pair
♥5, ♦5, ♣10, ♠J, ♣3 | pair
♥5, ♦5, ♣10, ♠J, ♣10 | two pairs
♥5, ♦5, ♣10, ♠J, ♣5 | three of a kind
♥5, ♦5, ♣10, ♠J, ♠8 | pair
♥5, ♦5, ♣10, ♣3, ♣10 | two pairs
♥5, ♦5, ♣10, ♣3, ♣5 | three of a kind
♥5, ♦5, ♣10, ♣3, ♠8 | pair
♥5, ♦5, ♣10, ♣10, ♣5 | fullhouse
♥5, ♦5, ♣10, ♣10, ♠8 | two pairs
♥5, ♦5, ♣10, ♣5, ♠8 | three of a kind
♥5, ♦5, ♠J, ♣3, ♣10 | pair
♥5, ♦5, ♠J, ♣3, ♣5 | three of a kind
♥5, ♦5, ♠J, ♣3, ♠8 | pair
♥5, ♦5, ♠J, ♣10, ♣5 | three of a kind
♥5, ♦5, ♠J, ♣10, ♠8 | pair
♥5, ♦5, ♠J, ♣5, ♠8 | three of a kind
♥5, ♦5, ♣3, ♣10, ♣5 | three of a kind
♥5, ♦5, ♣3, ♣10, ♠8 | pair
♥5, ♦5, ♣3, ♣5, ♠8 | three of a kind
♥5, ♦5, ♣10, ♣5, ♠8 | three of a kind
♥5, ♣10, ♠J, ♣3, ♣10 | pair
♥5, ♣10, ♠J, ♣3, ♣5 | pair
♥5, ♣10, ♠J, ♣10, ♣5 | two pairs
♥5, ♣10, ♠J, ♣10, ♠8 | pair
♥5, ♣10, ♠J, ♣5, ♠8 | pair
♥5, ♣10, ♣3, ♣10, ♣5 | two pairs
♥5, ♣10, ♣3, ♣10, ♠8 | pair
♥5, ♣10, ♣3, ♣5, ♠8 | pair
♥5, ♣10, ♣10, ♣5, ♠8 | two pairs
♥5, ♠J, ♣3, ♣10, ♣5 | pair
♥5, ♠J, ♣3, ♣5, ♠8 | pair
♥5, ♠J, ♣10, ♣5, ♠8 | pair
♥5, ♣3, ♣10, ♣5, ♠8 | pair
♠K, ♦5, ♣10, ♠J, ♣10 | pair
♠K, ♦5, ♣10, ♠J, ♣5 | pair
♠K, ♦5, ♣10, ♣3, ♣10 | pair
♠K, ♦5, ♣10, ♣3, ♣5 | pair
♠K, ♦5, ♣10, ♣10, ♣5 | two pairs
♠K, ♦5, ♣10, ♣10, ♠8 | pair
♠K, ♦5, ♣10, ♣5, ♠8 | pair
♠K, ♦5, ♠J, ♣3, ♣5 | pair
♠K, ♦5, ♠J, ♣10, ♣5 | pair
♠K, ♦5, ♠J, ♣5, ♠8 | pair
♠K, ♦5, ♣3, ♣10, ♣5 | pair
♠K, ♦5, ♣3, ♣5, ♠8 | pair
♠K, ♦5, ♣10, ♣5, ♠8 | pair
♠K, ♣10, ♠J, ♣3, ♣10 | pair
♠K, ♣10, ♠J, ♣10, ♣5 | pair
♠K, ♣10, ♠J, ♣10, ♠8 | pair
♠K, ♣10, ♣3, ♣10, ♣5 | pair
♠K, ♣10, ♣3, ♣10, ♠8 | pair
♠K, ♣10, ♣10, ♣5, ♠8 | pair
♦5, ♣10, ♠J, ♣3, ♣10 | pair
♦5, ♣10, ♠J, ♣3, ♣5 | pair
♦5, ♣10, ♠J, ♣10, ♣5 | two pairs
♦5, ♣10, ♠J, ♣10, ♠8 | pair
♦5, ♣10, ♠J, ♣5, ♠8 | pair
♦5, ♣10, ♣3, ♣10, ♣5 | two pairs
♦5, ♣10, ♣3, ♣10, ♠8 | pair
♦5, ♣10, ♣3, ♣5, ♠8 | pair
♦5, ♣10, ♣10, ♣5, ♠8 | two pairs
♦5, ♠J, ♣3, ♣10, ♣5 | pair
♦5, ♠J, ♣3, ♣5, ♠8 | pair
♦5, ♠J, ♣10, ♣5, ♠8 | pair
♦5, ♣3, ♣10, ♣5, ♠8 | pair
♣10, ♠J, ♣3, ♣10, ♣5 | pair
♣10, ♠J, ♣3, ♣10, ♠8 | pair
♣10, ♠J, ♣10, ♣5, ♠8 | pair
♣10, ♣3, ♣10, ♣5, ♠8 | pair
